  Time                 , V(D2:2)              , V(D1:2)              
  0.000000000000e+00  ,0.000000000000e+00  ,1.176793038016e-15  
  2.500000000000e-10  ,4.712340533227e-01  ,4.702655271418e-01  
  4.737968146801e-10  ,8.930529776111e-01  ,8.909831598713e-01  
  9.213904440403e-10  ,1.736537541688e+00  ,1.731373538358e+00  
  1.816577702761e-09  ,3.422309892402e+00  ,3.407033328679e+00  
  3.606952220201e-09  ,6.784403835756e+00  ,6.731870668775e+00  
  5.430668085814e-09  ,1.018698009517e+01  ,1.002897272800e+01  
  7.049865514040e-09  ,1.318030897855e+01  ,9.980191174554e+00  
  8.676140993834e-09  ,1.615238933976e+01  ,7.148123875011e+00  
  1.141609200835e-08  ,2.106046462916e+01  ,4.648207667558e+00  
  1.433709213138e-08  ,2.612024468946e+01  ,3.862869187642e+00  
  1.946979710460e-08  ,3.445372142198e+01  ,3.937550376366e+00  
  2.470606514812e-08  ,4.203282813698e+01  ,3.547752137497e+00  
  2.837398597598e-08  ,4.667694347759e+01  ,3.302128536173e+00  
  3.086620518565e-08  ,4.948264059692e+01  ,3.164894112500e+00  
  3.197317519784e-08  ,5.063256423366e+01  ,3.108830555061e+00  
  3.360466608405e-08  ,5.221535843414e+01  ,3.026855853817e+00  
  3.668436357379e-08  ,5.482628686042e+01  ,2.872615003679e+00  
  4.284375855327e-08  ,5.849005561971e+01  ,2.568199110390e+00  
  4.901954481006e-08  ,5.997153952378e+01  ,2.266212137793e+00  
  5.662956783175e-08  ,5.870335537303e+01  ,1.896231773511e+00  
  6.986477920413e-08  ,4.869039897997e+01  ,1.254867132375e+00  
  8.080223152041e-08  ,3.403267282490e+01  ,7.105791912034e-01  
  8.600571700931e-08  ,2.553700638631e+01  ,4.108875262646e-01  
  8.711883375049e-08  ,2.362313418098e+01  ,3.339073778596e-01  
  8.919493803382e-08  ,1.997817003985e+01  ,1.805837061026e-01  
  9.236292490363e-08  ,1.425783257719e+01  ,-8.882112046913e-02  
  9.869889864326e-08  ,2.451835394687e+00  ,-9.827914315145e-01  
  1.026842142045e-07  ,-5.053630161694e+00  ,-5.155710272250e+00  
  1.051555717885e-07  ,-9.675590216102e+00  ,-9.703369739725e+00  
  1.077800388038e-07  ,-1.451944903539e+01  ,-1.447689895996e+01  
  1.105326558053e-07  ,-1.949327089505e+01  ,-1.754036715203e+01  
  1.124008888900e-07  ,-2.278829570615e+01  ,-1.012381806105e+01  
  1.142851407230e-07  ,-2.603205026911e+01  ,-5.135594557503e+00  
