  Time                 , V(D2:2)              , V(D4:1)              
  0.000000000000e+00  ,0.000000000000e+00  ,1.176793038016e-15  
  2.500000000000e-10  ,1.570780177742e-01  ,1.567551768827e-01  
  3.859498128295e-10  ,2.424934775327e-01  ,2.419636346450e-01  
  6.578494384885e-10  ,4.133095688346e-01  ,4.122598204459e-01  
  1.201648689806e-09  ,7.548388187069e-01  ,7.522585647060e-01  
  2.041422255337e-09  ,1.281784333457e+00  ,1.275624219039e+00  
  2.837982453406e-09  ,1.780795482092e+00  ,1.769937656365e+00  
  3.591515548527e-09  ,2.251830736976e+00  ,2.235378189747e+00  
  3.992403350770e-09  ,2.501929121904e+00  ,2.482054001422e+00  
  4.108178388327e-09  ,2.574084583967e+00  ,2.553162051121e+00  
  4.289064515382e-09  ,2.686751262007e+00  ,2.664139584414e+00  
  4.466434899718e-09  ,2.797143898225e+00  ,2.772811370071e+00  
  4.815401468426e-09  ,3.014078640974e+00  ,2.986171476625e+00  
  5.513334605843e-09  ,3.446835323851e+00  ,3.410979935351e+00  
  6.909200880677e-09  ,4.307170351201e+00  ,4.251521488787e+00  
  9.700933430344e-09  ,6.001357592196e+00  ,5.868120647795e+00  
  1.209182474390e-08  ,7.416103973896e+00  ,5.981125310241e+00  
  1.502139303461e-08  ,9.091784532240e+00  ,3.992448113565e+00  
  1.788018080965e-08  ,1.065289522113e+01  ,3.214994431148e+00  
  2.268431517854e-08  ,1.307680430337e+01  ,2.781093329637e+00  
  2.776263091341e-08  ,1.531476968261e+01  ,2.809263076156e+00  
  3.791926238313e-08  ,1.857679535142e+01  ,2.531062556318e+00  
  5.452809664980e-08  ,1.979797802067e+01  ,2.076863862670e+00  
  7.952926490083e-08  ,1.199369508824e+01  ,1.512433905463e+00  
  8.265441093221e-08  ,1.036712615617e+01  ,1.397485392517e+00  
  8.890470299497e-08  ,6.831064958772e+00  ,1.191295031954e+00  
  9.046727601066e-08  ,5.900455538632e+00  ,1.125729743214e+00  
  9.359242204204e-08  ,3.998864950888e+00  ,9.601913981156e-01  
  9.437370854989e-08  ,3.516724400893e+00  ,9.029228028203e-01  
  9.593628156558e-08  ,2.546379403969e+00  ,7.667762892145e-01  
  9.744763183966e-08  ,1.601982229997e+00  ,5.859312648990e-01  
  9.825452971831e-08  ,1.096161781367e+00  ,4.476722793422e-01  
  9.863613914326e-08  ,8.566768701342e-01  ,3.637397064694e-01  
  9.900508258119e-08  ,6.250232694103e-01  ,2.614973783695e-01  
  9.954031366482e-08  ,2.888194032892e-01  ,4.389283893531e-02  
  1.001545209028e-07  ,-9.708796528165e-02  ,-2.816747362061e-01  
  1.007115449347e-07  ,-4.470396351876e-01  ,-6.009338273927e-01  
  1.009581125863e-07  ,-6.019089936431e-01  ,-7.452366836696e-01  
  1.010281713270e-07  ,-6.459067658262e-01  ,-7.864717787069e-01  
  1.011448660456e-07  ,-7.191854685805e-01  ,-8.553449220558e-01  
  1.012936448269e-07  ,-8.125972799577e-01  ,-9.434539199973e-01  
  1.015497119687e-07  ,-9.733281290200e-01  ,-1.095747648286e+00  
  1.019903206788e-07  ,-1.249740636584e+00  ,-1.359233994935e+00  
  1.025474378429e-07  ,-1.598894354566e+00  ,-1.694117052866e+00  
  1.031215982102e-07  ,-1.958215680024e+00  ,-2.040418233561e+00  
  1.036715441905e-07  ,-2.301787311386e+00  ,-2.372652518492e+00  
  1.039277510308e-07  ,-2.461620842813e+00  ,-2.527491807550e+00  
  1.040131416693e-07  ,-2.514856501659e+00  ,-2.579096034999e+00  
  1.041599413902e-07  ,-2.606334321040e+00  ,-2.667808208669e+00  
  1.043233186528e-07  ,-2.708077123472e+00  ,-2.766523954179e+00  
  1.046500731781e-07  ,-2.911346024999e+00  ,-2.963881541348e+00  
  1.052222777680e-07  ,-3.266553676604e+00  ,-3.309109801654e+00  
  1.063666869476e-07  ,-3.973687876612e+00  ,-3.997183065510e+00  
  1.086555053070e-07  ,-5.371641529542e+00  ,-5.357031874321e+00  
  1.128993560150e-07  ,-7.884882633298e+00  ,-7.740744814151e+00  
  1.157845933512e-07  ,-9.516250927327e+00  ,-6.295017780781e+00  
  1.187365133837e-07  ,-1.110435788044e+01  ,-3.529910435680e+00  
  1.222744215801e-07  ,-1.288085948707e+01  ,-2.917294521482e+00  
  1.252758879736e-07  ,-1.426417669900e+01  ,-2.771399248762e+00  
  1.289642978981e-07  ,-1.578934139998e+01  ,-2.699071010155e+00  
  1.363411177471e-07  ,-1.818675770455e+01  ,-2.537223761517e+00  
  1.510947574452e-07  ,-1.998817250562e+01  ,-2.183304623930e+00  
  1.760959256962e-07  ,-1.364694369751e+01  ,-1.578356935822e+00  
  1.792210717276e-07  ,-1.214809105067e+01  ,-1.494072703199e+00  
  1.854713637903e-07  ,-8.814937740241e+00  ,-1.315837107881e+00  
  1.928042252138e-07  ,-4.482828024889e+00  ,-1.032290074448e+00  
  1.946374405697e-07  ,-3.353479665230e+00  ,-9.030095801320e-01  
  1.950957444087e-07  ,-3.069257895526e+00  ,-8.607006070826e-01  
  1.960123520866e-07  ,-2.498964635998e+00  ,-7.686352092926e-01  
  1.969392043129e-07  ,-1.920192338305e+00  ,-6.590301126824e-01  
  1.978852417842e-07  ,-1.327764504751e+00  ,-5.155152556442e-01  
  1.983529519811e-07  ,-1.034409060268e+00  ,-4.260802492556e-01  
  1.984794488698e-07  ,-9.550271381913e-01  ,-3.986413294866e-01  
