  Time                 , V(D2:2)              , V(D4:1)              
  0.000000000000e+00  ,0.000000000000e+00  ,1.176793038016e-15  
  2.500000000000e-10  ,7.853900888711e-03  ,7.837758851424e-03  
  3.859498128295e-10  ,1.212467387664e-02  ,1.209818175642e-02  
  6.578494384885e-10  ,2.066547844173e-02  ,2.061390529864e-02  
  1.201648689806e-09  ,3.774194093535e-02  ,3.761381101498e-02  
  2.041422255337e-09  ,6.408921667286e-02  ,6.378227589622e-02  
  2.837982453406e-09  ,8.903977410462e-02  ,8.849908355732e-02  
  3.591515548527e-09  ,1.125915368488e-01  ,1.117750344147e-01  
  3.992403350770e-09  ,1.250964560952e-01  ,1.241132717077e-01  
  4.108178388327e-09  ,1.287042291983e-01  ,1.276703766575e-01  
  4.289064515382e-09  ,1.343375631004e-01  ,1.332223552551e-01  
  4.466434899718e-09  ,1.398571949113e-01  ,1.386596542165e-01  
  4.815401468426e-09  ,1.507039320487e-01  ,1.493372365143e-01  
  5.513334605843e-09  ,1.723417661925e-01  ,1.706094016999e-01  
  6.909200880677e-09  ,2.153585175600e-01  ,2.127941120652e-01  
  9.700933430344e-09  ,3.000678796098e-01  ,2.954989765842e-01  
  1.486940119043e-08  ,4.503309936728e-01  ,4.411910350056e-01  
  2.408725950494e-08  ,6.865428808065e-01  ,6.680738265700e-01  
  4.061264726892e-08  ,9.568276121792e-01  ,9.228124983562e-01  
  6.561381551996e-08  ,8.820868449534e-01  ,8.392311855240e-01  
  9.061498377100e-08  ,2.905857824461e-01  ,2.655775935203e-01  
  9.374012980238e-08  ,1.953944359085e-01  ,1.740336579817e-01  
  9.431196186319e-08  ,1.777454937519e-01  ,1.570731239811e-01  
  9.545562598482e-08  ,1.422812378515e-01  ,1.229936862717e-01  
  9.574154201522e-08  ,1.333846843179e-01  ,1.144445131304e-01  
  9.631337407604e-08  ,1.155600108861e-01  ,9.732050620942e-02  
  9.695328581706e-08  ,9.556926766557e-02  ,7.811787092823e-02  
  9.760251078382e-08  ,7.524815079557e-02  ,5.860003601714e-02  
  9.793788004294e-08  ,6.473810377936e-02  ,4.850649637814e-02  
  9.805164109543e-08  ,6.117128608891e-02  ,4.508172515842e-02  
  9.823711398616e-08  ,5.535438980994e-02  ,3.949558633229e-02  
  9.851516034082e-08  ,4.663069795759e-02  ,3.111902313962e-02  
  9.898287053779e-08  ,3.194862689189e-02  ,1.702257449212e-02  
  9.956168751791e-08  ,1.376955758028e-02  ,-4.297074717694e-04  
  1.002068146653e-07  ,-6.497228619917e-03  ,-1.988291319284e-02  
  1.008191592582e-07  ,-2.573180661323e-02  ,-3.834174047754e-02  
  1.010076589473e-07  ,-3.165125236304e-02  ,-4.402131428057e-02  
  1.010755640045e-07  ,-3.378341017315e-02  ,-4.606705927206e-02  
  1.011844123304e-07  ,-3.720082503296e-02  ,-4.934621859938e-02  
  1.013432028294e-07  ,-4.218543909875e-02  ,-5.412917645716e-02  
  1.015903758407e-07  ,-4.994234588866e-02  ,-6.157132357768e-02  
  1.020336853862e-07  ,-6.384665356026e-02  ,-7.491046714498e-02  
  1.025868909955e-07  ,-8.118014621434e-02  ,-9.153671489773e-02  
  1.032279203236e-07  ,-1.012343902873e-01  ,-1.107698711794e-01  
  1.037376331687e-07  ,-1.171515661447e-01  ,-1.260326083633e-01  
  1.040146550685e-07  ,-1.257899924089e-01  ,-1.343141016624e-01  
  1.040928628817e-07  ,-1.282270652080e-01  ,-1.366501350070e-01  
  1.042285332978e-07  ,-1.324529142625e-01  ,-1.407015478339e-01  
  1.043824110702e-07  ,-1.372429679030e-01  ,-1.452932235826e-01  
  1.046444852427e-07  ,-1.453936187370e-01  ,-1.531058356525e-01  
  1.051311944202e-07  ,-1.605039753990e-01  ,-1.675875888253e-01  
  1.061046127751e-07  ,-1.906085909898e-01  ,-1.964338312068e-01  
  1.080514494851e-07  ,-2.502551147918e-01  ,-2.535562865621e-01  
  1.119451229051e-07  ,-3.665210579978e-01  ,-3.647672531017e-01  
  1.185910407975e-07  ,-5.514110876914e-01  ,-5.411288543415e-01  
  1.309277121499e-07  ,-8.258019569714e-01  ,-8.008396796117e-01  
  1.533271376565e-07  ,-9.945422222551e-01  ,-9.525172375253e-01  
  1.783283059075e-07  ,-6.294431265961e-01  ,-5.929089638268e-01  
  1.814534519389e-07  ,-5.502444738138e-01  ,-5.163250232537e-01  
  1.877037440017e-07  ,-3.767620592404e-01  ,-3.489241353191e-01  
  1.892663170174e-07  ,-3.308541871991e-01  ,-3.046921181976e-01  
  1.923914630488e-07  ,-2.367595764858e-01  ,-2.140951466449e-01  
  1.957378913239e-07  ,-1.334983484624e-01  ,-1.147610565968e-01  
  1.965569895282e-07  ,-1.079545695126e-01  ,-9.020549100983e-02  
  1.978839379326e-07  ,-6.642909652115e-02  ,-5.029852970367e-02  
  1.984606128708e-07  ,-4.834242384035e-02  ,-3.292156731402e-02  
  1.986637110412e-07  ,-4.196842581221e-02  ,-2.679787797346e-02  
  1.988776824027e-07  ,-3.525134221152e-02  ,-2.034555494269e-02  
  1.993056251258e-07  ,-2.181269994201e-02  ,-7.436574231990e-03  
  1.998117989451e-07  ,-5.912476067700e-03  ,7.834287321865e-03  
  2.002732227147e-07  ,8.583439330185e-03  ,2.175337445078e-02  
  2.006539473832e-07  ,2.054291778225e-02  ,3.323622533942e-02  
  2.008742051721e-07  ,2.746051305488e-02  ,3.987767896402e-02  
  2.009727041759e-07  ,3.055364716448e-02  ,4.284726669766e-02  
  2.010971987210e-07  ,3.446268900959e-02  ,4.659999320353e-02  
  2.012273510508e-07  ,3.854881672708e-02  ,5.052243104335e-02  
  2.014876557104e-07  ,4.671907039736e-02  ,5.836469983535e-02  
  2.020082650296e-07  ,6.304965860669e-02  ,7.403677592402e-02  
