  Time                 , V(D2:2)              , V(D4:1)              
  0.000000000000e+00  ,0.000000000000e+00  ,1.176793038016e-15  
  2.500000000000e-10  ,3.141560355485e-02  ,3.135103540460e-02  
  3.859498128295e-10  ,4.849869550655e-02  ,4.839272702204e-02  
  6.578494384885e-10  ,8.266191376693e-02  ,8.245196574111e-02  
  1.201648689806e-09  ,1.509677637414e-01  ,1.504517564555e-01  
  2.041422255337e-09  ,2.563568666914e-01  ,2.551258325830e-01  
  2.837982453406e-09  ,3.561590964185e-01  ,3.539931181077e-01  
  3.591515548527e-09  ,4.503661473951e-01  ,4.470965725766e-01  
  3.992403350770e-09  ,5.003858243809e-01  ,4.964490243023e-01  
  4.108178388327e-09  ,5.148169167933e-01  ,5.106772322004e-01  
  4.289064515382e-09  ,5.373502524014e-01  ,5.328847362329e-01  
  4.466434899718e-09  ,5.594287796451e-01  ,5.546334371096e-01  
  4.815401468426e-09  ,6.028157281947e-01  ,5.973424755529e-01  
  5.513334605843e-09  ,6.893670647701e-01  ,6.824268656993e-01  
  6.909200880677e-09  ,8.614340702401e-01  ,8.511459328528e-01  
  9.700933430344e-09  ,1.200271518439e+00  ,1.181825447030e+00  
  1.486940119043e-08  ,1.801323974691e+00  ,1.763268018463e+00  
  2.408725950494e-08  ,2.746171523226e+00  ,2.655623970898e+00  
  3.563565943018e-08  ,3.599577506105e+00  ,2.968620673590e+00  
  4.252148601785e-08  ,3.890109100894e+00  ,2.418775758698e+00  
  4.928735825792e-08  ,3.998997569863e+00  ,2.205199970139e+00  
  5.826083752885e-08  ,3.866051147570e+00  ,2.092829785169e+00  
  6.725070807710e-08  ,3.426824180193e+00  ,2.012606379576e+00  
  8.523044917360e-08  ,1.790111888785e+00  ,1.602426267090e+00  
  8.734678659216e-08  ,1.548503718138e+00  ,1.393004238498e+00  
  9.157946142927e-08  ,1.045857412350e+00  ,9.351976875869e-01  
  9.263763013855e-08  ,9.169555313575e-01  ,8.152401186348e-01  
  9.475396755710e-08  ,6.562555693181e-01  ,5.706065226167e-01  
  9.682485643402e-08  ,3.983389564613e-01  ,3.266562677562e-01  
  9.836526397243e-08  ,2.053366968895e-01  ,1.432265137410e-01  
