  Time                 , V(D2:2)              , V(D1:2)              
  0.000000000000e+00  ,0.000000000000e+00  ,1.176793038016e-15  
  2.500000000000e-10  ,7.853900888711e-01  ,7.837758668818e-01  
  4.737968146801e-10  ,1.488421629352e+00  ,1.484972069294e+00  
  9.213904440403e-10  ,2.894229236147e+00  ,2.885617993827e+00  
  1.816577702761e-09  ,5.703849820671e+00  ,5.678195727222e+00  
  3.606952220201e-09  ,1.130733972626e+01  ,1.120712129566e+01  
  5.614138633013e-09  ,1.754603637644e+01  ,1.286995098938e+01  
  7.438040763140e-09  ,2.315521981073e+01  ,8.409507876934e+00  
  9.309626609087e-09  ,2.883187352456e+01  ,5.852039869861e+00  
  1.305279830098e-08  ,3.986696301202e+01  ,4.411643591748e+00  
  1.737189987302e-08  ,5.190629912898e+01  ,4.299735425774e+00  
  2.204192379117e-08  ,6.384382601218e+01  ,4.152291132419e+00  
  2.664638260007e-08  ,7.427182759937e+01  ,3.878806887750e+00  
  2.929245629907e-08  ,7.957528413613e+01  ,3.668938792286e+00  
  3.198099830747e-08  ,8.440079101797e+01  ,3.465068480573e+00  
  3.376857885718e-08  ,8.727810529820e+01  ,3.339770780265e+00  
  3.608161160350e-08  ,9.059157345724e+01  ,3.179520672298e+00  
  4.062497565150e-08  ,9.569401136843e+01  ,2.865815479987e+00  
  4.755252549052e-08  ,9.970454446487e+01  ,2.392521663690e+00  
  5.524897524714e-08  ,9.864345424245e+01  ,1.868304637535e+00  
  6.464266726375e-08  ,8.960467443057e+01  ,1.232489261288e+00  
  7.398420521617e-08  ,7.293082152552e+01  ,5.962215251173e-01  
  8.378320881724e-08  ,4.877107130811e+01  ,-1.097416708703e-01  
  8.828261443973e-08  ,3.598550433391e+01  ,-5.044230011515e-01  
  8.929403075576e-08  ,3.300324426538e+01  ,-6.192542369883e-01  
  9.043843993545e-08  ,2.958882458302e+01  ,-7.552330025166e-01  
  9.254360148311e-08  ,2.321132114334e+01  ,-1.021561862398e+00  
  9.675392457843e-08  ,1.018018028521e+01  ,-1.767543221520e+00  
  1.001871521175e-07  ,-5.879523298929e-01  ,-3.093555056282e+00  
