  Time                 , V(D2:2)              , V(D1:2)              
  0.000000000000e+00  ,0.000000000000e+00  ,1.176793038016e-15  
  2.500000000000e-10  ,6.283120710969e-01  ,6.270206987650e-01  
  4.737968146801e-10  ,1.190737303481e+00  ,1.187978202606e+00  
  9.213904440403e-10  ,2.315383388918e+00  ,2.308497020119e+00  
  1.816577702761e-09  ,4.563079856537e+00  ,4.542644589862e+00  
  3.606952220201e-09  ,9.045871781007e+00  ,8.971709601556e+00  
  5.228198558092e-09  ,1.308089523082e+01  ,1.233827886520e+01  
  6.633936852217e-09  ,1.655246504754e+01  ,1.062516963147e+01  
  7.954179733992e-09  ,1.978362943849e+01  ,8.114207862932e+00  
  1.040653833747e-08  ,2.569105156297e+01  ,5.291037223022e+00  
  1.505570062995e-08  ,3.644391716032e+01  ,4.433725559100e+00  
  2.011762508750e-08  ,4.726166349690e+01  ,3.993632286431e+00  
  2.568991431594e-08  ,5.778124318896e+01  ,3.657721099053e+00  
  2.891042777896e-08  ,6.307417353938e+01  ,3.476594088738e+00  
  3.244982609153e-08  ,6.814524095742e+01  ,3.271290784272e+00  
  3.350017169118e-08  ,6.949073494793e+01  ,3.205829447090e+00  
  3.531122156978e-08  ,7.163221385530e+01  ,3.094271562722e+00  
  3.893332132697e-08  ,7.521353010705e+01  ,2.876504831004e+00  
  4.617752084136e-08  ,7.942386001177e+01  ,2.446265796387e+00  
  5.358563312888e-08  ,7.949297175031e+01  ,2.010672532472e+00  
  6.078512915969e-08  ,7.545167360180e+01  ,1.590759734080e+00  
  7.034124383330e-08  ,6.421354233343e+01  ,1.030982460780e+00  
  7.897348651290e-08  ,4.908519977836e+01  ,5.132256120296e-01  
  8.363307961822e-08  ,3.934582058504e+01  ,2.082835962277e-01  
  8.628287860751e-08  ,3.341771859689e+01  ,9.919305689244e-03  
  8.796410211921e-08  ,2.953383103307e+01  ,-1.287549102094e-01  
  9.025254794955e-08  ,2.411693108792e+01  ,-3.392816955943e-01  
  9.482943961024e-08  ,1.293796295513e+01  ,-8.617728046713e-01  
  9.873354384303e-08  ,3.182111786470e+00  ,-1.698683392585e+00  
  1.020088190734e-07  ,-5.045362381257e+00  ,-5.193266105892e+00  
  1.039813602865e-07  ,-9.980179659324e+00  ,-1.003904847541e+01  
  1.065547908247e-07  ,-1.635780278065e+01  ,-1.634335052306e+01  
  1.094661051929e-07  ,-2.344179161403e+01  ,-2.323214131218e+01  
  1.116599286497e-07  ,-2.865362561884e+01  ,-1.356653851385e+01  
  1.140407616794e-07  ,-3.415501062670e+01  ,-4.608974101805e+00  
  1.166182900369e-07  ,-3.989465924457e+01  ,-4.353555091926e+00  
  1.193388695419e-07  ,-4.566851020219e+01  ,-4.120027576867e+00  
  1.220378423631e-07  ,-5.106716527820e+01  ,-3.921786910716e+00  
