  Time                 , V(D2:2)              , V(D1:2)              
  0.000000000000e+00  ,0.000000000000e+00  ,1.176793038016e-15  
  2.500000000000e-10  ,2.356170266613e-03  ,2.351327655433e-03  
  4.737968146801e-10  ,4.465264888055e-03  ,4.454918752546e-03  
  9.213904440403e-10  ,8.682687708441e-03  ,8.657587835346e-03  
  1.816577702761e-09  ,1.711154946201e-02  ,1.703614368503e-02  
  3.606952220201e-09  ,3.392201917878e-02  ,3.367600570101e-02  
  7.187701255083e-09  ,6.716826299056e-02  ,6.635171213358e-02  
  1.246792772412e-08  ,1.145257066461e-01  ,1.124686171459e-01  
  1.747248271108e-08  ,1.565283834716e-01  ,1.530269040827e-01  
  2.303955653310e-08  ,1.986730563980e-01  ,1.934611654003e-01  
  2.822739580274e-08  ,2.325141611929e-01  ,2.256950590407e-01  
  3.085409799218e-08  ,2.473486509756e-01  ,2.397458530692e-01  
  3.212591210008e-08  ,2.539322565194e-01  ,2.459608648956e-01  
  3.389691510797e-08  ,2.624225773852e-01  ,2.539509961804e-01  
  3.682313063741e-08  ,2.746601133395e-01  ,2.654163297153e-01  
  4.267556169629e-08  ,2.920928029513e-01  ,2.815162647374e-01  
  4.919034937024e-08  ,2.999029572924e-01  ,2.882321808262e-01  
  5.687189796567e-08  ,2.930360285439e-01  ,2.806828899848e-01  
  7.059735754132e-08  ,2.393533467477e-01  ,2.275456949110e-01  
  8.177769878507e-08  ,1.625130888767e-01  ,1.527443472627e-01  
  8.706835606694e-08  ,1.185528379892e-01  ,1.101916834641e-01  
  8.847726085782e-08  ,1.062429023467e-01  ,9.829966978802e-02  
  8.998972871900e-08  ,9.279716007576e-02  ,8.532001171694e-02  
  9.234150448442e-08  ,7.148524661815e-02  ,6.476469321815e-02  
  9.704505601525e-08  ,2.780970749463e-02  ,2.270312720661e-02  
  1.008001486361e-07  ,-7.540429052776e-03  ,-1.128277881542e-02  
  1.052541057169e-07  ,-4.929422390510e-02  ,-5.135186636830e-02  
  1.083166668713e-07  ,-7.749397748345e-02  ,-7.837284339075e-02  
  1.115703354180e-07  ,-1.066622955729e-01  ,-1.062822749308e-01  
  1.180776725113e-07  ,-1.613656463321e-01  ,-1.584964161004e-01  
  1.228728661835e-07  ,-1.974931904989e-01  ,-1.928577287929e-01  
  1.281292507946e-07  ,-2.319285495095e-01  ,-2.254711200787e-01  
  1.308606336415e-07  ,-2.473835015885e-01  ,-2.400371917041e-01  
  1.321462313235e-07  ,-2.540341774419e-01  ,-2.462883637885e-01  
  1.339541147053e-07  ,-2.626833923654e-01  ,-2.543951075941e-01  
  1.368285486996e-07  ,-2.746806494212e-01  ,-2.655897195526e-01  
  1.425774166882e-07  ,-2.918804431191e-01  ,-2.814153085206e-01  
  1.491883168519e-07  ,-2.999024694821e-01  ,-2.882822590849e-01  
  1.569041381180e-07  ,-2.929707879887e-01  ,-2.806409763129e-01  
  1.706862221062e-07  ,-2.388474992709e-01  ,-2.270597413434e-01  
  1.818918953240e-07  ,-1.616073639066e-01  ,-1.518690159074e-01  
  1.871937284768e-07  ,-1.174664905727e-01  ,-1.091430082171e-01  
  1.885672430098e-07  ,-1.054493788958e-01  ,-9.753434055278e-02  
  1.900616432130e-07  ,-9.215238609631e-02  ,-8.469863187485e-02  
  1.924141640365e-07  ,-7.081998615030e-02  ,-6.412135200309e-02  
  1.971192056835e-07  ,-2.711379761120e-02  ,-2.203226665712e-02  
  2.008921796978e-07  ,8.407494622759e-03  ,1.211661988182e-02  
  2.052723760307e-07  ,4.946406898220e-02  ,5.151529252701e-02  
  2.084139133394e-07  ,7.837903503157e-02  ,7.922056347510e-02  
  2.117044622600e-07  ,1.078428644189e-01  ,1.074107696353e-01  
  2.182855601013e-07  ,1.630139134363e-01  ,1.600661164982e-01  
  2.231522793472e-07  ,1.994678438989e-01  ,1.947317141594e-01  
  2.284533674419e-07  ,2.338540759622e-01  ,2.272893753984e-01  
  2.311888481081e-07  ,2.491202245539e-01  ,2.416706433836e-01  
  2.324248994291e-07  ,2.554215099833e-01  ,2.475906349294e-01  
  2.341899419725e-07  ,2.637497350424e-01  ,2.553928646369e-01  
  2.373240287006e-07  ,2.765249508318e-01  ,2.673030442156e-01  
  2.435922021568e-07  ,2.939418296210e-01  ,2.832688916969e-01  
  2.502984697521e-07  ,2.999868117105e-01  ,2.882210252676e-01  
  2.578980619609e-07  ,2.908123850465e-01  ,2.784486509798e-01  
  2.697474653423e-07  ,2.440964232154e-01  ,2.322037715404e-01  
  2.798728043735e-07  ,1.773040071835e-01  ,1.671056686092e-01  
  2.852841610610e-07  ,1.338055010710e-01  ,1.249523059485e-01  
  2.868269900382e-07  ,1.206390727106e-01  ,1.122206057223e-01  
  2.888952712119e-07  ,1.025495165667e-01  ,9.474467937982e-02  
  2.915286789238e-07  ,7.890117026901e-02  ,7.192463747880e-02  
  2.967954943478e-07  ,3.015076452114e-02  ,2.495847084290e-02  
  3.009171555340e-07  ,-8.642791265400e-03  ,-1.234166416437e-02  
  3.057227800190e-07  ,-5.364583691972e-02  ,-5.552383481485e-02  
  3.088561216891e-07  ,-8.239430270331e-02  ,-8.306484717456e-02  
  3.123672077954e-07  ,-1.136477645825e-01  ,-1.129590536792e-01  
  3.186495373547e-07  ,-1.658829739679e-01  ,-1.627962088766e-01  
  3.236280153096e-07  ,-2.027944954836e-01  ,-1.978848741120e-01  
  3.290475676358e-07  ,-2.373210139885e-01  ,-2.305594562657e-01  
  3.318683574498e-07  ,-2.526314120956e-01  ,-2.449747088155e-01  
  3.330589602292e-07  ,-2.585050326934e-01  ,-2.504868201251e-01  
  3.348023960888e-07  ,-2.664513123998e-01  ,-2.579216878674e-01  
  3.382892678082e-07  ,-2.799250266214e-01  ,-2.704567499783e-01  
  3.452630112469e-07  ,-2.966841562587e-01  ,-2.856941081494e-01  
  3.523358474076e-07  ,-2.991926068850e-01  ,-2.871980618772e-01  
  3.596865902245e-07  ,-2.862158900645e-01  ,-2.738122091924e-01  
  3.698596129715e-07  ,-2.434804437106e-01  ,-2.315986738896e-01  
  3.789448509514e-07  ,-1.842825368456e-01  ,-1.738845284995e-01  
  3.838607440293e-07  ,-1.456748299846e-01  ,-1.364449911603e-01  
  3.866260270178e-07  ,-1.223707992545e-01  ,-1.138987567422e-01  
  3.883484149873e-07  ,-1.073776725214e-01  ,-9.941094159073e-02  
  3.906193519533e-07  ,-8.713634125728e-02  ,-7.987151938699e-02  
  3.951612258852e-07  ,-4.542893355645e-02  ,-3.966864680277e-02  
  3.988894964159e-07  ,-1.046412669010e-02  ,-6.024151424439e-03  
  4.021308715045e-07  ,2.006799414883e-02  ,2.331079492785e-02  
  4.040285343826e-07  ,3.786676455097e-02  ,4.039438117501e-02  
  4.064529533088e-07  ,6.040193039939e-02  ,6.200271191957e-02  
  4.095207298696e-07  ,8.839881635422e-02  ,8.881727754946e-02  
  4.150140429437e-07  ,1.363150628265e-01  ,1.346087714292e-01  
  4.205013955534e-07  ,1.801365855014e-01  ,1.763496204581e-01  
  4.265564824045e-07  ,2.222472465031e-01  ,2.162954162907e-01  
  4.301826799810e-07  ,2.437130964022e-01  ,2.365627138369e-01  
  4.334870124757e-07  ,2.605287862555e-01  ,2.523643057848e-01  
  4.355023945272e-07  ,2.694182004634e-01  ,2.606778451463e-01  
  4.380814130008e-07  ,2.792144948872e-01  ,2.697884822495e-01  
  4.432394499481e-07  ,2.932590376148e-01  ,2.826533509477e-01  
  4.516913885772e-07  ,2.995765758709e-01  ,2.876485487035e-01  
  4.594936365783e-07  ,2.867555334360e-01  ,2.743497694883e-01  
  4.699304098785e-07  ,2.430900295463e-01  ,2.312124557336e-01  
  4.792764181793e-07  ,1.818067130427e-01  ,1.714767187959e-01  
  4.842854435146e-07  ,1.421628459794e-01  ,1.330419319959e-01  
  4.857109258473e-07  ,1.301936510906e-01  ,1.214615017429e-01  
  4.877311507761e-07  ,1.127893074535e-01  ,1.046378447018e-01  
  4.900017152131e-07  ,9.268972387165e-02  ,8.522907679341e-02  
  4.945428440869e-07  ,5.118090027065e-02  ,4.520882782332e-02  
  4.983992646039e-07  ,1.508021764122e-02  ,1.046335168061e-02  
  5.017781029046e-07  ,-1.674951096691e-02  ,-2.012407275477e-02  
  5.039581427872e-07  ,-3.720855344740e-02  ,-3.976332660802e-02  
  5.067308763564e-07  ,-6.296531776635e-02  ,-6.445479379549e-02  
  5.094548086226e-07  ,-8.780491868879e-02  ,-8.823704074944e-02  
  5.149026731551e-07  ,-1.353792086003e-01  ,-1.337061942258e-01  
  5.203162650168e-07  ,-1.787382914729e-01  ,-1.750230569167e-01  
  5.263937036097e-07  ,-2.212138552253e-01  ,-2.153153912580e-01  
  5.300858388245e-07  ,-2.431797404748e-01  ,-2.360611763979e-01  
  5.335011849701e-07  ,-2.605949874732e-01  ,-2.524270849619e-01  
  5.346435452402e-07  ,-2.657600448039e-01  ,-2.572614475798e-01  
  5.366421634853e-07  ,-2.739696255422e-01  ,-2.649189964591e-01  
  5.406393999755e-07  ,-2.871214677832e-01  ,-2.770757648785e-01  
  5.486338729560e-07  ,-2.997237473086e-01  ,-2.881800396976e-01  
  5.564882750213e-07  ,-2.937892323316e-01  ,-2.814787415904e-01  
  5.683317179382e-07  ,-2.516094620477e-01  ,-2.395683880146e-01  
  5.786686534584e-07  ,-1.863296590053e-01  ,-1.758704569881e-01  
