  Time                 , V(D2:2)              , V(D1:2)              
  0.000000000000e+00  ,0.000000000000e+00  ,1.176793038016e-15  
  2.500000000000e-10  ,7.068510799840e-03  ,7.053982966285e-03  
  4.737968146801e-10  ,1.339579466417e-02  ,1.336475625751e-02  
  9.213904440403e-10  ,2.604806312532e-02  ,2.597063789851e-02  
  1.816577702761e-09  ,5.133464838604e-02  ,5.110646511485e-02  
  3.606952220201e-09  ,1.017660575363e-01  ,1.010263280796e-01  
  7.187701255083e-09  ,2.015047889717e-01  ,1.990535632982e-01  
  1.246792772412e-08  ,3.435771199382e-01  ,3.373993032635e-01  
  1.747248271108e-08  ,4.695851504147e-01  ,4.590516261474e-01  
  2.303955653310e-08  ,5.960191691940e-01  ,5.802819246125e-01  
  2.822739580274e-08  ,6.975424835786e-01  ,6.768284957266e-01  
  3.085409799218e-08  ,7.420459529269e-01  ,7.188908259011e-01  
  3.212591210008e-08  ,7.617967695581e-01  ,7.374863241799e-01  
  3.389691510797e-08  ,7.872677321555e-01  ,7.613891798549e-01  
  3.682313063741e-08  ,8.239803400185e-01  ,7.956379353600e-01  
  4.267556169629e-08  ,8.762784088539e-01  ,8.436099808861e-01  
  4.919034937024e-08  ,8.997088718773e-01  ,8.634121572138e-01  
  5.687189796567e-08  ,8.791080856318e-01  ,8.405105372208e-01  
  7.059735754132e-08  ,7.180600402430e-01  ,6.812840969057e-01  
  8.177769878507e-08  ,4.875392666301e-01  ,4.574763219918e-01  
  8.706835606694e-08  ,3.556585139675e-01  ,3.301023867382e-01  
  8.847726085782e-08  ,3.187287070402e-01  ,2.944973563834e-01  
  8.998972871900e-08  ,2.783914802273e-01  ,2.556266817497e-01  
  9.234150448442e-08  ,2.144557398545e-01  ,1.940541087802e-01  
  9.704505601525e-08  ,8.342912248389e-02  ,6.800133958797e-02  
  1.008001486361e-07  ,-2.262128715833e-02  ,-3.388854450255e-02  
  1.052541057169e-07  ,-1.478826717153e-01  ,-1.540613305718e-01  
  1.083166668713e-07  ,-2.324819324503e-01  ,-2.351114034866e-01  
  1.115703354180e-07  ,-3.199868867186e-01  ,-3.188211887744e-01  
  1.180776725113e-07  ,-4.840969389962e-01  ,-4.754189882394e-01  
  1.228967080414e-07  ,-5.929868411077e-01  ,-5.789245941939e-01  
  1.282045016587e-07  ,-6.971332616239e-01  ,-6.774355061669e-01  
  1.309463153183e-07  ,-7.435182730014e-01  ,-7.210653564044e-01  
  1.322216684520e-07  ,-7.632349892232e-01  ,-7.395441512716e-01  
  1.340241501629e-07  ,-7.890047407675e-01  ,-7.636210385053e-01  
  1.369559536278e-07  ,-8.254837717192e-01  ,-7.975060062703e-01  
  1.428195605576e-07  ,-8.771980554735e-01  ,-8.447188796342e-01  
  1.494706938565e-07  ,-8.998755725728e-01  ,-8.636138329179e-01  
  1.571611831486e-07  ,-8.773196750819e-01  ,-8.387608325983e-01  
  1.718283961117e-07  ,-6.965445982251e-01  ,-6.603118861370e-01  
  1.842783162892e-07  ,-4.266659818879e-01  ,-3.986041020048e-01  
  1.900927493870e-07  ,-2.756200414133e-01  ,-2.528871209555e-01  
  1.913977185786e-07  ,-2.402739554139e-01  ,-2.188488233794e-01  
  1.926915118992e-07  ,-2.048317985200e-01  ,-1.847327051023e-01  
  1.952790985405e-07  ,-1.329915364029e-01  ,-1.156196790943e-01  
  1.991958687603e-07  ,-2.273385686824e-02  ,-9.648133637880e-03  
  2.030060956776e-07  ,8.486906675584e-02  ,9.365403863462e-02  
  2.048160279691e-07  ,1.356510503960e-01  ,1.423556718643e-01  
  2.067472184598e-07  ,1.893476986006e-01  ,1.938122232286e-01  
  2.106095994413e-07  ,2.944557202556e-01  ,2.944181310340e-01  
  2.170454109609e-07  ,4.592419699383e-01  ,4.517491022309e-01  
  2.218741322458e-07  ,5.709349895902e-01  ,5.580045721300e-01  
  2.271163607538e-07  ,6.772711781713e-01  ,6.587018139885e-01  
  2.298160786331e-07  ,7.250465248686e-01  ,7.037132003134e-01  
  2.324494863451e-07  ,7.666289286468e-01  ,7.427141278567e-01  
  2.346004689634e-07  ,7.967143478427e-01  ,7.708012617415e-01  
  2.370070064962e-07  ,8.260578196960e-01  ,7.980336600767e-01  
  2.418200815618e-07  ,8.704458227614e-01  ,8.386581861429e-01  
  2.489078188837e-07  ,8.994702646227e-01  ,8.634671342522e-01  
  2.569842482507e-07  ,8.784221327008e-01  ,8.398898199253e-01  
  2.702820445001e-07  ,7.233994093895e-01  ,6.865143076612e-01  
  2.813550973833e-07  ,4.975397281816e-01  ,4.671543953897e-01  
  2.865824247301e-07  ,3.682376541416e-01  ,3.422436110329e-01  
  2.881936127841e-07  ,3.262161501744e-01  ,3.017222655976e-01  
  2.897422159612e-07  ,2.850380379496e-01  ,2.620366201831e-01  
  2.928394223154e-07  ,2.007572839850e-01  ,1.808711774124e-01  
  2.990338350236e-07  ,2.731347667966e-02  ,1.407440216174e-02  
  3.027650857866e-07  ,-7.808267021168e-02  ,-8.712845905574e-02  
  3.050982351005e-07  ,-1.435336797163e-01  ,-1.499026218879e-01  
  3.074306393564e-07  ,-2.081933902539e-01  ,-2.118500780167e-01  
  3.120954478681e-07  ,-3.338198151063e-01  ,-3.320429987371e-01  
  3.177765155733e-07  ,-4.768970723014e-01  ,-4.685783945412e-01  
  3.223288203180e-07  ,-5.808144508283e-01  ,-5.673886560007e-01  
  3.275710488260e-07  ,-6.856683122200e-01  ,-6.666307337980e-01  
  3.302543754280e-07  ,-7.323195256014e-01  ,-7.105534765470e-01  
  3.328285510242e-07  ,-7.721889671310e-01  ,-7.479189584634e-01  
  3.352220500410e-07  ,-8.047366333134e-01  ,-7.782675345672e-01  
  3.377850497663e-07  ,-8.345424704314e-01  ,-8.058690852959e-01  
  3.429110492170e-07  ,-8.777730214926e-01  ,-8.452289215455e-01  
  3.500390196741e-07  ,-8.999993237933e-01  ,-8.634879926990e-01  
  3.582704211175e-07  ,-8.697919329815e-01  ,-8.311016073445e-01  
  3.692540670335e-07  ,-7.403110797338e-01  ,-7.030598876959e-01  
  3.791216159761e-07  ,-5.488952932788e-01  ,-5.169044463414e-01  
  3.844182337224e-07  ,-4.231786074424e-01  ,-3.953180108315e-01  
  3.869916642606e-07  ,-3.576493925861e-01  ,-3.320746875354e-01  
  3.887745881975e-07  ,-3.108530138973e-01  ,-2.869504401775e-01  
  3.911278540790e-07  ,-2.476185282428e-01  ,-2.260231405490e-01  
  3.958343858421e-07  ,-1.174440685422e-01  ,-1.007300100630e-01  
  3.993123168647e-07  ,-1.944227007022e-02  ,-6.524267233117e-03  
  4.027764643133e-07  ,7.840317239082e-02  ,8.742283708830e-02  
  4.047147328556e-07  ,1.328190354490e-01  ,1.396171591435e-01  
  4.066530013978e-07  ,1.867425713816e-01  ,1.912929733169e-01  
  4.105295384824e-07  ,2.923157031773e-01  ,2.923549764926e-01  
  4.164795721471e-07  ,4.454110021917e-01  ,4.385729395473e-01  
  4.211987698972e-07  ,5.560463039897e-01  ,5.438730561533e-01  
  4.264097059667e-07  ,6.639471061713e-01  ,6.461237633781e-01  
  4.291962231100e-07  ,7.145264334539e-01  ,6.938167938741e-01  
  4.321295166910e-07  ,7.618510339343e-01  ,7.382405683678e-01  
  4.330956707299e-07  ,7.760412935828e-01  ,7.515125798490e-01  
  4.349951962531e-07  ,8.018442004022e-01  ,7.755700369959e-01  
  4.387942472994e-07  ,8.448044006183e-01  ,8.153050678062e-01  
  4.463923493922e-07  ,8.942257410148e-01  ,8.595261611006e-01  
  4.533049980700e-07  ,8.951530952822e-01  ,8.574511925043e-01  
  4.604985336363e-07  ,8.514902518051e-01  ,8.126724108748e-01  
  4.701425651610e-07  ,7.257386758245e-01  ,6.888042265361e-01  
  4.788478235304e-07  ,5.550098222912e-01  ,5.228216210557e-01  
  4.835647861063e-07  ,4.443207337774e-01  ,4.157304528127e-01  
  4.864720026553e-07  ,3.710842519404e-01  ,3.450284372366e-01  
  4.875208581388e-07  ,3.438701572872e-01  ,3.187793021094e-01  
  4.892143751085e-07  ,2.991542842255e-01  ,2.756711406643e-01  
  4.926014090478e-07  ,2.073117156690e-01  ,1.872038290571e-01  
  4.993754769266e-07  ,1.765684103096e-02  ,4.805963875660e-03  
  5.033250297010e-07  ,-9.384212021699e-02  ,-1.022464455559e-01  
  5.053974086940e-07  ,-1.518778840717e-01  ,-1.579003007877e-01  
  5.074548865259e-07  ,-2.088603070848e-01  ,-2.124888828322e-01  
  5.115698421896e-07  ,-3.199738521775e-01  ,-3.188078104822e-01  
  5.172404790819e-07  ,-4.639766613792e-01  ,-4.562675941472e-01  
  5.217063570917e-07  ,-5.672600404080e-01  ,-5.545197505056e-01  
  5.268375719488e-07  ,-6.720540819843e-01  ,-6.537770359007e-01  
  5.294896061122e-07  ,-7.195397026243e-01  ,-6.985339132612e-01  
  5.321621293724e-07  ,-7.623415489200e-01  ,-7.387004653648e-01  
  5.340672428310e-07  ,-7.895901839394e-01  ,-7.641599389719e-01  
  5.364413703382e-07  ,-8.195793845660e-01  ,-7.920352165189e-01  
  5.411896253526e-07  ,-8.657447917452e-01  ,-8.344162979045e-01  
  5.481551731527e-07  ,-8.984888697147e-01  ,-8.628529116820e-01  
  5.560200060308e-07  ,-8.839523574627e-01  ,-8.455845080324e-01  
  5.669276560247e-07  ,-7.757070555415e-01  ,-7.377247188854e-01  
  5.771364415586e-07  ,-5.922814457488e-01  ,-5.589527177846e-01  
  5.833472455442e-07  ,-4.496592985806e-01  ,-4.208946023174e-01  
  5.873415018022e-07  ,-3.485511046408e-01  ,-3.232928390330e-01  
  5.885524074137e-07  ,-3.167408021848e-01  ,-2.926205493164e-01  
  5.897892037928e-07  ,-2.837775682599e-01  ,-2.608514998096e-01  
  5.922627965510e-07  ,-2.166163944407e-01  ,-1.961629145080e-01  
  5.972099820673e-07  ,-7.878492794338e-02  ,-6.355298044500e-02  
  6.011781612933e-07  ,3.330412031494e-02  ,4.413749683729e-02  
  6.055777291358e-07  ,1.569007404653e-01  ,1.627006314287e-01  
  6.089841345847e-07  ,2.506611918328e-01  ,2.525114462785e-01  
  6.124978283942e-07  ,3.443583614695e-01  ,3.421113777950e-01  
  6.190558294356e-07  ,5.071798411447e-01  ,4.973890835864e-01  
  6.254253307879e-07  ,6.448426645023e-01  ,6.280226265487e-01  
  6.295730690062e-07  ,7.209547499546e-01  ,6.998407646767e-01  
  6.330338636935e-07  ,7.751547794312e-01  ,7.506799081053e-01  
  6.341652343571e-07  ,7.909160768112e-01  ,7.653944737247e-01  
  6.359889502227e-07  ,8.142112740213e-01  ,7.870580054805e-01  
  6.396363819540e-07  ,8.527180644815e-01  ,8.225551375007e-01  
  6.469312454164e-07  ,8.958207324800e-01  ,8.608216206039e-01  
  6.548035288751e-07  ,8.897715757987e-01  ,8.516655266719e-01  
  6.631571198404e-07  ,8.242047947640e-01  ,7.855234334596e-01  
  6.734255100191e-07  ,6.670836298501e-01  ,6.316169180471e-01  
  6.836000228822e-07  ,4.434540444022e-01  ,4.149250506951e-01  
