  Time                 , V(D2:2)              , V(D1:2)              
  0.000000000000e+00  ,0.000000000000e+00  ,1.176793038016e-15  
  2.500000000000e-10  ,3.926950444356e-03  ,3.918879425719e-03  
  4.737968146801e-10  ,7.442108146759e-03  ,7.424864587561e-03  
  9.213904440403e-10  ,1.447114618074e-02  ,1.442931305842e-02  
  1.816577702761e-09  ,2.851924910335e-02  ,2.839357278656e-02  
  3.606952220201e-09  ,5.653669863130e-02  ,5.612667516614e-02  
  7.187701255083e-09  ,1.119471049843e-01  ,1.105861441814e-01  
  1.246792772412e-08  ,1.908761777435e-01  ,1.874469826978e-01  
  1.747248271108e-08  ,2.608806391193e-01  ,2.550413225930e-01  
  2.303955653310e-08  ,3.311217606633e-01  ,3.224228752819e-01  
  2.822739580274e-08  ,3.875236019881e-01  ,3.761174411720e-01  
  3.085409799218e-08  ,4.122477516261e-01  ,3.995276904394e-01  
  3.212591210008e-08  ,4.232204275323e-01  ,4.098820809077e-01  
  3.389691510797e-08  ,4.373709623086e-01  ,4.231957609767e-01  
  3.682313063741e-08  ,4.577668555658e-01  ,4.422884739392e-01  
  4.267556169629e-08  ,4.868213382521e-01  ,4.690830876619e-01  
  4.919034937024e-08  ,4.998382621541e-01  ,4.802363969960e-01  
  5.687189796567e-08  ,4.883933809065e-01  ,4.676253999191e-01  
  7.059735754132e-08  ,3.989222445794e-01  ,3.790873391560e-01  
  8.177769878507e-08  ,2.708551481279e-01  ,2.544825171492e-01  
  8.706835606694e-08  ,1.975880633153e-01  ,1.835794870052e-01  
  8.847726085782e-08  ,1.770715039112e-01  ,1.637696176013e-01  
  8.998972871900e-08  ,1.546619334596e-01  ,1.421467613175e-01  
  9.234150448442e-08  ,1.191420776969e-01  ,1.079014933856e-01  
  9.704505601525e-08  ,4.634951249105e-02  ,3.781909710720e-02  
  1.008001486361e-07  ,-1.256738175463e-02  ,-1.881427554937e-02  
  1.052541057169e-07  ,-8.215703984183e-02  ,-8.559305339734e-02  
  1.083166668713e-07  ,-1.291566291391e-01  ,-1.306191308987e-01  
  1.115703354180e-07  ,-1.777704926214e-01  ,-1.771266173965e-01  
  1.180776725113e-07  ,-2.689427438868e-01  ,-2.641311956745e-01  
  1.228967080414e-07  ,-3.294371339487e-01  ,-3.216588778069e-01  
  1.282045016587e-07  ,-3.872962564577e-01  ,-3.764447824142e-01  
  1.309463153183e-07  ,-4.130657072230e-01  ,-4.007294962357e-01  
  1.322192470133e-07  ,-4.239992807290e-01  ,-4.109972118855e-01  
  1.340234051049e-07  ,-4.383303366264e-01  ,-4.244228676983e-01  
  1.369529733956e-07  ,-4.585834421222e-01  ,-4.433013104243e-01  
  1.428121099770e-07  ,-4.873060626027e-01  ,-4.696700882331e-01  
  1.494624982178e-07  ,-4.999287164612e-01  ,-4.803474917426e-01  
  1.571544776261e-07  ,-4.874233059448e-01  ,-4.666755467225e-01  
  1.717948684990e-07  ,-3.873025136560e-01  ,-3.677377497009e-01  
  1.842388282120e-07  ,-2.375826191277e-01  ,-2.222445640335e-01  
  1.900480459034e-07  ,-1.537905559726e-01  ,-1.412815856918e-01  
  1.913517112434e-07  ,-1.341818425894e-01  ,-1.223742703407e-01  
  1.926440144479e-07  ,-1.145218251743e-01  ,-1.034285332816e-01  
  1.952286208570e-07  ,-7.466829078258e-02  ,-6.504962989850e-02  
  1.990954721868e-07  ,-1.420637753805e-02  ,-6.897739090669e-03  
  2.028714264333e-07  ,4.504311259066e-02  ,5.000814429680e-02  
  2.045759330094e-07  ,7.163126800529e-02  ,7.551401769362e-02  
  2.066579977572e-07  ,1.038226463049e-01  ,1.063667368045e-01  
  2.108221272528e-07  ,1.667374910907e-01  ,1.665870065481e-01  
  2.172586838305e-07  ,2.580098003462e-01  ,2.537208506535e-01  
  2.220486620963e-07  ,3.193005889882e-01  ,3.120385548948e-01  
  2.273229281008e-07  ,3.783907092680e-01  ,3.680349867599e-01  
  2.300323317349e-07  ,4.048068044394e-01  ,3.929600663640e-01  
  2.326523284018e-07  ,4.275654140938e-01  ,4.143487797544e-01  
  2.340919668376e-07  ,4.388474572857e-01  ,4.249127538554e-01  
  2.359497691095e-07  ,4.520770125647e-01  ,4.372568601291e-01  
  2.396653736532e-07  ,4.738777263562e-01  ,4.574408325495e-01  
  2.470965827405e-07  ,4.979214640809e-01  ,4.789418312602e-01  
  2.548034633100e-07  ,4.943176969387e-01  ,4.738001321393e-01  
