  Time                 , (V(C10:2))@1         , (V(C10:2))@2         , (V(C10:2))@3         , (V(C10:2))@4         , (V(C10:2))@5         , (V(C10:2))@6         , (V(C10:2))@7         , (V(C10:2))@8         , (V(C10:2))@9         , (V(C10:2))@10        , (V(C10:2))@11        , (V(R10:2))@1         , (V(R10:2))@2         , (V(R10:2))@3         , (V(R10:2))@4         , (V(R10:2))@5         , (V(R10:2))@6         , (V(R10:2))@7         , (V(R10:2))@8         , (V(R10:2))@9         , (V(R10:2))@10        , (V(R10:2))@11        , (V(U2:VOL))@1        , (V(U2:VOL))@2        , (V(U2:VOL))@3        , (V(U2:VOL))@4        , (V(U2:VOL))@5        , (V(U2:VOL))@6        , (V(U2:VOL))@7        , (V(U2:VOL))@8        , (V(U2:VOL))@9        , (V(U2:VOL))@10       , (V(U2:VOL))@11       
  3.751652750462e-07  ,-1.405708726098e-01  ,-1.405708726098e-01  ,-1.405708726098e-01  ,-1.405708726098e-01  ,-1.405708726098e-01  ,-1.411066821048e-01  ,-1.406797779389e-01  ,-1.470393927389e-01  ,-1.471031703688e-01  ,-1.461454716646e-01  ,-1.408244136829e-01  ,2.457648122339e+00  ,2.439145434655e+00  ,2.391987289515e+00  ,2.308126930462e+00  ,2.158999779204e+00  ,1.891685362451e+00  ,1.511812259152e+00  ,1.310123552056e+00  ,1.287841501118e+00  ,1.286191472096e+00  ,1.286212408841e+00  ,2.541828407578e+00  ,2.560331095432e+00  ,2.607489239861e+00  ,2.691349596820e+00  ,2.840476741643e+00  ,3.107791139421e+00  ,3.487664294768e+00  ,3.689353054151e+00  ,3.711635108529e+00  ,3.713285137976e+00  ,3.713264200813e+00  
  3.780335855946e-07  ,-1.271609339551e-01  ,-1.271609339551e-01  ,-1.271609339551e-01  ,-1.271609339551e-01  ,-1.271609339551e-01  ,-1.295754305275e-01  ,-1.270933387680e-01  ,-1.305771933770e-01  ,-1.336882363253e-01  ,-1.336007109201e-01  ,-1.276577417928e-01  ,2.461112159982e+00  ,2.444132251840e+00  ,2.400855243399e+00  ,2.323896629596e+00  ,2.187042710239e+00  ,1.933904257772e+00  ,1.578014055261e+00  ,1.389661417064e+00  ,1.288245459013e+00  ,1.286218842760e+00  ,1.286235260048e+00  ,2.538364369894e+00  ,2.555344278281e+00  ,2.598621286167e+00  ,2.675579898073e+00  ,2.812433812039e+00  ,3.065572248207e+00  ,3.421462481975e+00  ,3.609815173271e+00  ,3.711231151276e+00  ,3.713257767298e+00  ,3.713241349573e+00  
  3.805336279139e-07  ,-1.154727246170e-01  ,-1.154727246170e-01  ,-1.154727246170e-01  ,-1.154727246170e-01  ,-1.154727246170e-01  ,-1.195246998094e-01  ,-1.152512901741e-01  ,-1.162286092961e-01  ,-1.201978368412e-01  ,-1.202386886105e-01  ,-1.161815657042e-01  ,2.464131442782e+00  ,2.448478801416e+00  ,2.408584622634e+00  ,2.337641624962e+00  ,2.211485152284e+00  ,1.970702583195e+00  ,1.635716068030e+00  ,1.458987253702e+00  ,1.289059303114e+00  ,1.286239895098e+00  ,1.286255177342e+00  ,2.535345087058e+00  ,2.550997728734e+00  ,2.590891907096e+00  ,2.661834903043e+00  ,2.787991371242e+00  ,3.028773926361e+00  ,3.363760454665e+00  ,3.540489322797e+00  ,3.710417306918e+00  ,3.713236714973e+00  ,3.713221432250e+00  
  3.855337125525e-07  ,-9.209630594094e-02  ,-9.209630594094e-02  ,-9.209630594094e-02  ,-9.209630594094e-02  ,-9.209630594094e-02  ,-8.992380655850e-02  ,-9.156719298648e-02  ,-8.753144113415e-02  ,-9.142862315342e-02  ,-9.162421491037e-02  ,-9.212817000368e-02  ,2.470170008381e+00  ,2.457171900569e+00  ,2.424043381106e+00  ,2.365131615695e+00  ,2.260370036374e+00  ,2.085343407250e+00  ,1.751120093567e+00  ,1.597638926979e+00  ,1.292817163642e+00  ,1.286500095889e+00  ,1.286275093047e+00  ,2.529306521387e+00  ,2.542304629639e+00  ,2.575433148954e+00  ,2.634344912983e+00  ,2.739106489649e+00  ,2.914133107526e+00  ,3.248356400044e+00  ,3.401837621849e+00  ,3.706659445262e+00  ,3.712976514171e+00  ,3.713201516525e+00  
  3.879916590914e-07  ,-7.642470178224e-02  ,-7.642470178224e-02  ,-7.642470178224e-02  ,-7.642470178224e-02  ,-7.642470178224e-02  ,-7.456983803663e-02  ,-7.660961341343e-02  ,-7.342445890108e-02  ,-7.640707403758e-02  ,-7.646754725723e-02  ,-7.724262217717e-02  ,2.474460316348e+00  ,2.463348213735e+00  ,2.435026590833e+00  ,2.384662830786e+00  ,2.295101993373e+00  ,2.145167019875e+00  ,1.850955972452e+00  ,1.665797453300e+00  ,1.295711608641e+00  ,1.286846770087e+00  ,1.286248725423e+00  ,2.525016213465e+00  ,2.536128316490e+00  ,2.564449939230e+00  ,2.614813698058e+00  ,2.704374533193e+00  ,2.854309497303e+00  ,3.148520521834e+00  ,3.333679081926e+00  ,3.703764999407e+00  ,3.712629839886e+00  ,3.713227884252e+00  
  3.929075521693e-07  ,-4.482713407039e-02  ,-4.482713407039e-02  ,-4.482713407039e-02  ,-4.482713407039e-02  ,-4.482713407039e-02  ,-4.386190099287e-02  ,-4.495459588635e-02  ,-4.521049443493e-02  ,-4.636397580591e-02  ,-4.615421195096e-02  ,-4.630319697522e-02  ,2.483121365853e+00  ,2.475816631965e+00  ,2.457198920611e+00  ,2.424091427059e+00  ,2.365217052961e+00  ,2.264814245125e+00  ,2.073251869317e+00  ,1.802114505942e+00  ,1.301500498639e+00  ,1.287540118482e+00  ,1.286386021227e+00  ,2.516355164054e+00  ,2.523659898291e+00  ,2.542277609447e+00  ,2.575385102107e+00  ,2.634259474649e+00  ,2.734662276857e+00  ,2.926224634177e+00  ,3.197362002079e+00  ,3.697976107697e+00  ,3.711936491317e+00  ,3.713090588638e+00  
  4.027393383250e-07  ,1.836800135331e-02  ,1.836800135331e-02  ,1.836800135331e-02  ,1.836800135331e-02  ,1.836800135331e-02  ,1.731897755907e-02  ,1.835543916782e-02  ,1.682215709932e-02  ,1.805428753927e-02  ,1.799611978870e-02  ,1.780907566904e-02  ,2.500443464863e+00  ,2.500753468427e+00  ,2.501543580169e+00  ,2.502948619603e+00  ,2.505447172137e+00  ,2.504949832547e+00  ,2.517843663046e+00  ,2.516760484392e+00  ,2.493734253286e+00  ,1.293172880909e+00  ,1.288686023546e+00  ,2.499033065233e+00  ,2.498723061892e+00  ,2.497932949881e+00  ,2.496527910206e+00  ,2.494029357561e+00  ,2.494526696400e+00  ,2.481632858863e+00  ,2.482715998934e+00  ,2.505742279629e+00  ,3.706303728959e+00  ,3.710790585818e+00  
  4.079954086147e-07  ,5.047329547899e-02  ,5.047329547899e-02  ,5.047329547899e-02  ,5.047329547899e-02  ,5.047329547899e-02  ,4.931275039370e-02  ,5.072431127785e-02  ,5.058352508253e-02  ,5.049901203524e-02  ,5.219553645662e-02  ,5.080988209283e-02  ,2.509420225995e+00  ,2.513676384051e+00  ,2.524524133269e+00  ,2.543814462515e+00  ,2.578118057505e+00  ,2.635880168971e+00  ,2.748869971514e+00  ,2.946028295051e+00  ,2.900871254633e+00  ,1.300152396492e+00  ,1.294237822580e+00  ,2.490056304092e+00  ,2.485800146204e+00  ,2.474952396757e+00  ,2.455662067230e+00  ,2.421358471911e+00  ,2.363596355672e+00  ,2.250606549743e+00  ,2.053448178248e+00  ,2.098605300219e+00  ,3.699324211662e+00  ,3.705238785082e+00  
  4.129954932533e-07  ,7.909801684996e-02  ,7.909801684996e-02  ,7.909801684996e-02  ,7.909801684996e-02  ,7.909801684996e-02  ,7.974833501530e-02  ,7.913590115794e-02  ,8.270061791511e-02  ,8.122321224567e-02  ,8.337376900231e-02  ,8.220345488852e-02  ,2.517635931132e+00  ,2.525503685960e+00  ,2.545556379229e+00  ,2.581215670839e+00  ,2.644627854336e+00  ,2.760433823658e+00  ,2.957918999026e+00  ,3.354389535977e+00  ,3.271637454146e+00  ,1.841511984155e+00  ,1.299519233127e+00  ,2.481840598822e+00  ,2.473972844122e+00  ,2.453920150751e+00  ,2.418260858379e+00  ,2.354848673217e+00  ,2.239042696891e+00  ,2.041557504686e+00  ,1.645086927784e+00  ,1.727839125852e+00  ,3.157964515001e+00  ,3.699957372916e+00  
  4.142455144130e-07  ,8.625419719271e-02  ,8.625419719271e-02  ,8.625419719271e-02  ,8.625419719271e-02  ,8.625419719271e-02  ,8.735723117070e-02  ,8.623879862796e-02  ,9.072989112325e-02  ,8.890426229828e-02  ,9.087656448864e-02  ,9.005184808744e-02  ,2.519689857417e+00  ,2.528460511437e+00  ,2.550814440719e+00  ,2.590565972920e+00  ,2.661255303544e+00  ,2.791572237330e+00  ,3.010181255904e+00  ,3.456479846208e+00  ,3.364329004025e+00  ,2.028771533968e+00  ,1.300839585763e+00  ,2.479786672504e+00  ,2.471016018601e+00  ,2.448662089250e+00  ,2.408910556166e+00  ,2.338221223543e+00  ,2.207904282195e+00  ,1.989295243422e+00  ,1.542996615168e+00  ,1.635147582261e+00  ,2.970704980008e+00  ,3.698637019874e+00  
  4.167455567323e-07  ,1.005665578782e-01  ,1.005665578782e-01  ,1.005665578782e-01  ,1.005665578782e-01  ,1.005665578782e-01  ,1.025750234815e-01  ,1.004445935680e-01  ,1.054172749819e-01  ,1.042663624035e-01  ,1.054504129232e-01  ,1.054036464789e-01  ,2.523797709985e+00  ,2.534374162391e+00  ,2.561330563698e+00  ,2.609266577082e+00  ,2.694510201959e+00  ,2.853849064673e+00  ,3.114705769660e+00  ,3.650845835239e+00  ,3.549712103781e+00  ,2.403331579554e+00  ,1.354032205177e+00  ,2.475678819869e+00  ,2.465102367560e+00  ,2.438145966247e+00  ,2.390209951741e+00  ,2.304966324196e+00  ,2.145627452805e+00  ,1.884770720893e+00  ,1.348630637653e+00  ,1.449764495078e+00  ,2.596144949827e+00  ,3.645444362879e+00  
  4.189047349893e-07  ,1.129275238345e-01  ,1.129275238345e-01  ,1.129275238345e-01  ,1.129275238345e-01  ,1.129275238345e-01  ,1.157179715121e-01  ,1.127135233061e-01  ,1.171719860804e-01  ,1.174806031389e-01  ,1.171578722508e-01  ,1.173916655516e-01  ,2.527345484309e+00  ,2.539481526559e+00  ,2.570412883590e+00  ,2.625417478843e+00  ,2.723231017220e+00  ,2.907634862808e+00  ,3.204979064508e+00  ,3.684312596628e+00  ,3.707984563337e+00  ,2.726803722760e+00  ,1.586719062452e+00  ,2.472131045487e+00  ,2.459995003317e+00  ,2.429063646336e+00  ,2.374059049751e+00  ,2.276245508131e+00  ,2.091841652902e+00  ,1.794497418468e+00  ,1.315163928064e+00  ,1.291492046256e+00  ,2.272672793723e+00  ,3.412757404693e+00  
  4.232230915032e-07  ,1.376494557472e-01  ,1.376494557472e-01  ,1.376494557472e-01  ,1.376494557472e-01  ,1.376494557472e-01  ,1.371453011652e-01  ,1.372513827824e-01  ,1.391984602053e-01  ,1.347396099421e-01  ,1.390392413471e-01  ,1.396450278939e-01  ,2.534441032957e+00  ,2.549696254895e+00  ,2.588577523373e+00  ,2.657719282366e+00  ,2.780672647741e+00  ,2.997446561549e+00  ,3.385525654205e+00  ,3.702359190913e+00  ,3.709098132446e+00  ,3.234366192311e+00  ,2.234045933316e+00  ,2.465035496724e+00  ,2.449780274831e+00  ,2.410899006514e+00  ,2.341757245773e+00  ,2.218803876000e+00  ,2.002029949492e+00  ,1.613950813618e+00  ,1.297117418565e+00  ,1.290378477137e+00  ,1.765110323603e+00  ,2.765430585243e+00  
  4.318598045312e-07  ,1.690253800153e-01  ,1.690253800153e-01  ,1.690253800153e-01  ,1.690253800153e-01  ,1.690253800153e-01  ,1.682569376855e-01  ,1.693047426980e-01  ,1.766639003403e-01  ,1.692576235485e-01  ,1.765943319571e-01  ,1.759453099994e-01  ,2.543965392001e+00  ,2.563407490538e+00  ,2.612959929582e+00  ,2.701078011355e+00  ,2.857776580205e+00  ,3.134144770028e+00  ,3.560732228603e+00  ,3.706883027853e+00  ,3.711325270662e+00  ,3.707182714129e+00  ,3.454492654717e+00  ,2.455511137794e+00  ,2.436069039127e+00  ,2.386516599886e+00  ,2.298398515728e+00  ,2.141699940056e+00  ,1.865331728939e+00  ,1.438744273111e+00  ,1.292593582146e+00  ,1.288151338899e+00  ,1.292293896390e+00  ,1.544983815470e+00  
  4.418599738084e-07  ,1.973787676790e-01  ,1.973787676790e-01  ,1.973787676790e-01  ,1.973787676790e-01  ,1.973787676790e-01  ,2.019949533226e-01  ,1.968515602512e-01  ,1.932199580001e-01  ,1.979959142725e-01  ,1.932340581944e-01  ,1.961816994871e-01  ,2.552933287957e+00  ,2.576317643707e+00  ,2.635917787376e+00  ,2.741903495296e+00  ,2.930375695040e+00  ,3.283507397567e+00  ,3.659128204408e+00  ,3.708104377312e+00  ,3.713160958916e+00  ,3.710184242423e+00  ,3.608328129009e+00  ,2.446543242121e+00  ,2.423158885992e+00  ,2.363558741458e+00  ,2.257573030501e+00  ,2.069100821077e+00  ,1.715969088201e+00  ,1.340348372626e+00  ,1.291372232754e+00  ,1.286315650671e+00  ,1.289292368023e+00  ,1.391148424529e+00  
  4.591333998643e-07  ,1.926204893687e-01  ,1.926204893687e-01  ,1.926204893687e-01  ,1.926204893687e-01  ,1.926204893687e-01  ,1.975299617427e-01  ,1.923470441446e-01  ,1.925732811799e-01  ,2.009629750719e-01  ,1.923925538166e-01  ,1.915531675447e-01  ,2.553693227209e+00  ,2.577411650207e+00  ,2.637863236620e+00  ,2.745363047045e+00  ,2.936527744924e+00  ,3.296710133995e+00  ,3.698409803256e+00  ,3.708488151656e+00  ,3.713272795399e+00  ,3.713218877672e+00  ,3.712631432869e+00  ,2.445783302744e+00  ,2.422064879825e+00  ,2.361613292080e+00  ,2.254113478598e+00  ,2.062948771444e+00  ,1.702766350457e+00  ,1.301066803580e+00  ,1.290988458324e+00  ,1.286203814436e+00  ,1.286257732258e+00  ,1.286845176993e+00  
  4.742465300761e-07  ,1.448667810120e-01  ,1.448667810120e-01  ,1.448667810120e-01  ,1.448667810120e-01  ,1.448667810120e-01  ,1.447996613439e-01  ,1.450323231658e-01  ,1.495463667029e-01  ,1.461412352690e-01  ,1.519654541538e-01  ,1.472305210952e-01  ,2.542016553378e+00  ,2.560601949388e+00  ,2.607970893718e+00  ,2.692206111704e+00  ,2.841999864266e+00  ,3.108763314870e+00  ,3.498711250628e+00  ,3.663366982310e+00  ,3.711306608544e+00  ,3.713243332975e+00  ,3.713350239147e+00  ,2.457459976667e+00  ,2.438874580832e+00  ,2.391505635560e+00  ,2.307270415661e+00  ,2.157476656796e+00  ,1.890713186940e+00  ,1.500765309178e+00  ,1.336109613390e+00  ,1.288170001550e+00  ,1.286233276546e+00  ,1.286126370707e+00  
  4.792466147147e-07  ,1.214891656757e-01  ,1.214891656757e-01  ,1.214891656757e-01  ,1.214891656757e-01  ,1.214891656757e-01  ,1.246968454012e-01  ,1.213470465519e-01  ,1.221248440338e-01  ,1.273731745373e-01  ,1.274210471924e-01  ,1.225172529209e-01  ,2.535978686523e+00  ,2.551909856206e+00  ,2.592513924326e+00  ,2.664719302741e+00  ,2.793120639210e+00  ,3.035724199744e+00  ,3.377562399595e+00  ,3.564069365955e+00  ,3.710592601381e+00  ,3.713225089737e+00  ,3.713326413475e+00  ,2.463497843638e+00  ,2.447566674035e+00  ,2.406962605258e+00  ,2.334757225529e+00  ,2.206355884068e+00  ,1.963752308817e+00  ,1.621914132090e+00  ,1.435407197898e+00  ,1.288884008797e+00  ,1.286251519833e+00  ,1.286150196165e+00  
  4.817466570340e-07  ,1.098003580075e-01  ,1.098003580075e-01  ,1.098003580075e-01  ,1.098003580075e-01  ,1.098003580075e-01  ,1.135815138987e-01  ,1.095044082450e-01  ,1.084140826992e-01  ,1.138427091182e-01  ,1.129660291010e-01  ,1.101606188337e-01  ,2.532959753095e+00  ,2.547563809616e+00  ,2.584785439630e+00  ,2.650975898260e+00  ,2.768681026682e+00  ,2.994630978190e+00  ,3.316987974079e+00  ,3.514420557777e+00  ,3.709762738139e+00  ,3.712893801969e+00  ,3.713314500639e+00  ,2.466516777124e+00  ,2.451912720636e+00  ,2.414691090107e+00  ,2.348500630463e+00  ,2.230795497705e+00  ,2.004845533545e+00  ,1.682488543546e+00  ,1.485055990153e+00  ,1.289713872069e+00  ,1.286582807615e+00  ,1.286162108893e+00  
  4.867467416726e-07  ,8.442735787499e-02  ,8.442735787499e-02  ,8.442735787499e-02  ,8.442735787499e-02  ,8.442735787499e-02  ,8.234719294243e-02  ,8.462679594251e-02  ,8.099256003006e-02  ,8.481749313186e-02  ,8.405599291813e-02  ,8.489257437248e-02  ,2.526290922578e+00  ,2.537963383220e+00  ,2.567713200163e+00  ,2.620616687805e+00  ,2.714693869319e+00  ,2.873739022002e+00  ,3.181137976753e+00  ,3.415122941422e+00  ,3.692830682816e+00  ,3.712231226433e+00  ,3.713283713185e+00  ,2.473185607720e+00  ,2.461513147052e+00  ,2.431763329843e+00  ,2.378859841660e+00  ,2.284782657012e+00  ,2.125737494383e+00  ,1.818338517885e+00  ,1.584353574661e+00  ,1.306645922837e+00  ,1.287245383178e+00  ,1.286192896132e+00  
  4.892467839919e-07  ,6.835787901072e-02  ,6.835787901072e-02  ,6.835787901072e-02  ,6.835787901072e-02  ,6.835787901072e-02  ,6.673003246427e-02  ,6.852811199628e-02  ,6.728179869549e-02  ,6.899007122218e-02  ,6.960097482670e-02  ,6.953534655960e-02  ,2.521886770446e+00  ,2.531623180338e+00  ,2.556438548779e+00  ,2.600567208172e+00  ,2.679040293464e+00  ,2.813293043908e+00  ,3.068087767638e+00  ,3.365474133244e+00  ,3.592804211078e+00  ,3.711899938665e+00  ,3.713180762060e+00  ,2.477589759826e+00  ,2.467853349944e+00  ,2.443037981298e+00  ,2.398909321388e+00  ,2.320436233380e+00  ,2.186183474801e+00  ,1.931388731267e+00  ,1.634002366915e+00  ,1.406672362754e+00  ,1.287576670960e+00  ,1.286295847200e+00  
  4.942468686305e-07  ,3.621892128217e-02  ,3.621892128217e-02  ,3.621892128217e-02  ,3.621892128217e-02  ,3.621892128217e-02  ,3.549571150794e-02  ,3.633074410380e-02  ,3.767823361148e-02  ,3.733522740282e-02  ,3.724159611369e-02  ,3.770832586641e-02  ,2.513078466182e+00  ,2.518942774572e+00  ,2.533889246012e+00  ,2.560468248906e+00  ,2.607733141754e+00  ,2.692401087720e+00  ,2.841987349406e+00  ,3.129694053636e+00  ,3.392751267601e+00  ,3.709195197006e+00  ,3.712378030297e+00  ,2.486398064039e+00  ,2.480533755729e+00  ,2.465587284207e+00  ,2.439008280844e+00  ,2.391743386115e+00  ,2.307075435639e+00  ,2.157489158031e+00  ,1.869782428504e+00  ,1.606725242587e+00  ,1.290281412719e+00  ,1.287098579294e+00  
  5.042470379077e-07  ,-2.805899417493e-02  ,-2.805899417493e-02  ,-2.805899417493e-02  ,-2.805899417493e-02  ,-2.805899417493e-02  ,-2.649686460210e-02  ,-2.806399168115e-02  ,-2.708228161138e-02  ,-2.712771170521e-02  ,-2.751451833378e-02  ,-2.782218634113e-02  ,2.495461857655e+00  ,2.493581963042e+00  ,2.488790640479e+00  ,2.480270330373e+00  ,2.465118838334e+00  ,2.447460372548e+00  ,2.389786512944e+00  ,2.310780576945e+00  ,2.288203604074e+00  ,3.377710502395e+00  ,3.691850893445e+00  ,2.504014672465e+00  ,2.505894567298e+00  ,2.510685890026e+00  ,2.519206199757e+00  ,2.534357691586e+00  ,2.552016154840e+00  ,2.609690011560e+00  ,2.688695904347e+00  ,2.711272942554e+00  ,1.621766069665e+00  ,1.307625710737e+00  
  5.145470115632e-07  ,-8.798007378609e-02  ,-8.798007378609e-02  ,-8.798007378609e-02  ,-8.798007378609e-02  ,-8.798007378609e-02  ,-8.919171503517e-02  ,-8.795190362509e-02  ,-9.266564939061e-02  ,-9.017852812854e-02  ,-9.081177592703e-02  ,-9.243703416426e-02  ,2.478378588293e+00  ,2.468988944922e+00  ,2.445057385780e+00  ,2.402500386907e+00  ,2.326822151599e+00  ,2.187509174357e+00  ,1.953107441677e+00  ,1.471272834395e+00  ,1.297700471769e+00  ,2.401999564342e+00  ,3.296107784448e+00  ,2.521097941742e+00  ,2.530487585217e+00  ,2.554419144165e+00  ,2.596976142121e+00  ,2.672654375143e+00  ,2.811967344376e+00  ,3.046369054569e+00  ,3.528203619980e+00  ,3.701776136784e+00  ,2.597476981996e+00  ,1.703368693424e+00  
  5.195470962018e-07  ,-1.166039825694e-01  ,-1.166039825694e-01  ,-1.166039825694e-01  ,-1.166039825694e-01  ,-1.166039825694e-01  ,-1.196267014783e-01  ,-1.163626600310e-01  ,-1.210051778598e-01  ,-1.156956213478e-01  ,-1.190108681715e-01  ,-1.189417020662e-01  ,2.470164051858e+00  ,2.457163325424e+00  ,2.424028131565e+00  ,2.365104498513e+00  ,2.260321814324e+00  ,2.061316813451e+00  ,1.744111793705e+00  ,1.300284038159e+00  ,1.294466745358e+00  ,1.787678181250e+00  ,2.546863468409e+00  ,2.529312478137e+00  ,2.542313204599e+00  ,2.575448398046e+00  ,2.634372029871e+00  ,2.739154710484e+00  ,2.938159701081e+00  ,3.255364684113e+00  ,3.699192569398e+00  ,3.705009863600e+00  ,3.211798399809e+00  ,2.452613006534e+00  
  5.295472654790e-07  ,-1.624703818421e-01  ,-1.624703818421e-01  ,-1.624703818421e-01  ,-1.624703818421e-01  ,-1.624703818421e-01  ,-1.599268761987e-01  ,-1.629364177627e-01  ,-1.681208201035e-01  ,-1.667298077863e-01  ,-1.607979491162e-01  ,-1.627946955469e-01  ,2.456674843469e+00  ,2.437744305633e+00  ,2.389495690861e+00  ,2.303696172505e+00  ,2.151120654116e+00  ,1.888785647075e+00  ,1.442023472275e+00  ,1.293015587228e+00  ,1.287999292538e+00  ,1.294121932775e+00  ,1.536850119062e+00  ,2.542801686398e+00  ,2.561732224205e+00  ,2.609980838132e+00  ,2.695780354647e+00  ,2.848355866685e+00  ,3.110690854121e+00  ,3.557453008617e+00  ,3.706461022822e+00  ,3.711477317230e+00  ,3.705354676383e+00  ,3.462626377271e+00  
  5.483346495122e-07  ,-2.049042918277e-01  ,-2.049042918277e-01  ,-2.049042918277e-01  ,-2.049042918277e-01  ,-2.049042918277e-01  ,-2.003223469036e-01  ,-2.055799554881e-01  ,-2.074402432658e-01  ,-2.055806784897e-01  ,-2.022343174391e-01  ,-2.053765373735e-01  ,2.442801078288e+00  ,2.417771679120e+00  ,2.353978782766e+00  ,2.240537188392e+00  ,2.038806334027e+00  ,1.699512000787e+00  ,1.299009635657e+00  ,1.290285092496e+00  ,1.286303031982e+00  ,1.286338139362e+00  ,1.286814009228e+00  ,2.556675451371e+00  ,2.581704850521e+00  ,2.645497745453e+00  ,2.758939336976e+00  ,2.960670180287e+00  ,3.299964482849e+00  ,3.700466972501e+00  ,3.709191517222e+00  ,3.713173577623e+00  ,3.713138470572e+00  ,3.712662600429e+00  
  5.683349880666e-07  ,-1.725078669909e-01  ,-1.725078669909e-01  ,-1.725078669909e-01  ,-1.725078669909e-01  ,-1.725078669909e-01  ,-1.685680075114e-01  ,-1.730372352766e-01  ,-1.739551407625e-01  ,-1.722475727232e-01  ,-1.720969117901e-01  ,-1.735635825938e-01  ,2.449419958211e+00  ,2.427300196372e+00  ,2.370923147951e+00  ,2.270669002517e+00  ,2.092389118347e+00  ,1.791607523105e+00  ,1.354179840106e+00  ,1.291503054902e+00  ,1.286826001020e+00  ,1.286110427145e+00  ,1.286064384770e+00  ,2.550056572134e+00  ,2.572176333213e+00  ,2.628553381038e+00  ,2.728807523561e+00  ,2.907087399186e+00  ,3.207868969250e+00  ,3.645296753555e+00  ,3.707973554773e+00  ,3.712650608777e+00  ,3.713366182408e+00  ,3.713412225052e+00  
  5.808930231534e-07  ,-1.137904728399e-01  ,-1.137904728399e-01  ,-1.137904728399e-01  ,-1.137904728399e-01  ,-1.137904728399e-01  ,-1.180750868058e-01  ,-1.135471732689e-01  ,-1.126880565652e-01  ,-1.127775891600e-01  ,-1.186205646097e-01  ,-1.178589913341e-01  ,2.464588279338e+00  ,2.449136461875e+00  ,2.409754126711e+00  ,2.339721330156e+00  ,2.215183449790e+00  ,1.976477038362e+00  ,1.644408120251e+00  ,1.384696879013e+00  ,1.289183585341e+00  ,1.286226126270e+00  ,1.286180516059e+00  ,2.534888250702e+00  ,2.550340067764e+00  ,2.589722402957e+00  ,2.659755197707e+00  ,2.784293073912e+00  ,3.022999471857e+00  ,3.355068400286e+00  ,3.614779641013e+00  ,3.710293024594e+00  ,3.713250483171e+00  ,3.713296093801e+00  
  5.841182048708e-07  ,-9.871054474603e-02  ,-9.871054474603e-02  ,-9.871054474603e-02  ,-9.871054474603e-02  ,-9.871054474603e-02  ,-9.876804607002e-02  ,-9.826880694574e-02  ,-9.593220698034e-02  ,-9.559148026466e-02  ,-1.001926201222e-01  ,-1.004841980884e-01  ,2.468483840359e+00  ,2.454744498785e+00  ,2.419726782616e+00  ,2.357455498209e+00  ,2.246719755433e+00  ,2.051346712620e+00  ,1.718945174537e+00  ,1.411164447821e+00  ,1.289899999719e+00  ,1.286522948478e+00  ,1.286224865434e+00  ,2.530992689603e+00  ,2.544732030869e+00  ,2.579749747226e+00  ,2.642021030112e+00  ,2.752756769854e+00  ,2.948129800936e+00  ,3.280531327219e+00  ,3.588312046721e+00  ,3.709576610251e+00  ,3.712953661150e+00  ,3.713251744293e+00  
  5.891182895094e-07  ,-6.918446914537e-02  ,-6.918446914537e-02  ,-6.918446914537e-02  ,-6.918446914537e-02  ,-6.918446914537e-02  ,-6.753325776203e-02  ,-6.935619199082e-02  ,-6.995516957395e-02  ,-6.894740045343e-02  ,-6.972233284135e-02  ,-7.040021355394e-02  ,2.476466995292e+00  ,2.466237022186e+00  ,2.440163699041e+00  ,2.393798044520e+00  ,2.311346956110e+00  ,2.173047317096e+00  ,1.902405898792e+00  ,1.452197820763e+00  ,1.291010675904e+00  ,1.287665221826e+00  ,1.286227145779e+00  ,2.523009534658e+00  ,2.533239507516e+00  ,2.559312830971e+00  ,2.605678484252e+00  ,2.688129570712e+00  ,2.826429201376e+00  ,3.097070597448e+00  ,3.547278634269e+00  ,3.708465934120e+00  ,3.711811388130e+00  ,3.713249463976e+00  
  5.903683106691e-07  ,-6.114967039302e-02  ,-6.114967039302e-02  ,-6.114967039302e-02  ,-6.114967039302e-02  ,-6.114967039302e-02  ,-5.972456068503e-02  ,-6.130679658752e-02  ,-6.253702111764e-02  ,-6.228638050062e-02  ,-6.184322429395e-02  ,-6.257833035767e-02  ,2.478669350979e+00  ,2.469407526112e+00  ,2.445801740535e+00  ,2.403824057234e+00  ,2.329176007722e+00  ,2.203472468216e+00  ,1.958941546842e+00  ,1.520557071651e+00  ,1.291288344950e+00  ,1.288044634865e+00  ,1.286230608359e+00  ,2.520807178978e+00  ,2.530069003604e+00  ,2.553674789508e+00  ,2.595652471623e+00  ,2.670300519386e+00  ,2.796004051486e+00  ,3.040534951728e+00  ,3.478919388708e+00  ,3.708188265087e+00  ,3.711431975179e+00  ,3.713246001602e+00  
