  Time                 , (V(C10:2))@1         , (V(C10:2))@2         , (V(C10:2))@3         , (V(C10:2))@4         , (V(C10:2))@5         , (V(C10:2))@6         , (V(C10:2))@7         , (V(C10:2))@8         , (V(C10:2))@9         , (V(C10:2))@10        , (V(C10:2))@11        , (V(R10:2))@1         , (V(R10:2))@2         , (V(R10:2))@3         , (V(R10:2))@4         , (V(R10:2))@5         , (V(R10:2))@6         , (V(R10:2))@7         , (V(R10:2))@8         , (V(R10:2))@9         , (V(R10:2))@10        , (V(R10:2))@11        , (V(U2:VOL))@1        , (V(U2:VOL))@2        , (V(U2:VOL))@3        , (V(U2:VOL))@4        , (V(U2:VOL))@5        , (V(U2:VOL))@6        , (V(U2:VOL))@7        , (V(U2:VOL))@8        , (V(U2:VOL))@9        , (V(U2:VOL))@10       , (V(U2:VOL))@11       
  5.906808159590e-07  ,-5.914097070494e-02  ,-5.914097070494e-02  ,-5.914097070494e-02  ,-5.914097070494e-02  ,-5.914097070494e-02  ,-5.777238641578e-02  ,-5.929444773669e-02  ,-6.056137111326e-02  ,-6.060635714503e-02  ,-5.987344715710e-02  ,-6.060730773703e-02  ,2.479219939901e+00  ,2.470200152094e+00  ,2.447211250909e+00  ,2.406330560412e+00  ,2.333633270625e+00  ,2.211078755995e+00  ,1.973075458854e+00  ,1.545263349183e+00  ,1.291366077858e+00  ,1.288139488124e+00  ,1.286231680740e+00  ,2.520256590058e+00  ,2.529276377626e+00  ,2.552265279142e+00  ,2.593145968465e+00  ,2.665843256555e+00  ,2.788397764013e+00  ,3.026401040298e+00  ,3.454213114500e+00  ,3.708110532178e+00  ,3.711337121941e+00  ,3.713244928701e+00  
  5.913058265388e-07  ,-5.512357132876e-02  ,-5.512357132876e-02  ,-5.512357132876e-02  ,-5.512357132876e-02  ,-5.512357132876e-02  ,-5.386803787728e-02  ,-5.526975003504e-02  ,-5.661007110451e-02  ,-5.661620980729e-02  ,-5.593389288340e-02  ,-5.664792806781e-02  ,2.480321117745e+00  ,2.471785404057e+00  ,2.450030271656e+00  ,2.411343566769e+00  ,2.342547796431e+00  ,2.226291331555e+00  ,2.001343282879e+00  ,1.594675904249e+00  ,1.291876335393e+00  ,1.288329194644e+00  ,1.286234482947e+00  ,2.519155412219e+00  ,2.527691125671e+00  ,2.549446258411e+00  ,2.588132962151e+00  ,2.656928730892e+00  ,2.773185189068e+00  ,2.998133217438e+00  ,3.404800566085e+00  ,3.707600274450e+00  ,3.711147415465e+00  ,3.713242127071e+00  
  5.925558476985e-07  ,-4.708877257641e-02  ,-4.708877257641e-02  ,-4.708877257641e-02  ,-4.708877257641e-02  ,-4.708877257641e-02  ,-4.605934080028e-02  ,-4.722035463173e-02  ,-4.862009211456e-02  ,-4.863591513181e-02  ,-4.805478433601e-02  ,-4.866518483527e-02  ,2.482523473433e+00  ,2.474955907983e+00  ,2.455668313151e+00  ,2.421369579484e+00  ,2.360376848044e+00  ,2.256716482674e+00  ,2.057878930928e+00  ,1.694457327939e+00  ,1.292896850462e+00  ,1.288708607683e+00  ,1.286384686224e+00  ,2.516953056539e+00  ,2.524520621759e+00  ,2.543808216948e+00  ,2.578106949521e+00  ,2.639099679565e+00  ,2.742760039178e+00  ,2.941597571717e+00  ,3.305019154087e+00  ,3.706579758994e+00  ,3.710768002514e+00  ,3.713091923755e+00  
  5.950558900177e-07  ,-3.101917507171e-02  ,-3.101917507171e-02  ,-3.101917507171e-02  ,-3.101917507171e-02  ,-3.101917507171e-02  ,-3.044194664628e-02  ,-3.112156382512e-02  ,-3.238446706146e-02  ,-3.240053696840e-02  ,-3.229656724122e-02  ,-3.248700112607e-02  ,2.486928184808e+00  ,2.481296915836e+00  ,2.466944396141e+00  ,2.441421604912e+00  ,2.396034951268e+00  ,2.317566784912e+00  ,2.170950227027e+00  ,1.896818307206e+00  ,1.299350420281e+00  ,1.289467433760e+00  ,1.287047347073e+00  ,2.512548345180e+00  ,2.518179613936e+00  ,2.532532134022e+00  ,2.558054924263e+00  ,2.603441576913e+00  ,2.681909739398e+00  ,2.828526280277e+00  ,3.102658193507e+00  ,3.700126182056e+00  ,3.710009176611e+00  ,3.712429263246e+00  
  6.000559746563e-07  ,1.120019937681e-03  ,1.120019937681e-03  ,1.120019937681e-03  ,1.120019937681e-03  ,1.120019937681e-03  ,7.928416617096e-04  ,1.076017788096e-03  ,2.747726148725e-04  ,2.633969982424e-04  ,2.624685707883e-04  ,3.692839049037e-04  ,2.495737607558e+00  ,2.493978931542e+00  ,2.489496562120e+00  ,2.481525655768e+00  ,2.467351157717e+00  ,2.439267389389e+00  ,2.397092819225e+00  ,2.307091885460e+00  ,1.584037603205e+00  ,1.308592616820e+00  ,1.288782149984e+00  ,2.503738922463e+00  ,2.505497598289e+00  ,2.509979968171e+00  ,2.517950873746e+00  ,2.532125371608e+00  ,2.560209139838e+00  ,2.602383697395e+00  ,2.692384631331e+00  ,3.415438975274e+00  ,3.690883930319e+00  ,3.710694459823e+00  
  6.062809347451e-07  ,4.066058427217e-02  ,4.066058427217e-02  ,4.066058427217e-02  ,4.066058427217e-02  ,4.066058427217e-02  ,3.887723529053e-02  ,4.098490936721e-02  ,4.108962997595e-02  ,4.096064818702e-02  ,4.105863539512e-02  ,4.116911393941e-02  ,2.506625376349e+00  ,2.509652927338e+00  ,2.517369304276e+00  ,2.531091177349e+00  ,2.555492502301e+00  ,2.593635349899e+00  ,2.677836771822e+00  ,2.822449519670e+00  ,2.489858706776e+00  ,1.336812614114e+00  ,1.292330973060e+00  ,2.492851153712e+00  ,2.489823602579e+00  ,2.482107226123e+00  ,2.468385352483e+00  ,2.443984028045e+00  ,2.405841176392e+00  ,2.321639755150e+00  ,2.177026999574e+00  ,2.509617830697e+00  ,3.662663838379e+00  ,3.707145637031e+00  
  6.162811040223e-07  ,9.790677650140e-02  ,9.790677650140e-02  ,9.790677650140e-02  ,9.790677650140e-02  ,9.790677650140e-02  ,9.974601164768e-02  ,9.780475507011e-02  ,9.764577069052e-02  ,9.760084147351e-02  ,1.009136607255e-01  ,1.017292371679e-01  ,2.523056191367e+00  ,2.533306674607e+00  ,2.559432272233e+00  ,2.605890884667e+00  ,2.688507277492e+00  ,2.842733586909e+00  ,3.095849200518e+00  ,3.264125601747e+00  ,3.148433357627e+00  ,2.683493541262e+00  ,2.034772730774e+00  ,2.476420338750e+00  ,2.466169855607e+00  ,2.440044257675e+00  ,2.393585644278e+00  ,2.310969249121e+00  ,2.156742931139e+00  ,1.903627291444e+00  ,1.735350959545e+00  ,1.851043201818e+00  ,2.315982921669e+00  ,2.964703810488e+00  
  6.287310241997e-07  ,1.601583302988e-01  ,1.601583302988e-01  ,1.601583302988e-01  ,1.601583302988e-01  ,1.601583302988e-01  ,1.569873289198e-01  ,1.606903579413e-01  ,1.620562853123e-01  ,1.647492621497e-01  ,1.568613560161e-01  ,1.567709550077e-01  ,2.541182584197e+00  ,2.559401370012e+00  ,2.605835927768e+00  ,2.688409546767e+00  ,2.835248510606e+00  ,3.085087278248e+00  ,3.530451815074e+00  ,3.705467024666e+00  ,3.711309885535e+00  ,3.499962872348e+00  ,2.963102381251e+00  ,2.458293946015e+00  ,2.440075160457e+00  ,2.393640601504e+00  ,2.311066980922e+00  ,2.164228011180e+00  ,1.914389225092e+00  ,1.469024662902e+00  ,1.294009585323e+00  ,1.288166724296e+00  ,1.499513656821e+00  ,2.036374185801e+00  
  6.312310665190e-07  ,1.672451250386e-01  ,1.672451250386e-01  ,1.672451250386e-01  ,1.672451250386e-01  ,1.672451250386e-01  ,1.659916817481e-01  ,1.675754999193e-01  ,1.684765088975e-01  ,1.743183104321e-01  ,1.660635983417e-01  ,1.668225168403e-01  ,2.543424078426e+00  ,2.562628217647e+00  ,2.611574164088e+00  ,2.698613733679e+00  ,2.853394405515e+00  ,3.124651218393e+00  ,3.554974963847e+00  ,3.705970991854e+00  ,3.712065656637e+00  ,3.543973256017e+00  ,3.149715629450e+00  ,2.456052451820e+00  ,2.436848312804e+00  ,2.387902365041e+00  ,2.300862793667e+00  ,2.146082115194e+00  ,1.874825281397e+00  ,1.444501532964e+00  ,1.293505618148e+00  ,1.287410953213e+00  ,1.455503289869e+00  ,1.849760948264e+00  
  6.362311511576e-07  ,1.814187145182e-01  ,1.814187145182e-01  ,1.814187145182e-01  ,1.814187145182e-01  ,1.814187145182e-01  ,1.840003874047e-01  ,1.813457838752e-01  ,1.813169560678e-01  ,1.901396846135e-01  ,1.844680829928e-01  ,1.869256405056e-01  ,2.547907066885e+00  ,2.569081912918e+00  ,2.623050636730e+00  ,2.719022107503e+00  ,2.889686195332e+00  ,3.203779098681e+00  ,3.604021261394e+00  ,3.706978926229e+00  ,3.712930278405e+00  ,3.631994023354e+00  ,3.522942125849e+00  ,2.451569463431e+00  ,2.430394617496e+00  ,2.376425892115e+00  ,2.280454419157e+00  ,2.109790323222e+00  ,1.795697394008e+00  ,1.395455273088e+00  ,1.292497683800e+00  ,1.286546331671e+00  ,1.367482555965e+00  ,1.476534473190e+00  
  6.459802591518e-07  ,2.075860424779e-01  ,2.075860424779e-01  ,2.075860424779e-01  ,2.075860424779e-01  ,2.075860424779e-01  ,2.009335817550e-01  ,2.081949264596e-01  ,2.063531134940e-01  ,2.083277241638e-01  ,2.004469781830e-01  ,1.988515743809e-01  ,2.556245474289e+00  ,2.581085856483e+00  ,2.644397000979e+00  ,2.756981905333e+00  ,2.957189320100e+00  ,3.287129221553e+00  ,3.699651172896e+00  ,3.708944185177e+00  ,3.713255878257e+00  ,3.712713100317e+00  ,3.710893960120e+00  ,2.443231056149e+00  ,2.418390673848e+00  ,2.355079527349e+00  ,2.242494620048e+00  ,2.042287194448e+00  ,1.712347263512e+00  ,1.299825435034e+00  ,1.290532424905e+00  ,1.286220731634e+00  ,1.286763509528e+00  ,1.288582649567e+00  
  6.466052697316e-07  ,2.068748020013e-01  ,2.068748020013e-01  ,2.068748020013e-01  ,2.068748020013e-01  ,2.068748020013e-01  ,2.007715923171e-01  ,2.077025825512e-01  ,2.079581693902e-01  ,2.088068695904e-01  ,2.003447258153e-01  ,1.990131817397e-01  ,2.556125197186e+00  ,2.580912705978e+00  ,2.644089091043e+00  ,2.756434355445e+00  ,2.956215623457e+00  ,3.287605140174e+00  ,3.700245236591e+00  ,3.709070176974e+00  ,3.713247188256e+00  ,3.712742979409e+00  ,3.711009372298e+00  ,2.443351333241e+00  ,2.418563824331e+00  ,2.355387437313e+00  ,2.243042169946e+00  ,2.043260891149e+00  ,1.711871344829e+00  ,1.299231371819e+00  ,1.290406433112e+00  ,1.286229421398e+00  ,1.286733630431e+00  ,1.288467237388e+00  
  6.478552908912e-07  ,2.054523210480e-01  ,2.054523210480e-01  ,2.054523210480e-01  ,2.054523210480e-01  ,2.054523210480e-01  ,2.004476134411e-01  ,2.061702556631e-01  ,2.079493859886e-01  ,2.095235015086e-01  ,2.001402210799e-01  ,1.993363964572e-01  ,2.555884642980e+00  ,2.580566404966e+00  ,2.643473271171e+00  ,2.755339255670e+00  ,2.954268230171e+00  ,3.288556977415e+00  ,3.700063610710e+00  ,3.709118115639e+00  ,3.713239211528e+00  ,3.712802737592e+00  ,3.711240196654e+00  ,2.443591887425e+00  ,2.418910125296e+00  ,2.356003257242e+00  ,2.244137269743e+00  ,2.045208284550e+00  ,1.710919507464e+00  ,1.299412997611e+00  ,1.290358494453e+00  ,1.286237398039e+00  ,1.286673872238e+00  ,1.288236413030e+00  
  6.503553332105e-07  ,2.026073591416e-01  ,2.026073591416e-01  ,2.026073591416e-01  ,2.026073591416e-01  ,2.026073591416e-01  ,1.997996556892e-01  ,2.031056018870e-01  ,2.043857252797e-01  ,2.099869155300e-01  ,1.997312116091e-01  ,1.999828258922e-01  ,2.555403534568e+00  ,2.579873802943e+00  ,2.642241631427e+00  ,2.753149056120e+00  ,2.950373443599e+00  ,3.290460651898e+00  ,3.699700358948e+00  ,3.708989207001e+00  ,3.713235966794e+00  ,3.712922253959e+00  ,3.711701845365e+00  ,2.444072995794e+00  ,2.419602727228e+00  ,2.357234897101e+00  ,2.246327469337e+00  ,2.049103071352e+00  ,1.709015832734e+00  ,1.299776249195e+00  ,1.290487403105e+00  ,1.286240642979e+00  ,1.286554355852e+00  ,1.287774764314e+00  
  6.553554178491e-07  ,1.969174353286e-01  ,1.969174353286e-01  ,1.969174353286e-01  ,1.969174353286e-01  ,1.969174353286e-01  ,1.985037401853e-01  ,1.969762943347e-01  ,1.972584038620e-01  ,2.070348198847e-01  ,1.989131926676e-01  ,2.012756847623e-01  ,2.554441317743e+00  ,2.578488598896e+00  ,2.639778351939e+00  ,2.748768657020e+00  ,2.942583870456e+00  ,3.294268000864e+00  ,3.698973855425e+00  ,3.708731389725e+00  ,3.713238539645e+00  ,3.713161286692e+00  ,3.712625142788e+00  ,2.445035212530e+00  ,2.420987931091e+00  ,2.359698176818e+00  ,2.250707868525e+00  ,2.056892644956e+00  ,1.705208483274e+00  ,1.300502752363e+00  ,1.290745220410e+00  ,1.286238070450e+00  ,1.286315323080e+00  ,1.286851466881e+00  
  6.653555871263e-07  ,1.855375877028e-01  ,1.855375877028e-01  ,1.855375877028e-01  ,1.855375877028e-01  ,1.855375877028e-01  ,1.805493093457e-01  ,1.847176792301e-01  ,1.830037610265e-01  ,1.860346869200e-01  ,1.814672897292e-01  ,1.782875389539e-01  ,2.552516884093e+00  ,2.575718190803e+00  ,2.634851792962e+00  ,2.740007858819e+00  ,2.927004724169e+00  ,3.239109296666e+00  ,3.697520848378e+00  ,3.708215755172e+00  ,3.713156507423e+00  ,3.713382045076e+00  ,3.713254951392e+00  ,2.446959646004e+00  ,2.423758338817e+00  ,2.364624736252e+00  ,2.259468666902e+00  ,2.072471792165e+00  ,1.760367192577e+00  ,1.301955758700e+00  ,1.291260855019e+00  ,1.286320102251e+00  ,1.286094564608e+00  ,1.286221658080e+00  
  6.678556294456e-07  ,1.747513139097e-01  ,1.747513139097e-01  ,1.747513139097e-01  ,1.747513139097e-01  ,1.747513139097e-01  ,1.704965469532e-01  ,1.753102561713e-01  ,1.766600818809e-01  ,1.778173937098e-01  ,1.723768356173e-01  ,1.692819138359e-01  ,2.549756884431e+00  ,2.571744904389e+00  ,2.627786180017e+00  ,2.727443225513e+00  ,2.904661296154e+00  ,3.202583825685e+00  ,3.653696047957e+00  ,3.707169643831e+00  ,3.712974989812e+00  ,3.713360270093e+00  ,3.713257362211e+00  ,2.449719645632e+00  ,2.427731625298e+00  ,2.371690349217e+00  ,2.272033300590e+00  ,2.094815221287e+00  ,1.796892667042e+00  ,1.345780548775e+00  ,1.292306964243e+00  ,1.286501619940e+00  ,1.286116339567e+00  ,1.286219247189e+00  
  6.728557140842e-07  ,1.513713054511e-01  ,1.513713054511e-01  ,1.513713054511e-01  ,1.513713054511e-01  ,1.513713054511e-01  ,1.503910221682e-01  ,1.516226209059e-01  ,1.522874755242e-01  ,1.581512095025e-01  ,1.541959273935e-01  ,1.512706635999e-01  ,2.543718204212e+00  ,2.563051640239e+00  ,2.612327128392e+00  ,2.699952713889e+00  ,2.855775486849e+00  ,3.129532883722e+00  ,3.532657409426e+00  ,3.701222144162e+00  ,3.712194778338e+00  ,3.713316720125e+00  ,3.713262183850e+00  ,2.455758325787e+00  ,2.436424889618e+00  ,2.387149400861e+00  ,2.299523813058e+00  ,2.143701033006e+00  ,1.869943615972e+00  ,1.466819158804e+00  ,1.298254450728e+00  ,1.287281831006e+00  ,1.286159889486e+00  ,1.286214425406e+00  
  6.812319129050e-07  ,1.122048485938e-01  ,1.122048485938e-01  ,1.122048485938e-01  ,1.122048485938e-01  ,1.122048485938e-01  ,1.167100177117e-01  ,1.119408241128e-01  ,1.114582073456e-01  ,1.159063747142e-01  ,1.135441735480e-01  ,1.167689467004e-01  ,2.533602138227e+00  ,2.548488584974e+00  ,2.586429948773e+00  ,2.653900295240e+00  ,2.773881421478e+00  ,3.007157112480e+00  ,3.329892101513e+00  ,3.691258824876e+00  ,3.709810215213e+00  ,3.712135176987e+00  ,3.713255144389e+00  ,2.465874391663e+00  ,2.450987945168e+00  ,2.413046580510e+00  ,2.345576233119e+00  ,2.225595102421e+00  ,1.992319398886e+00  ,1.669584418971e+00  ,1.308217747929e+00  ,1.289666395077e+00  ,1.287341432698e+00  ,1.286221465197e+00  
  6.862319975436e-07  ,8.773758041597e-02  ,8.773758041597e-02  ,8.773758041597e-02  ,8.773758041597e-02  ,8.773758041597e-02  ,8.556431741716e-02  ,8.794298203997e-02  ,8.708560098879e-02  ,8.675187212137e-02  ,8.384428221144e-02  ,8.802638953536e-02  ,2.527219660588e+00  ,2.539300391202e+00  ,2.570090774081e+00  ,2.624844678888e+00  ,2.722212418675e+00  ,2.886645026177e+00  ,3.205022960725e+00  ,3.685311325207e+00  ,3.603815876047e+00  ,3.710839057874e+00  ,3.713249294199e+00  ,2.472256869256e+00  ,2.460176139079e+00  ,2.429385755238e+00  ,2.374631850261e+00  ,2.277264107462e+00  ,2.112831489925e+00  ,1.794453532610e+00  ,1.314165234414e+00  ,1.395660704064e+00  ,1.288637551938e+00  ,1.286227315140e+00  
  6.962321668208e-07  ,2.345871601727e-02  ,2.345871601727e-02  ,2.345871601727e-02  ,2.345871601727e-02  ,2.345871601727e-02  ,2.309380627450e-02  ,2.354739155416e-02  ,2.376755908423e-02  ,2.465544135820e-02  ,2.444449953839e-02  ,2.479968570728e-02  ,2.509602745579e+00  ,2.513939138542e+00  ,2.524991384167e+00  ,2.544645365540e+00  ,2.579595634246e+00  ,2.644850866550e+00  ,2.752775009055e+00  ,2.946295717351e+00  ,3.291226304800e+00  ,3.708246819650e+00  ,3.711817691528e+00  ,2.489873784448e+00  ,2.485537391560e+00  ,2.474485145495e+00  ,2.454831164442e+00  ,2.419880893894e+00  ,2.354625658985e+00  ,2.246701501560e+00  ,2.053180821565e+00  ,1.708250185375e+00  ,1.291229790417e+00  ,1.287658918006e+00  
  6.991484404817e-07  ,4.713557409826e-03  ,4.713557409826e-03  ,4.713557409826e-03  ,4.713557409826e-03  ,4.713557409826e-03  ,4.876004037145e-03  ,4.768193001597e-03  ,4.924037910618e-03  ,5.617361454491e-03  ,6.181710498188e-03  ,5.739418362223e-03  ,2.504465258022e+00  ,2.506543228424e+00  ,2.511839390507e+00  ,2.521257446930e+00  ,2.538005381070e+00  ,2.574338266258e+00  ,2.620889362610e+00  ,2.711893699776e+00  ,2.909677586669e+00  ,3.490399107390e+00  ,3.709878241957e+00  ,2.495011272058e+00  ,2.492933301626e+00  ,2.487637139254e+00  ,2.478219083294e+00  ,2.461471147654e+00  ,2.425138262028e+00  ,2.378587153043e+00  ,2.287582833249e+00  ,2.089798931394e+00  ,1.509077489676e+00  ,1.289598367642e+00  
  7.041485251203e-07  ,-2.742587478952e-02  ,-2.742587478952e-02  ,-2.742587478952e-02  ,-2.742587478952e-02  ,-2.742587478952e-02  ,-2.589824974630e-02  ,-2.742960224131e-02  ,-2.738404140945e-02  ,-2.729183381909e-02  ,-2.552648354436e-02  ,-2.694028218695e-02  ,2.495656800518e+00  ,2.493862602094e+00  ,2.489289695550e+00  ,2.481157790255e+00  ,2.466696988855e+00  ,2.450397189138e+00  ,2.394765386775e+00  ,2.310000714552e+00  ,2.171767834036e+00  ,3.025524902953e+00  ,3.706552966920e+00  ,2.503819729655e+00  ,2.505613927867e+00  ,2.510186834383e+00  ,2.518318740384e+00  ,2.532779540869e+00  ,2.549079338699e+00  ,2.604711137518e+00  ,2.689475808373e+00  ,2.827708688747e+00  ,1.973951666320e+00  ,1.292923642790e+00  
  7.111836194336e-07  ,-6.872651093890e-02  ,-6.872651093890e-02  ,-6.872651093890e-02  ,-6.872651093890e-02  ,-6.872651093890e-02  ,-6.871844124843e-02  ,-6.884190928440e-02  ,-6.919950067175e-02  ,-7.161813162150e-02  ,-7.013975546233e-02  ,-7.227355697145e-02  ,2.483925532531e+00  ,2.476974307496e+00  ,2.459257591064e+00  ,2.427752318943e+00  ,2.371727140851e+00  ,2.272849662762e+00  ,2.094221589287e+00  ,1.914999233557e+00  ,1.554934116300e+00  ,2.371449200553e+00  ,3.695634046932e+00  ,2.515550997654e+00  ,2.522502222459e+00  ,2.540218938736e+00  ,2.571724210909e+00  ,2.627749387070e+00  ,2.726626859079e+00  ,2.905254919492e+00  ,3.084477302730e+00  ,3.444542467846e+00  ,2.628027329615e+00  ,1.303842557044e+00  
  7.161837040722e-07  ,-9.734879430391e-02  ,-9.734879430391e-02  ,-9.734879430391e-02  ,-9.734879430391e-02  ,-9.734879430391e-02  ,-9.915223107638e-02  ,-9.725099850101e-02  ,-9.710206080331e-02  ,-9.988459873261e-02  ,-1.018479495049e-01  ,-1.022286286813e-01  ,2.475711304378e+00  ,2.465149131823e+00  ,2.438229126038e+00  ,2.390357833706e+00  ,2.305229299094e+00  ,2.146660500298e+00  ,1.885251276849e+00  ,1.719310505195e+00  ,1.294117493424e+00  ,1.906574996116e+00  ,3.047667661932e+00  ,2.523765225794e+00  ,2.534327398152e+00  ,2.561247403598e+00  ,2.609118695329e+00  ,2.694247226947e+00  ,2.852816017281e+00  ,3.114225213619e+00  ,3.280166054347e+00  ,3.705359116552e+00  ,3.092901506259e+00  ,1.951808846537e+00  
  7.261838733494e-07  ,-1.529407662048e-01  ,-1.529407662048e-01  ,-1.529407662048e-01  ,-1.529407662048e-01  ,-1.529407662048e-01  ,-1.478145650455e-01  ,-1.536784071727e-01  ,-1.529071810664e-01  ,-1.469824775755e-01  ,-1.463172480737e-01  ,-1.539112606199e-01  ,2.459709738825e+00  ,2.442113330996e+00  ,2.397265038452e+00  ,2.317512242449e+00  ,2.175689486703e+00  ,1.941664673522e+00  ,1.471726142812e+00  ,1.327933048473e+00  ,1.289988388301e+00  ,1.585513171328e+00  ,1.549318842320e+00  ,2.539766791312e+00  ,2.557363199000e+00  ,2.602211490848e+00  ,2.681964284984e+00  ,2.823787035565e+00  ,3.057811832692e+00  ,3.527750312551e+00  ,3.671543557580e+00  ,3.709488221514e+00  ,3.413963379466e+00  ,3.450157622828e+00  
  7.461842119038e-07  ,-2.073572181223e-01  ,-2.073572181223e-01  ,-2.073572181223e-01  ,-2.073572181223e-01  ,-2.073572181223e-01  ,-2.008824906621e-01  ,-2.082221445629e-01  ,-2.068738346001e-01  ,-1.987708764992e-01  ,-1.983128896322e-01  ,-2.084929162107e-01  ,2.442406459591e+00  ,2.417203587651e+00  ,2.352968557659e+00  ,2.238740725873e+00  ,2.035611721786e+00  ,1.701925738856e+00  ,1.298738075864e+00  ,1.290343405132e+00  ,1.286366788389e+00  ,1.286801530566e+00  ,1.286839853210e+00  ,2.557070070200e+00  ,2.582272941857e+00  ,2.646507970691e+00  ,2.760735799487e+00  ,2.963864792815e+00  ,3.297550745242e+00  ,3.700738532646e+00  ,3.709133205104e+00  ,3.713109821148e+00  ,3.712675079373e+00  ,3.712636756860e+00  
  7.661845504582e-07  ,-1.825676678473e-01  ,-1.825676678473e-01  ,-1.825676678473e-01  ,-1.825676678473e-01  ,-1.825676678473e-01  ,-1.772176208645e-01  ,-1.832294964435e-01  ,-1.818191280611e-01  ,-1.746330712504e-01  ,-1.762989354969e-01  ,-1.834347573399e-01  ,2.446842116741e+00  ,2.423589145441e+00  ,2.364323862339e+00  ,2.258933629725e+00  ,2.071520346269e+00  ,1.760382137623e+00  ,1.304426433606e+00  ,1.291122100032e+00  ,1.286981525684e+00  ,1.286138979022e+00  ,1.286035653754e+00  ,2.552634412762e+00  ,2.575887384815e+00  ,2.635152666352e+00  ,2.740542896462e+00  ,2.927956170171e+00  ,3.239094351763e+00  ,3.695050172631e+00  ,3.708354509669e+00  ,3.712495083666e+00  ,3.713337631026e+00  ,3.713440955893e+00  
  7.816012918293e-07  ,-1.104764903454e-01  ,-1.104764903454e-01  ,-1.104764903454e-01  ,-1.104764903454e-01  ,-1.104764903454e-01  ,-1.144933369213e-01  ,-1.101898675594e-01  ,-1.096569289880e-01  ,-1.099217430229e-01  ,-1.101270407287e-01  ,-1.147356747669e-01  ,2.465465579206e+00  ,2.450399419868e+00  ,2.412000018838e+00  ,2.343715153511e+00  ,2.222285582835e+00  ,1.990518093594e+00  ,1.661219525809e+00  ,1.303601655307e+00  ,1.289966007913e+00  ,1.287645687624e+00  ,1.286187950424e+00  ,2.534010950758e+00  ,2.549077110124e+00  ,2.587476511199e+00  ,2.655761374949e+00  ,2.777190941108e+00  ,3.008958417285e+00  ,3.338256990911e+00  ,3.695874942941e+00  ,3.709510601560e+00  ,3.711830922376e+00  ,3.713288659016e+00  
  7.841013341486e-07  ,-9.878588788513e-02  ,-9.878588788513e-02  ,-9.878588788513e-02  ,-9.878588788513e-02  ,-9.878588788513e-02  ,-9.887547554814e-02  ,-9.834546031401e-02  ,-9.747005627654e-02  ,-9.566819961770e-02  ,-9.576532903249e-02  ,-1.005819170741e-01  ,2.468485636634e+00  ,2.454747084465e+00  ,2.419731380868e+00  ,2.357463674827e+00  ,2.246734294960e+00  ,2.051370439824e+00  ,1.719078564127e+00  ,1.305738589909e+00  ,1.290781916899e+00  ,1.288166365139e+00  ,1.286224800324e+00  ,2.530990893405e+00  ,2.544729445484e+00  ,2.579745149387e+00  ,2.642012854002e+00  ,2.752742230200e+00  ,2.948106073554e+00  ,3.280397938076e+00  ,3.693738006375e+00  ,3.708694692635e+00  ,3.711310244939e+00  ,3.713251809574e+00  
  7.891014187872e-07  ,-6.929424782569e-02  ,-6.929424782569e-02  ,-6.929424782569e-02  ,-6.929424782569e-02  ,-6.929424782569e-02  ,-6.763975280181e-02  ,-6.946614508143e-02  ,-6.984354979946e-02  ,-6.716111280728e-02  ,-6.704190564006e-02  ,-7.050506492614e-02  ,2.476457887092e+00  ,2.466223909809e+00  ,2.440140381651e+00  ,2.393756579451e+00  ,2.311273218949e+00  ,2.173075132285e+00  ,1.902161587951e+00  ,1.469616584047e+00  ,1.292413734869e+00  ,1.289207720168e+00  ,1.286227151103e+00  ,2.523018643047e+00  ,2.533252620128e+00  ,2.559336148733e+00  ,2.605719949820e+00  ,2.688203307695e+00  ,2.826401386092e+00  ,3.097314908610e+00  ,3.529860002286e+00  ,3.707062874785e+00  ,3.710268890065e+00  ,3.713249458910e+00  
  7.903514399469e-07  ,-6.125933050109e-02  ,-6.125933050109e-02  ,-6.125933050109e-02  ,-6.125933050109e-02  ,-6.125933050109e-02  ,-5.983082211523e-02  ,-6.141664288604e-02  ,-6.176649005978e-02  ,-6.003434110467e-02  ,-5.986104979195e-02  ,-6.268456689883e-02  ,2.478660278153e+00  ,2.469394464698e+00  ,2.445778513706e+00  ,2.403782753278e+00  ,2.329102557110e+00  ,2.203501305400e+00  ,1.958700265287e+00  ,1.568016047729e+00  ,1.292821689361e+00  ,1.289468058925e+00  ,1.286230592979e+00  ,2.520816252006e+00  ,2.530082065245e+00  ,2.553698016677e+00  ,2.595693776071e+00  ,2.670373969802e+00  ,2.795975214226e+00  ,3.040776233602e+00  ,3.431460533948e+00  ,3.706654920323e+00  ,3.710008551347e+00  ,3.713246016952e+00  
