  Time                 , V(D2:2)              , V(D4:1)              
  0.000000000000e+00  ,0.000000000000e+00  ,1.176793038016e-15  
  2.500000000000e-10  ,3.141560355485e-01  ,3.135103528889e-01  
  3.859498128295e-10  ,4.849869550655e-01  ,4.839272663826e-01  
  6.578494384885e-10  ,8.266191376693e-01  ,8.245195892639e-01  
  1.201648689806e-09  ,1.509677637414e+00  ,1.504515768472e+00  
  2.041422255337e-09  ,2.563568666914e+00  ,2.551223277679e+00  
  2.837982453406e-09  ,3.561590964185e+00  ,3.539703638308e+00  
  3.591515548527e-09  ,4.503661473951e+00  ,4.470076875460e+00  
  3.992403350770e-09  ,5.003858243809e+00  ,4.962851722677e+00  
  4.108178388327e-09  ,5.148169167933e+00  ,5.104835553885e+00  
  4.289064515382e-09  ,5.373502524014e+00  ,5.326352568382e+00  
  4.466434899718e-09  ,5.594287796451e+00  ,5.543162381273e+00  
  4.815401468426e-09  ,6.028157281947e+00  ,5.968439984801e+00  
  5.513334605843e-09  ,6.893670647701e+00  ,6.812582800975e+00  
  6.909200880677e-09  ,8.614340702401e+00  ,8.436741909322e+00  
  8.124576840550e-09  ,1.009914855130e+01  ,8.415343153566e+00  
  9.261535439640e-09  ,1.147486944777e+01  ,7.016946714913e+00  
  1.153545263782e-08  ,1.418066003211e+01  ,4.753473727652e+00  
  1.396471444145e-08  ,1.699104014301e+01  ,3.696999545330e+00  
  1.882323804870e-08  ,2.229927361117e+01  ,3.518025482754e+00  
  2.453708830848e-08  ,2.786996234478e+01  ,3.214468385292e+00  
  3.489935580269e-08  ,3.558266526827e+01  ,2.778120700667e+00  
  5.562389079109e-08  ,3.937730773738e+01  ,1.991234183908e+00  
  8.062505904213e-08  ,2.287145753977e+01  ,1.076511885414e+00  
  8.375020507351e-08  ,1.954462481466e+01  ,9.135703201241e-01  
  9.000049713627e-08  ,1.236008562960e+01  ,6.028461002034e-01  
  9.156307015195e-08  ,1.047845408658e+01  ,4.915449017064e-01  
  9.468821618333e-08  ,6.644047646907e+00  ,2.286291342911e-01  
  9.546950269118e-08  ,5.673988399583e+00  ,1.424734607163e-01  
  9.680483299866e-08  ,4.008425886676e+00  ,-3.435387836163e-02  
  9.799524951354e-08  ,2.517578610814e+00  ,-2.404275487310e-01  
  9.858114454523e-08  ,1.782395971953e+00  ,-3.708451946559e-01  
  9.878491792455e-08  ,1.526546365419e+00  ,-4.226932528225e-01  
  9.902543197945e-08  ,1.224486967305e+00  ,-4.888167834065e-01  
  9.950646008924e-08  ,6.201756935305e-01  ,-6.400526708937e-01  
  1.000381521471e-07  ,-4.794339052040e-02  ,-8.478544444886e-01  
  1.005459092148e-07  ,-6.859761225075e-01  ,-1.114569814719e+00  
  1.008076574244e-07  ,-1.014823352880e+00  ,-1.313907177498e+00  
  1.009809998386e-07  ,-1.232565615188e+00  ,-1.482059434735e+00  
  1.010407441817e-07  ,-1.307604704218e+00  ,-1.544717706501e+00  
  1.011503375657e-07  ,-1.445242184024e+00  ,-1.663760807081e+00  
  1.013377662338e-07  ,-1.680591793647e+00  ,-1.875292438573e+00  
  1.015848461129e-07  ,-1.990753616027e+00  ,-2.162626042200e+00  
  1.020790058710e-07  ,-2.610698738737e+00  ,-2.750703341821e+00  
  1.026615481414e-07  ,-3.340704119864e+00  ,-3.454182240061e+00  
  1.032616924085e-07  ,-4.091594550590e+00  ,-4.183648600714e+00  
  1.036429293044e-07  ,-4.567853180346e+00  ,-4.648113364090e+00  
  1.038772500642e-07  ,-4.860256650496e+00  ,-4.933755448980e+00  
  1.039562495016e-07  ,-4.958779648364e+00  ,-5.030064719014e+00  
  1.040903832354e-07  ,-5.125992300470e+00  ,-5.193594552062e+00  
  1.042446335368e-07  ,-5.318169789458e+00  ,-5.381637132030e+00  
  1.045531341396e-07  ,-5.702145600023e+00  ,-5.757620298229e+00  
  1.049915542416e-07  ,-6.246895795243e+00  ,-6.291515950496e+00  
  1.058683944456e-07  ,-7.332737908511e+00  ,-7.356750246249e+00  
  1.076220748536e-07  ,-9.486910745149e+00  ,-9.469668673402e+00  
  1.111294356696e-07  ,-1.370244206694e+01  ,-1.323650382343e+01  
  1.132554588430e-07  ,-1.618001759119e+01  ,-8.580833166618e+00  
  1.153021333329e-07  ,-1.849708705635e+01  ,-4.655493621752e+00  
  1.193954823129e-07  ,-2.289262984876e+01  ,-3.233014723334e+00  
  1.239075539224e-07  ,-2.729708373902e+01  ,-3.018138944558e+00  
  1.291505274884e-07  ,-3.172178318810e+01  ,-3.100039114133e+00  
  1.396364746206e-07  ,-3.789861789071e+01  ,-2.541475372498e+00  
  1.606083688848e-07  ,-3.779908393343e+01  ,-1.867204385062e+00  
  1.856095371358e-07  ,-1.747385076280e+01  ,-8.222015316466e-01  
  1.880693463199e-07  ,-1.464392357057e+01  ,-7.082032399891e-01  
  1.929889646880e-07  ,-8.739262541758e+00  ,-3.890943097486e-01  
  1.942188692801e-07  ,-7.224909980848e+00  ,-2.789946055850e-01  
  1.966786784641e-07  ,-4.166126452562e+00  ,6.117668360233e-03  
  1.983010423891e-07  ,-2.133959552086e+00  ,2.922736900668e-01  
  1.991488253288e-07  ,-1.069490170254e+00  ,5.107627315601e-01  
  1.994955567233e-07  ,-6.338755836426e-01  ,6.231715999002e-01  
  1.999405892156e-07  ,-7.465775017144e-02  ,7.948869495649e-01  
  2.004327000640e-07  ,5.437301907903e-01  ,1.038772728983e+00  
  2.007360783927e-07  ,9.249009520187e-01  ,1.248398686977e+00  
  2.009848346524e-07  ,1.237382287042e+00  ,1.484258850515e+00  
  2.010487815887e-07  ,1.317699367729e+00  ,1.551832942858e+00  
  2.011451501921e-07  ,1.438727775216e+00  ,1.656939352667e+00  
  2.012990046814e-07  ,1.631924367073e+00  ,1.830228430685e+00  
  2.014835695326e-07  ,1.863633564951e+00  ,2.043563572538e+00  
  2.018526992351e-07  ,2.326856207204e+00  ,2.479646566824e+00  
  2.024846016020e-07  ,3.119072915184e+00  ,3.239762983235e+00  
  2.030816725045e-07  ,3.866497238118e+00  ,3.964564578652e+00  
  2.036509899944e-07  ,4.577916131347e+00  ,4.657997756484e+00  
  2.039278721958e-07  ,4.923392788409e+00  ,4.995533852865e+00  
  2.040159287453e-07  ,5.033187528404e+00  ,5.102891444125e+00  
  2.041729264483e-07  ,5.228846564310e+00  ,5.294295992897e+00  
  2.043326482698e-07  ,5.427769984894e+00  ,5.488999506440e+00  
  2.046520919129e-07  ,5.825201833987e+00  ,5.878269102771e+00  
  2.052255072221e-07  ,6.537111076658e+00  ,6.576228361078e+00  
  2.063723378405e-07  ,7.954335178008e+00  ,7.966915055452e+00  
  2.086659990773e-07  ,1.075598480823e+01  ,1.071019257174e+01  
  2.117464416251e-07  ,1.442826259389e+01  ,1.247310620662e+01  
  2.137092970833e-07  ,1.669992539518e+01  ,7.663848584570e+00  
  2.156725250706e-07  ,1.890851833147e+01  ,4.462128649183e+00  
  2.195989810452e-07  ,2.310186283825e+01  ,2.693707464695e+00  
  2.236588024125e-07  ,2.706776347179e+01  ,3.447730829356e+00  
  2.304745935425e-07  ,3.270762025664e+01  ,2.850361417191e+00  
  2.392364763245e-07  ,3.773485228247e+01  ,2.684991838072e+00  
  2.567602418885e-07  ,3.910128664405e+01  ,1.906057621115e+00  
  2.817614101395e-07  ,2.168561447186e+01  ,1.067769293843e+00  
  2.848865561709e-07  ,1.828652425053e+01  ,8.557575981231e-01  
  2.911368482336e-07  ,1.099440129285e+01  ,5.214382674748e-01  
  2.926994212493e-07  ,9.093956861906e+00  ,4.044594934209e-01  
  2.958245672807e-07  ,5.231968996048e+00  ,1.083638527394e-01  
  2.965372153148e-07  ,4.342885733260e+00  ,6.658412683612e-03  
  2.979625113830e-07  ,2.558635653908e+00  ,-2.368725653352e-01  
  2.985962763950e-07  ,1.763399415575e+00  ,-3.769836648408e-01  
  2.988337636515e-07  ,1.465207957483e+00  ,-4.377188792316e-01  
  2.991107389852e-07  ,1.117332993706e+00  ,-5.153269197964e-01  
  2.995635945871e-07  ,5.483860355427e-01  ,-6.609256934710e-01  
  3.000530977324e-07  ,-6.672454742343e-02  ,-8.552766596663e-01  
  3.005712856129e-07  ,-7.178601338545e-01  ,-1.131521293730e+00  
