  Time                 , V(D2:2)              , V(D4:1)              
  0.000000000000e+00  ,0.000000000000e+00  ,1.176793038016e-15  
  2.500000000000e-10  ,1.570780177742e-02  ,1.567551770274e-02  
  3.859498128295e-10  ,2.424934775327e-02  ,2.419636351247e-02  
  6.578494384885e-10  ,4.133095688346e-02  ,4.122598289636e-02  
  1.201648689806e-09  ,7.548388187069e-02  ,7.522587890751e-02  
  2.041422255337e-09  ,1.281784333457e-01  ,1.275629289696e-01  
  2.837982453406e-09  ,1.780795482092e-01  ,1.769966369189e-01  
  3.591515548527e-09  ,2.251830736976e-01  ,2.235485806881e-01  
  3.992403350770e-09  ,2.501929121904e-01  ,2.482250444742e-01  
  4.108178388327e-09  ,2.574084583967e-01  ,2.553392441824e-01  
  4.289064515382e-09  ,2.686751262007e-01  ,2.664431773199e-01  
  4.466434899718e-09  ,2.797143898225e-01  ,2.773177421524e-01  
  4.815401468426e-09  ,3.014078640974e-01  ,2.986728092981e-01  
  5.513334605843e-09  ,3.446835323851e-01  ,3.412167736406e-01  
  6.909200880677e-09  ,4.307170351201e-01  ,4.255843357871e-01  
  9.700933430344e-09  ,6.001357592196e-01  ,5.909804483178e-01  
  1.486940119043e-08  ,9.006619873456e-01  ,8.822430792988e-01  
  2.408725950494e-08  ,1.373085761613e+00  ,1.334894968523e+00  
  4.061264726892e-08  ,1.913655224358e+00  ,1.836147250777e+00  
  6.083948347345e-08  ,1.885153955780e+00  ,1.773335389980e+00  
  8.334619734064e-08  ,9.992999365085e-01  ,9.268906645881e-01  
  8.647134337202e-08  ,8.246694097524e-01  ,7.607875420263e-01  
  9.272163543478e-08  ,4.533385242607e-01  ,4.064429621348e-01  
  9.428420845047e-08  ,3.572068831240e-01  ,3.145290667477e-01  
  9.672092083469e-08  ,2.056664088497e-01  ,1.695096852025e-01  
  9.831627640501e-08  ,1.057421470683e-01  ,7.382407225662e-02  
  9.915465298668e-08  ,5.310847597965e-02  ,2.340955794827e-02  
  9.950012709573e-08  ,3.140664994838e-02  ,2.620661292177e-03  
  9.994278471544e-08  ,3.594940416876e-03  ,-2.402271263368e-02  
  1.004340573736e-07  ,-2.727178390768e-02  ,-5.359459466316e-02  
  1.007356661893e-07  ,-4.621915501991e-02  ,-7.174799305371e-02  
  1.010138522424e-07  ,-6.369144476697e-02  ,-8.848860198423e-02  
  1.010839459077e-07  ,-6.809316788233e-02  ,-9.270605707175e-02  
  1.011766939946e-07  ,-7.391702622288e-02  ,-9.828614868254e-02  
  1.013406533338e-07  ,-8.421083099838e-02  ,-1.081489443308e-01  
  1.015125754811e-07  ,-9.500215767125e-02  ,-1.184888123531e-01  
  1.018564197756e-07  ,-1.165761821611e-01  ,-1.391605649946e-01  
  1.025441083647e-07  ,-1.596809068750e-01  ,-1.804633517675e-01  
  1.031937058605e-07  ,-2.003299500679e-01  ,-2.194132462826e-01  
  1.037050950862e-07  ,-2.322726600481e-01  ,-2.500201612811e-01  
  1.039911042489e-07  ,-2.501119282031e-01  ,-2.671129906091e-01  
  1.040719896145e-07  ,-2.551533960096e-01  ,-2.719434373793e-01  
  1.042163911797e-07  ,-2.641496192800e-01  ,-2.805630221385e-01  
  1.043797684424e-07  ,-2.743214648374e-01  ,-2.903088737174e-01  
  1.046616797857e-07  ,-2.918560799215e-01  ,-3.071087679406e-01  
  1.052201008014e-07  ,-3.265204207930e-01  ,-3.403189591448e-01  
  1.063369428329e-07  ,-3.955369954328e-01  ,-4.064317620668e-01  
  1.085706268959e-07  ,-5.320251354221e-01  ,-5.371273730684e-01  
  1.127951060943e-07  ,-7.824643594237e-01  ,-7.766420152920e-01  
  1.201488291435e-07  ,-1.183122915820e+00  ,-1.158240115082e+00  
  1.337670003586e-07  ,-1.745513692882e+00  ,-1.684752596507e+00  
  1.539163505249e-07  ,-1.984881283204e+00  ,-1.879840570443e+00  
