  Time                 , V(R3:2)              , V(U3:100)            
  0.000000000000e+00  ,2.298513390455e-02  ,0.000000000000e+00  
  2.000000000000e-10  ,2.298543964002e-02  ,6.283143965559e-03  
  2.644940882921e-10  ,2.298556082091e-02  ,8.309231227837e-03  
  3.934822648764e-10  ,2.298585621313e-02  ,1.236129510057e-02  
  6.514586180449e-10  ,2.298664392271e-02  ,2.046474735696e-02  
  7.159527063370e-10  ,2.298687604913e-02  ,2.249042117987e-02  
  8.449408829212e-10  ,2.298738415532e-02  ,2.654148352389e-02  
  8.771879270673e-10  ,2.298752062653e-02  ,2.755418360874e-02  
  9.416820153594e-10  ,2.298780588074e-02  ,2.957949790153e-02  
  9.578055374324e-10  ,2.298787978607e-02  ,3.008580782587e-02  
  9.618364179507e-10  ,2.298789843144e-02  ,3.021238410588e-02  
  9.698981789872e-10  ,2.298793592786e-02  ,3.046553521041e-02  
  9.719136192463e-10  ,2.298794534492e-02  ,3.052882268183e-02  
  9.759444997646e-10  ,2.298796423089e-02  ,3.065539725724e-02  
  9.769522198942e-10  ,2.298796896322e-02  ,3.068704082437e-02  
  9.789676601533e-10  ,2.298797844093e-02  ,3.075032786631e-02  
  9.829985406715e-10  ,2.298799744874e-02  ,3.087690158010e-02  
  9.840062608011e-10  ,2.298800221163e-02  ,3.090854493127e-02  
  9.860217010602e-10  ,2.298801175057e-02  ,3.097183154062e-02  
  9.900525815785e-10  ,2.298803088130e-02  ,3.109840438658e-02  
  9.981143426150e-10  ,2.298806935550e-02  ,3.135154858037e-02  
  1.014237864688e-09  ,2.298814716626e-02  ,3.185783091863e-02  
  1.046484908834e-09  ,2.298830633485e-02  ,3.287037094317e-02  
  1.110978997126e-09  ,2.298863976632e-02  ,3.489534874732e-02  
  1.239967173710e-09  ,2.298937670651e-02  ,3.894486628097e-02  
  1.497943526879e-09  ,2.299126513670e-02  ,4.704191632363e-02  
  2.013896233216e-09  ,2.299929762359e-02  ,6.322621511633e-02  
  2.030019755289e-09  ,2.299966747159e-02  ,6.373172890322e-02  
  2.062266799435e-09  ,2.300044172672e-02  ,6.474270729081e-02  
  2.070328560472e-09  ,2.300064270777e-02  ,6.499544154601e-02  
  2.086452082545e-09  ,2.300105394154e-02  ,6.550089753290e-02  
  2.118699126691e-09  ,2.300191527532e-02  ,6.651175895870e-02  
  2.119706846820e-09  ,2.300194302813e-02  ,6.654334728373e-02  
  2.121722287079e-09  ,2.300199869269e-02  ,6.660652373368e-02  
  2.122226147144e-09  ,2.300201264197e-02  ,6.662231780446e-02  
  2.123233867274e-09  ,2.300204058041e-02  ,6.665390589592e-02  
  2.125249307533e-09  ,2.300209661720e-02  ,6.671708187841e-02  
  2.129280188051e-09  ,2.300220933375e-02  ,6.684343304072e-02  
  2.137341949088e-09  ,2.300243736406e-02  ,6.709613214758e-02  
  2.153465471161e-09  ,2.300290401943e-02  ,6.760151743354e-02  
  2.185712515307e-09  ,2.300388140083e-02  ,6.861223584059e-02  
  2.250206603599e-09  ,2.300602671250e-02  ,7.063346036470e-02  
  2.379194780183e-09  ,2.301120582173e-02  ,7.467503121285e-02  
  2.637171133352e-09  ,2.302633453193e-02  ,8.275442785214e-02  
  3.153123839688e-09  ,2.308892815572e-02  ,9.889638396918e-02  
  4.185029252362e-09  ,2.350480377756e-02  ,1.310981128446e-01  
  6.248840077710e-09  ,2.735358600478e-02  ,1.950545820382e-01  
  8.641966565442e-09  ,4.131823801116e-02  ,2.681723481460e-01  
  1.222867606480e-08  ,9.253200641503e-02  ,3.747945754348e-01  
  1.856390474637e-08  ,2.809155259974e-01  ,5.506996997077e-01  
  2.580065368016e-08  ,6.100997223784e-01  ,7.246672816532e-01  
  3.419149754841e-08  ,1.027048730844e+00  ,8.791890696960e-01  
  4.335124133427e-08  ,1.454438223289e+00  ,9.782644163060e-01  
  5.668182013829e-08  ,1.850878016300e+00  ,9.780485113845e-01  
  5.853906361659e-08  ,1.884194327538e+00  ,9.642328619870e-01  
  6.225355057318e-08  ,1.930982387490e+00  ,9.268147143146e-01  
  6.318217231233e-08  ,1.938524090482e+00  ,9.154666862093e-01  
  6.503941579063e-08  ,1.948593343022e+00  ,8.904436722388e-01  
  6.550372666020e-08  ,1.950062664810e+00  ,8.837108404549e-01  
  6.643234839935e-08  ,1.951741052341e+00  ,8.696825688104e-01  
  6.828959187765e-08  ,1.950059685285e+00  ,8.394182070264e-01  
  6.875390274723e-08  ,1.948590488878e+00  ,8.314014884645e-01  
  6.968252448638e-08  ,1.944397167715e+00  ,8.148391036006e-01  
  7.153976796467e-08  ,1.931015083554e+00  ,7.796486531443e-01  
  7.525425492127e-08  ,1.884560650256e+00  ,7.014361594779e-01  
  8.268322883446e-08  ,1.716554006989e+00  ,5.175818796916e-01  
  9.754117666085e-08  ,1.126192193174e+00  ,7.716941523446e-02  
  1.175415152152e-07  ,1.968783490369e-03  ,-5.236101665197e-01  
  1.375418537696e-07  ,-1.125022765243e+00  ,-9.243819145801e-01  
  1.575421923240e-07  ,-1.817831231899e+00  ,-9.720596318853e-01  
  1.600422346433e-07  ,-1.858508998932e+00  ,-9.506456629973e-01  
  1.650423192819e-07  ,-1.902507878211e+00  ,-8.904021567885e-01  
  1.662923404415e-07  ,-1.905709783764e+00  ,-8.718452889117e-01  
  1.666048457314e-07  ,-1.906023150939e+00  ,-8.669948508331e-01  
  1.672298563113e-07  ,-1.906067351023e+00  ,-8.570437534497e-01  
  1.672493878919e-07  ,-1.906056225772e+00  ,-8.567274372402e-01  
  1.672884510531e-07  ,-1.906031704742e+00  ,-8.560938372456e-01  
  1.672982168434e-07  ,-1.906025101480e+00  ,-8.559352357556e-01  
  1.673006582910e-07  ,-1.906023421103e+00  ,-8.558955727940e-01  
  1.673012686529e-07  ,-1.906022999162e+00  ,-8.558856562668e-01  
  1.673014212434e-07  ,-1.906022893561e+00  ,-8.558831770859e-01  
  1.673017264243e-07  ,-1.906022682220e+00  ,-8.558782186649e-01  
  1.673023367862e-07  ,-1.906022258985e+00  ,-8.558683015871e-01  
  1.673023558600e-07  ,-1.906022245747e+00  ,-8.558679916733e-01  
  1.673023940077e-07  ,-1.906022219269e+00  ,-8.558673718449e-01  
  1.673024035446e-07  ,-1.906022212649e+00  ,-8.558672168876e-01  
  1.673024059288e-07  ,-1.906022210994e+00  ,-8.558671781482e-01  
  1.673024106972e-07  ,-1.906022207684e+00  ,-8.558671006695e-01  
  1.673024202341e-07  ,-1.906022201064e+00  ,-8.558669457121e-01  
  1.673024393080e-07  ,-1.906022187822e+00  ,-8.558666357970e-01  
  1.673024774556e-07  ,-1.906022161338e+00  ,-8.558660159659e-01  
  1.673025537508e-07  ,-1.906022108360e+00  ,-8.558647763000e-01  
  1.673027063413e-07  ,-1.906022002371e+00  ,-8.558622969534e-01  
  1.673030115222e-07  ,-1.906021790252e+00  ,-8.558573382012e-01  
  1.673036218841e-07  ,-1.906021365461e+00  ,-8.558474204607e-01  
  1.673048426079e-07  ,-1.906020513663e+00  ,-8.558275840358e-01  
  1.673072840555e-07  ,-1.906018801198e+00  ,-8.557879074099e-01  
  1.673121669506e-07  ,-1.906015340799e+00  ,-8.557085390547e-01  
  1.673219327410e-07  ,-1.906008278128e+00  ,-8.555497419371e-01  
  1.673414643216e-07  ,-1.905993585325e+00  ,-8.552319061258e-01  
  1.673805274828e-07  ,-1.905961930135e+00  ,-8.545952686173e-01  
  1.674586538053e-07  ,-1.905889543534e+00  ,-8.533181334153e-01  
  1.676149064502e-07  ,-1.905708482583e+00  ,-8.507484492393e-01  
  1.679274117402e-07  ,-1.905201350382e+00  ,-8.455476431694e-01  
  1.685524223200e-07  ,-1.903608227085e+00  ,-8.349020449640e-01  
  1.698024434796e-07  ,-1.898116923601e+00  ,-8.126494322837e-01  
  1.723024857989e-07  ,-1.878011780734e+00  ,-7.644211854186e-01  
  1.773025704375e-07  ,-1.802307519246e+00  ,-6.541518927154e-01  
