  Time                 , (V(R3:2))@1          , V(U3:100)            
  6.586073614269e-07  ,1.812977185606e+01  ,2.890985781452e+01  
  6.683407999187e-07  ,1.853970306498e+01  ,2.515628367177e+01  
  6.749420143276e-07  ,1.868096871265e+01  ,2.125181174945e+01  
  6.827472425610e-07  ,1.875467759149e+01  ,1.547580334946e+01  
  6.842561713963e-07  ,1.876265512345e+01  ,1.424057262469e+01  
  6.872740290671e-07  ,1.877308466888e+01  ,1.167697304180e+01  
  6.880284934848e-07  ,1.877446281858e+01  ,1.101876349819e+01  
  6.882171095893e-07  ,1.877471882700e+01  ,1.085322940488e+01  
  6.885943417981e-07  ,1.877511887594e+01  ,1.052102380693e+01  
  6.893488062158e-07  ,1.877542937313e+01  ,9.852226539874e+00  
  6.895374223202e-07  ,1.877540287033e+01  ,9.684147685654e+00  
  6.899146545291e-07  ,1.877520878094e+01  ,9.346975800309e+00  
  6.906691189468e-07  ,1.877416425700e+01  ,8.668741307073e+00  
  6.919295709192e-07  ,1.876863940076e+01  ,7.524970763043e+00  
  6.920846826941e-07  ,1.876761172657e+01  ,7.383366172080e+00  
  6.921234606378e-07  ,1.876733681767e+01  ,7.347937498431e+00  
  6.921331551237e-07  ,1.876726689979e+01  ,7.339078624023e+00  
  6.921525440955e-07  ,1.876712561075e+01  ,7.321358833764e+00  
  6.921573913385e-07  ,1.876708998445e+01  ,7.316928461497e+00  
  6.921670858244e-07  ,1.876701836370e+01  ,7.308067208042e+00  
  6.921695094459e-07  ,1.876700038137e+01  ,7.305851788728e+00  
  6.921743566889e-07  ,1.876696432379e+01  ,7.301420823048e+00  
  6.921755684996e-07  ,1.876695529000e+01  ,7.300313055169e+00  
  6.921779921211e-07  ,1.876693719909e+01  ,7.298097487669e+00  
  6.921785980265e-07  ,1.876693267149e+01  ,7.297543589183e+00  
  6.921798098372e-07  ,1.876692361046e+01  ,7.296435784279e+00  
  6.921822334587e-07  ,1.876690546499e+01  ,7.294220142746e+00  
  6.921823091968e-07  ,1.876690489744e+01  ,7.294150903267e+00  
  6.921824606732e-07  ,1.876690376225e+01  ,7.294012424184e+00  
  6.921824985423e-07  ,1.876690347843e+01  ,7.293977804388e+00  
  6.921825080095e-07  ,1.876690340748e+01  ,7.293969149437e+00  
  6.921825269441e-07  ,1.876690326556e+01  ,7.293951839534e+00  
  6.921825648132e-07  ,1.876690298173e+01  ,7.293917219719e+00  
  6.921825659966e-07  ,1.876690297287e+01  ,7.293916137850e+00  
  6.921825683634e-07  ,1.876690295513e+01  ,7.293913974111e+00  
  6.921825689551e-07  ,1.876690295069e+01  ,7.293913433176e+00  
  6.921825701385e-07  ,1.876690294182e+01  ,7.293912351307e+00  
  6.921825704344e-07  ,1.876690293960e+01  ,7.293912080839e+00  
  6.921825710261e-07  ,1.876690293517e+01  ,7.293911539905e+00  
  6.921825722095e-07  ,1.876690292630e+01  ,7.293910458035e+00  
  6.921825745763e-07  ,1.876690290856e+01  ,7.293908294296e+00  
  6.921825793099e-07  ,1.876690287308e+01  ,7.293903966818e+00  
  6.921825887772e-07  ,1.876690280212e+01  ,7.293895311862e+00  
  6.921825911440e-07  ,1.876690278438e+01  ,7.293893148123e+00  
  6.921825958777e-07  ,1.876690274890e+01  ,7.293888820645e+00  
  6.921825970611e-07  ,1.876690274003e+01  ,7.293887738775e+00  
  6.921825994279e-07  ,1.876690272229e+01  ,7.293885575036e+00  
  6.921826041615e-07  ,1.876690268681e+01  ,7.293881247557e+00  
  6.921826136288e-07  ,1.876690261585e+01  ,7.293872592599e+00  
  6.921826325633e-07  ,1.876690247393e+01  ,7.293855282681e+00  
  6.921826704324e-07  ,1.876690219008e+01  ,7.293820662838e+00  
  6.921827461706e-07  ,1.876690162235e+01  ,7.293751423120e+00  
  6.921828976469e-07  ,1.876690048681e+01  ,7.293612943561e+00  
  6.921832005996e-07  ,1.876689821536e+01  ,7.293335983948e+00  
  6.921838065050e-07  ,1.876689367099e+01  ,7.292782062738e+00  
  6.921850183157e-07  ,1.876688457639e+01  ,7.291674212393e+00  
  6.921874419372e-07  ,1.876686636371e+01  ,7.289458479999e+00  
  6.921922891802e-07  ,1.876682984417e+01  ,7.285026888446e+00  
  6.922019836661e-07  ,1.876675642686e+01  ,7.276163198636e+00  
  6.922213726379e-07  ,1.876660806641e+01  ,7.258433795081e+00  
  6.922601505816e-07  ,1.876630513719e+01  ,7.222966915256e+00  
  6.923377064691e-07  ,1.876567357596e+01  ,7.152001048993e+00  
  6.924928182439e-07  ,1.876430018263e+01  ,7.009942364854e+00  
  6.928030417935e-07  ,1.876104385568e+01  ,6.725329001914e+00  
  6.934234888927e-07  ,1.875178776081e+01  ,6.154212994579e+00  
  6.935786006675e-07  ,1.874880497395e+01  ,6.011060164515e+00  
  6.938888242171e-07  ,1.874175818732e+01  ,5.724329693180e+00  
  6.939663801045e-07  ,1.873974991740e+01  ,5.652561055040e+00  
  6.941214918793e-07  ,1.873540598451e+01  ,5.508923536049e+00  
  6.944317154289e-07  ,1.872521090147e+01  ,5.221259469125e+00  
  6.950521625281e-07  ,1.869732753202e+01  ,4.644470913079e+00  
  6.962930567265e-07  ,1.859862924421e+01  ,3.485819983511e+00  
  6.987748451233e-07  ,1.812890624277e+01  ,1.154396192153e+00  
  6.992407858074e-07  ,1.799093109976e+01  ,7.154746767243e-01  
  7.001726671756e-07  ,1.765917286872e+01  ,-1.63E-01
  7.020364299119e-07  ,1.674168912932e+01  ,-1.92E+00
  7.057639553845e-07  ,1.391310692849e+01  ,-5.40E+00
  7.065768137277e-07  ,1.313832676463e+01  ,-6.15E+00
  7.082025304139e-07  ,1.153697718745e+01  ,-7.65E+00
  7.098345800937e-07  ,9.906323165126e+00  ,-9.12E+00
  7.117389484942e-07  ,7.983640192631e+00  ,-1.08E+01
  7.149572267831e-07  ,4.713916428832e+00  ,-1.36E+01
  7.177277251781e-07  ,1.892880219420e+00  ,-1.59E+01
  7.199494883121e-07  ,-3.64E-01,-1.76E+01
  7.220088287890e-07  ,-2.44E+00,-1.91E+01
  7.242201611102e-07  ,-4.65E+00,-2.07E+01
  7.256139784754e-07  ,-6.03E+00,-2.16E+01
  7.269223004282e-07  ,-7.30E+00,-2.25E+01
  7.281365588010e-07  ,-8.39E+00,-2.32E+01
  7.289029441476e-07  ,-9.04E+00,-2.36E+01
  7.296135432721e-07  ,-9.61E+00,-2.41E+01
  7.304437242151e-07  ,-1.02E+01,-2.45E+01
  7.312903895677e-07  ,-1.08E+01,-2.50E+01
  7.326678156555e-07  ,-1.17E+01,-2.57E+01
  7.337282195390e-07  ,-1.23E+01,-2.62E+01
  7.347483902872e-07  ,-1.28E+01,-2.66E+01
  7.367887317837e-07  ,-1.38E+01,-2.75E+01
  7.408694147766e-07  ,-1.53E+01,-2.88E+01
  7.481024384201e-07  ,-1.69E+01,-2.99E+01
  7.562772154511e-07  ,-1.80E+01,-2.94E+01
  7.661909579933e-07  ,-1.85E+01,-2.62E+01
  7.727809965313e-07  ,-1.87E+01,-2.26E+01
  7.805713236034e-07  ,-1.87E+01,-1.72E+01
  7.819446518720e-07  ,-1.88E+01,-1.61E+01
  7.822879839391e-07  ,-1.88E+01,-1.58E+01
  7.829746480734e-07  ,-1.88E+01,-1.53E+01
  7.843479763419e-07  ,-1.88E+01,-1.42E+01
  7.870946328790e-07  ,-1.88E+01,-1.18E+01
  7.875033437908e-07  ,-1.88E+01,-1.15E+01
  7.883207656146e-07  ,-1.88E+01,-1.08E+01
  7.899556092620e-07  ,-1.88E+01,-9.31E+00
  7.901452963874e-07  ,-1.88E+01,-9.14E+00
  7.905246706382e-07  ,-1.88E+01,-8.80E+00
  7.912834191397e-07  ,-1.88E+01,-8.11E+00
  7.914731062651e-07  ,-1.88E+01,-7.94E+00
  7.918524805159e-07  ,-1.88E+01,-7.60E+00
  7.919473240786e-07  ,-1.88E+01,-7.51E+00
  7.919710349693e-07  ,-1.88E+01,-7.49E+00
  7.920184567506e-07  ,-1.88E+01,-7.44E+00
  7.920303121959e-07  ,-1.88E+01,-7.43E+00
  7.920540230866e-07  ,-1.88E+01,-7.41E+00
  7.920599508093e-07  ,-1.88E+01,-7.41E+00
  7.920718062546e-07  ,-1.88E+01,-7.40E+00
  7.920747701159e-07  ,-1.88E+01,-7.39E+00
  7.920755110813e-07  ,-1.88E+01,-7.39E+00
  7.920769930119e-07  ,-1.88E+01,-7.39E+00
  7.920773634946e-07  ,-1.88E+01,-7.39E+00
  7.920781044599e-07  ,-1.88E+01,-7.39E+00
  7.920781276151e-07  ,-1.88E+01,-7.39E+00
  7.920781334039e-07  ,-1.88E+01,-7.39E+00
  7.920781449815e-07  ,-1.88E+01,-7.39E+00
  7.920781478759e-07  ,-1.88E+01,-7.39E+00
  7.920781536647e-07  ,-1.88E+01,-7.39E+00
  7.920781652423e-07  ,-1.88E+01,-7.39E+00
  7.920781883974e-07  ,-1.88E+01,-7.39E+00
  7.920782347078e-07  ,-1.88E+01,-7.39E+00
  7.920783273284e-07  ,-1.88E+01,-7.39E+00
  7.920785125698e-07  ,-1.88E+01,-7.39E+00
  7.920788830524e-07  ,-1.88E+01,-7.39E+00
  7.920796240178e-07  ,-1.88E+01,-7.39E+00
  7.920811059484e-07  ,-1.88E+01,-7.39E+00
  7.920840698098e-07  ,-1.88E+01,-7.38E+00
  7.920899975324e-07  ,-1.88E+01,-7.38E+00
  7.921018529778e-07  ,-1.88E+01,-7.37E+00
  7.921255638684e-07  ,-1.88E+01,-7.35E+00
  7.921729856498e-07  ,-1.88E+01,-7.30E+00
  7.922678292125e-07  ,-1.88E+01,-7.22E+00
  7.924575163379e-07  ,-1.88E+01,-7.04E+00
  7.928368905886e-07  ,-1.88E+01,-6.69E+00
  7.935956390902e-07  ,-1.87E+01,-6.00E+00
  7.951131360933e-07  ,-1.87E+01,-4.59E+00
  7.953934641882e-07  ,-1.87E+01,-4.33E+00
  7.959541203781e-07  ,-1.86E+01,-3.80E+00
  7.970754327580e-07  ,-1.85E+01,-2.75E+00
  7.993180575176e-07  ,-1.80E+01,-6.43E-01
  8.038033070370e-07  ,-1.55E+01,3.576009408929e+00  
  8.046274343833e-07  ,-1.49E+01,4.345908642868e+00  
  8.062756890758e-07  ,-1.34E+01,5.876453920520e+00  
  8.095721984609e-07  ,-1.01E+01,8.886224372504e+00  
  8.126101726993e-07  ,-7.07E+00,1.157636534224e+01  
  8.163779313072e-07  ,-3.24E+00,1.476371752322e+01  
  8.194136703714e-07  ,-1.55E-01,1.718352646442e+01  
  8.197049880727e-07  ,1.410958258111e-01  ,1.740786260038e+01  
  8.202876234754e-07  ,7.318936370464e-01  ,1.785214201909e+01  
  8.214528942808e-07  ,1.910000986610e+00  ,1.872261110130e+01  
  8.232330242499e-07  ,3.697764286229e+00  ,2.000356240202e+01  
  8.247197876080e-07  ,5.176886792505e+00  ,2.102564126453e+01  
  8.259025672778e-07  ,6.340614167391e+00  ,2.180609575845e+01  
  8.270056257352e-07  ,7.404887433665e+00  ,2.250683809923e+01  
  8.282796750172e-07  ,8.560744962426e+00  ,2.328251988587e+01  
  8.289055237874e-07  ,9.086840226351e+00  ,2.364997173398e+01  
  8.296318622633e-07  ,9.664137044394e+00  ,2.406495226915e+01  
  8.304254422291e-07  ,1.025571189222e+01  ,2.450401916047e+01  
  8.310881713732e-07  ,1.072066294217e+01  ,2.485903086022e+01  
  8.317606794044e-07  ,1.116643016418e+01  ,2.520826492754e+01  
  8.325773561701e-07  ,1.167499153240e+01  ,2.561722288575e+01  
  8.334226245388e-07  ,1.216587649873e+01  ,2.602273732693e+01  
  8.345038900479e-07  ,1.274522773392e+01  ,2.651468426815e+01  
  8.357870662912e-07  ,1.336896297802e+01  ,2.705875721291e+01  
  8.378106439813e-07  ,1.422524743144e+01  ,2.782710449698e+01  
  8.413679236873e-07  ,1.543224215196e+01  ,2.890362689978e+01  
  8.470214242443e-07  ,1.673829928918e+01  ,2.986875239616e+01  
  8.559144372448e-07  ,1.793532562768e+01  ,2.948362165667e+01  
  8.655152554020e-07  ,1.845301588944e+01  ,2.650623802040e+01  
  8.720158869728e-07  ,1.863288723280e+01  ,2.310585017928e+01  
  8.800103599533e-07  ,1.873461814088e+01  ,1.762565737205e+01  
  8.801781842812e-07  ,1.873601111213e+01  ,1.749741995024e+01  
  8.805138329371e-07  ,1.873872509069e+01  ,1.723948952173e+01  
  8.811851302489e-07  ,1.874389101113e+01  ,1.671790698303e+01  
  8.813529545768e-07  ,1.874512882360e+01  ,1.658634045621e+01  
  8.816886032327e-07  ,1.874754144454e+01  ,1.632182788721e+01  
  8.823599005445e-07  ,1.875211590164e+01  ,1.578738789232e+01  
  8.837024951681e-07  ,1.876021756045e+01  ,1.469768451468e+01  
  8.863876844152e-07  ,1.877172229968e+01  ,1.244183024944e+01  
  8.888541991218e-07  ,1.877595401026e+01  ,1.029132082602e+01  
  8.894708277985e-07  ,1.877590700645e+01  ,9.743530276176e+00  
  8.896249849676e-07  ,1.877582384494e+01  ,9.606003270555e+00  
  8.899332993060e-07  ,1.877555718977e+01  ,9.330276577948e+00  
  8.905499279826e-07  ,1.877457635457e+01  ,8.776223113545e+00  
  8.917831853359e-07  ,1.876988355643e+01  ,7.658445208742e+00  
  8.919644905581e-07  ,1.876881805288e+01  ,7.493107403423e+00  
  8.920098168637e-07  ,1.876853082572e+01  ,7.451734758344e+00  
  8.921004694748e-07  ,1.876792871598e+01  ,7.368944222813e+00  
  8.922817746970e-07  ,1.876660344575e+01  ,7.203184521117e+00  
  8.926443851414e-07  ,1.876336516080e+01  ,6.870969427199e+00  
  8.933696060303e-07  ,1.875359668338e+01  ,6.203907521261e+00  
  8.935468832824e-07  ,1.875039387678e+01  ,6.040343895150e+00  
  8.939014377865e-07  ,1.874261386329e+01  ,5.712659655726e+00  
  8.939900764126e-07  ,1.874035643871e+01  ,5.630626261945e+00  
  8.941673536646e-07  ,1.873539900989e+01  ,5.466429125269e+00  
  8.945219081688e-07  ,1.872345690212e+01  ,5.137531287752e+00  
  8.952310171771e-07  ,1.868880238764e+01  ,4.477864281391e+00  
  8.966492351937e-07  ,1.855902520252e+01  ,3.152192204634e+00  
  8.970037896979e-07  ,1.851132355091e+01  ,2.819693524794e+00  
  8.977128987062e-07  ,1.839163297748e+01  ,2.153687956301e+00  
  8.991311167228e-07  ,1.803836176713e+01  ,8.188015038876e-01  
  8.994856712270e-07  ,1.792437145223e+01  ,4.847223555425e-01  
  9.001947802353e-07  ,1.766164537841e+01  ,-1.84E-01
  9.016129982519e-07  ,1.698901896541e+01  ,-1.52E+00
  9.044494342852e-07  ,1.502974457132e+01  ,-4.18E+00
  9.051585432935e-07  ,1.441254380568e+01  ,-4.84E+00
  9.065767613101e-07  ,1.307881718167e+01  ,-6.15E+00
  9.094131973434e-07  ,1.028956515577e+01  ,-8.74E+00
  9.119996663976e-07  ,7.675125519908e+00  ,-1.10E+01
  9.155241635490e-07  ,4.096735592550e+00  ,-1.41E+01
  9.183702853370e-07  ,1.202708659152e+00  ,-1.64E+01
  9.186556891400e-07  ,9.124353695411e-01  ,-1.66E+01
  9.192264967460e-07  ,3.322807177041e-01  ,-1.70E+01
  9.203681119579e-07  ,-8.25E-01,-1.79E+01
  9.215629988211e-07  ,-2.03E+00,-1.88E+01
  9.225624942082e-07  ,-3.04E+00,-1.95E+01
  9.233878322738e-07  ,-3.86E+00,-2.01E+01
  9.242054403621e-07  ,-4.68E+00,-2.07E+01
  9.250791140694e-07  ,-5.54E+00,-2.13E+01
  9.258846149641e-07  ,-6.33E+00,-2.18E+01
  9.266134680110e-07  ,-7.04E+00,-2.23E+01
  9.272773147422e-07  ,-7.67E+00,-2.27E+01
  9.279393919605e-07  ,-8.28E+00,-2.31E+01
  9.287917383808e-07  ,-9.01E+00,-2.36E+01
  9.291624978978e-07  ,-9.31E+00,-2.38E+01
  9.296968907911e-07  ,-9.73E+00,-2.41E+01
  9.304325424928e-07  ,-1.03E+01,-2.45E+01
  9.313601397771e-07  ,-1.09E+01,-2.50E+01
  9.322189123231e-07  ,-1.15E+01,-2.54E+01
  9.339364574152e-07  ,-1.25E+01,-2.63E+01
  9.358195916611e-07  ,-1.34E+01,-2.71E+01
  9.377451942164e-07  ,-1.42E+01,-2.78E+01
  9.395717040497e-07  ,-1.49E+01,-2.84E+01
  9.432247237164e-07  ,-1.59E+01,-2.93E+01
  9.505307630497e-07  ,-1.73E+01,-3.00E+01
  9.593865231472e-07  ,-1.82E+01,-2.87E+01
  9.694105342823e-07  ,-1.86E+01,-2.46E+01
  9.757748202282e-07  ,-1.87E+01,-2.07E+01
  9.767255143124e-07  ,-1.87E+01,-2.00E+01
  9.786269024807e-07  ,-1.87E+01,-1.87E+01
  9.824296788174e-07  ,-1.88E+01,-1.57E+01
  9.830659584004e-07  ,-1.88E+01,-1.52E+01
  9.843385175663e-07  ,-1.88E+01,-1.42E+01
  9.868836358982e-07  ,-1.88E+01,-1.20E+01
  9.874723248977e-07  ,-1.88E+01,-1.15E+01
  9.886497028965e-07  ,-1.88E+01,-1.05E+01
  9.889440473962e-07  ,-1.88E+01,-1.02E+01
  9.895327363956e-07  ,-1.88E+01,-9.69E+00
  9.907101143944e-07  ,-1.88E+01,-8.63E+00
  9.909232475656e-07  ,-1.88E+01,-8.44E+00
  9.913495139080e-07  ,-1.88E+01,-8.05E+00
  9.922020465928e-07  ,-1.88E+01,-7.28E+00
  9.922182952614e-07  ,-1.88E+01,-7.26E+00
  9.922223574285e-07  ,-1.88E+01,-7.26E+00
  9.922304817628e-07  ,-1.88E+01,-7.25E+00
  9.922325128464e-07  ,-1.88E+01,-7.25E+00
  9.922365750135e-07  ,-1.88E+01,-7.24E+00
  9.922375905553e-07  ,-1.88E+01,-7.24E+00
  9.922396216388e-07  ,-1.88E+01,-7.24E+00
  9.922401294097e-07  ,-1.88E+01,-7.24E+00
  9.922402563525e-07  ,-1.88E+01,-7.24E+00
  9.922405102379e-07  ,-1.88E+01,-7.24E+00
  9.922410180088e-07  ,-1.88E+01,-7.24E+00
  9.922411449515e-07  ,-1.88E+01,-7.24E+00
  9.922411489185e-07  ,-1.88E+01,-7.24E+00
  9.922411568524e-07  ,-1.88E+01,-7.24E+00
  9.922411727202e-07  ,-1.88E+01,-7.24E+00
  9.922411766872e-07  ,-1.88E+01,-7.24E+00
  9.922411846211e-07  ,-1.88E+01,-7.24E+00
  9.922411866046e-07  ,-1.88E+01,-7.24E+00
  9.922411905716e-07  ,-1.88E+01,-7.24E+00
  9.922411985055e-07  ,-1.88E+01,-7.24E+00
  9.922412143733e-07  ,-1.88E+01,-7.24E+00
  9.922412461090e-07  ,-1.88E+01,-7.24E+00
  9.922413095804e-07  ,-1.88E+01,-7.24E+00
  9.922414365231e-07  ,-1.88E+01,-7.24E+00
  9.922416904085e-07  ,-1.88E+01,-7.24E+00
  9.922421981794e-07  ,-1.88E+01,-7.24E+00
  9.922432137212e-07  ,-1.88E+01,-7.24E+00
  9.922452448048e-07  ,-1.88E+01,-7.24E+00
  9.922493069719e-07  ,-1.88E+01,-7.23E+00
  9.922574313062e-07  ,-1.88E+01,-7.23E+00
  9.922736799747e-07  ,-1.88E+01,-7.21E+00
  9.923061773118e-07  ,-1.88E+01,-7.18E+00
  9.923711719860e-07  ,-1.88E+01,-7.12E+00
  9.925011613343e-07  ,-1.88E+01,-7.00E+00
  9.927611400311e-07  ,-1.88E+01,-6.76E+00
  9.932810974245e-07  ,-1.88E+01,-6.29E+00
  9.934110867728e-07  ,-1.88E+01,-6.17E+00
  9.936710654695e-07  ,-1.87E+01,-5.93E+00
  9.937360601437e-07  ,-1.87E+01,-5.87E+00
  9.938660494920e-07  ,-1.87E+01,-5.75E+00
  9.941260281887e-07  ,-1.87E+01,-5.50E+00
  9.946459855822e-07  ,-1.87E+01,-5.02E+00
  9.956859003690e-07  ,-1.87E+01,-4.05E+00
  9.977657299426e-07  ,-1.84E+01,-2.10E+00
  1.000000000000e-06  ,-1.77E+01,1.764234167536e-13  
