  Time                 , (V(R3:2))@2          , V(U3:100)            
  9.724819838603e-08  ,1.881257455132e+01  ,5.180565236255e+00  
  9.724923048061e-08  ,1.881256543922e+01  ,5.178627046378e+00  
  9.724948850426e-08  ,1.881256315996e+01  ,5.178142498057e+00  
  9.725000455155e-08  ,1.881255859994e+01  ,5.177173400396e+00  
  9.725013356338e-08  ,1.881255745962e+01  ,5.176931125768e+00  
  9.725039158702e-08  ,1.881255517862e+01  ,5.176446576257e+00  
  9.725045609294e-08  ,1.881255460829e+01  ,5.176325438826e+00  
  9.725047221941e-08  ,1.881255446571e+01  ,5.176295154465e+00  
  9.725050447237e-08  ,1.881255418053e+01  ,5.176234585739e+00  
  9.725051253561e-08  ,1.881255410923e+01  ,5.176219443557e+00  
  9.725052866209e-08  ,1.881255396664e+01  ,5.176189159191e+00  
  9.725052916604e-08  ,1.881255396218e+01  ,5.176188212805e+00  
  9.725053017394e-08  ,1.881255395327e+01  ,5.176186320032e+00  
  9.725053218975e-08  ,1.881255393544e+01  ,5.176182534486e+00  
  9.725053622137e-08  ,1.881255389979e+01  ,5.176174963394e+00  
  9.725054428461e-08  ,1.881255382850e+01  ,5.176159821211e+00  
  9.725056041109e-08  ,1.881255368590e+01  ,5.176129536842e+00  
  9.725059266405e-08  ,1.881255340070e+01  ,5.176068968102e+00  
  9.725065716996e-08  ,1.881255283027e+01  ,5.175947830605e+00  
  9.725078618178e-08  ,1.881255168933e+01  ,5.175705555546e+00  
  9.725104420543e-08  ,1.881254940707e+01  ,5.175221005175e+00  
  9.725156025272e-08  ,1.881254484107e+01  ,5.174251903413e+00  
  9.725259234731e-08  ,1.881253570308e+01  ,5.172313695808e+00  
  9.725465653648e-08  ,1.881251740321e+01  ,5.168437264287e+00  
  9.725878491484e-08  ,1.881248070763e+01  ,5.160684336057e+00  
  9.726704167154e-08  ,1.881240693100e+01  ,5.145178219299e+00  
  9.728355518494e-08  ,1.881225781958e+01  ,5.114164948246e+00  
  9.731658221174e-08  ,1.881195323076e+01  ,5.052134285204e+00  
  9.738263626534e-08  ,1.881131748168e+01  ,4.928056709113e+00  
  9.751474437255e-08  ,1.880993015508e+01  ,4.679838427099e+00  
  9.777896058697e-08  ,1.880660427524e+01  ,4.183164310009e+00  
  9.784501464058e-08  ,1.880564632222e+01  ,4.058949409476e+00  
  9.797712274779e-08  ,1.880354744205e+01  ,3.810467706917e+00  
  9.824133896220e-08  ,1.879849113215e+01  ,3.313311677627e+00  
  9.876977139104e-08  ,1.878372227696e+01  ,2.318349031854e+00  
  9.982663624871e-08  ,1.872285732541e+01  ,3.267813569005e-01  
  1.019403659641e-07  ,1.835267298097e+01  ,-3.66E+00
  1.045972430049e-07  ,1.712470593370e+01  ,-8.64E+00
  1.083292388259e-07  ,1.403274407486e+01  ,-1.55E+01
  1.118358545839e-07  ,1.047291789306e+01  ,-2.18E+01
  1.149770193635e-07  ,7.249608310635e+00  ,-2.72E+01
  1.179345273315e-07  ,4.211772377301e+00  ,-3.20E+01
  1.204129629670e-07  ,1.676271128732e+00  ,-3.59E+01
  1.226902329265e-07  ,-6.38E-01,-3.92E+01
  1.242859610258e-07  ,-2.25E+00,-4.15E+01
  1.255832933723e-07  ,-3.55E+00,-4.32E+01
  1.269171335636e-07  ,-4.88E+00,-4.49E+01
  1.281950944005e-07  ,-6.14E+00,-4.65E+01
  1.289816894471e-07  ,-6.91E+00,-4.74E+01
  1.296832547425e-07  ,-7.58E+00,-4.82E+01
  1.305056125759e-07  ,-8.33E+00,-4.91E+01
  1.313445479511e-07  ,-9.04E+00,-5.00E+01
  1.321047865688e-07  ,-9.65E+00,-5.08E+01
  1.328617655574e-07  ,-1.02E+01,-5.15E+01
  1.341227763234e-07  ,-1.11E+01,-5.27E+01
  1.358336158930e-07  ,-1.21E+01,-5.42E+01
  1.382684656321e-07  ,-1.34E+01,-5.60E+01
  1.431381651102e-07  ,-1.52E+01,-5.86E+01
  1.528775640665e-07  ,-1.73E+01,-5.98E+01
  1.616290160357e-07  ,-1.82E+01,-5.60E+01
  1.700243302523e-07  ,-1.86E+01,-4.85E+01
  1.770912059485e-07  ,-1.88E+01,-3.95E+01
  1.844881423651e-07  ,-1.88E+01,-2.81E+01
  1.853647963046e-07  ,-1.88E+01,-2.66E+01
  1.871181041836e-07  ,-1.88E+01,-2.36E+01
  1.906247199415e-07  ,-1.88E+01,-1.74E+01
  1.915013738810e-07  ,-1.88E+01,-1.58E+01
  1.917205373659e-07  ,-1.88E+01,-1.54E+01
  1.917753282371e-07  ,-1.88E+01,-1.53E+01
  1.918849099795e-07  ,-1.88E+01,-1.51E+01
  1.921040734644e-07  ,-1.88E+01,-1.47E+01
  1.925424004341e-07  ,-1.88E+01,-1.39E+01
  1.934190543736e-07  ,-1.88E+01,-1.23E+01
  1.935858076806e-07  ,-1.88E+01,-1.20E+01
  1.939193142946e-07  ,-1.88E+01,-1.14E+01
  1.945863275225e-07  ,-1.88E+01,-1.02E+01
  1.947530808295e-07  ,-1.88E+01,-9.85E+00
  1.950865874435e-07  ,-1.88E+01,-9.22E+00
  1.957536006714e-07  ,-1.88E+01,-7.98E+00
  1.959203539784e-07  ,-1.88E+01,-7.67E+00
  1.962538605924e-07  ,-1.88E+01,-7.05E+00
  1.963372372458e-07  ,-1.88E+01,-6.89E+00
  1.965039905528e-07  ,-1.88E+01,-6.58E+00
  1.968374971668e-07  ,-1.88E+01,-5.95E+00
  1.969208738203e-07  ,-1.88E+01,-5.79E+00
  1.970876271273e-07  ,-1.88E+01,-5.48E+00
  1.971293154540e-07  ,-1.88E+01,-5.40E+00
  1.972126921075e-07  ,-1.88E+01,-5.25E+00
  1.972335362709e-07  ,-1.88E+01,-5.21E+00
  1.972752245976e-07  ,-1.88E+01,-5.13E+00
  1.972856466793e-07  ,-1.88E+01,-5.11E+00
  1.973064908427e-07  ,-1.88E+01,-5.07E+00
  1.973071422228e-07  ,-1.88E+01,-5.07E+00
  1.973084449830e-07  ,-1.88E+01,-5.07E+00
  1.973087706731e-07  ,-1.88E+01,-5.07E+00
  1.973094220532e-07  ,-1.88E+01,-5.07E+00
  1.973095848982e-07  ,-1.88E+01,-5.07E+00
  1.973099105883e-07  ,-1.88E+01,-5.06E+00
  1.973099920108e-07  ,-1.88E+01,-5.06E+00
  1.973101548558e-07  ,-1.88E+01,-5.06E+00
  1.973101955670e-07  ,-1.88E+01,-5.06E+00
  1.973102057449e-07  ,-1.88E+01,-5.06E+00
  1.973102082893e-07  ,-1.88E+01,-5.06E+00
  1.973102133782e-07  ,-1.88E+01,-5.06E+00
  1.973102235560e-07  ,-1.88E+01,-5.06E+00
  1.973102261005e-07  ,-1.88E+01,-5.06E+00
  1.973102311894e-07  ,-1.88E+01,-5.06E+00
  1.973102324616e-07  ,-1.88E+01,-5.06E+00
  1.973102350061e-07  ,-1.88E+01,-5.06E+00
  1.973102400950e-07  ,-1.88E+01,-5.06E+00
  1.973102502728e-07  ,-1.88E+01,-5.06E+00
  1.973102706284e-07  ,-1.88E+01,-5.06E+00
  1.973103113397e-07  ,-1.88E+01,-5.06E+00
  1.973103927622e-07  ,-1.88E+01,-5.06E+00
  1.973105556072e-07  ,-1.88E+01,-5.06E+00
  1.973108812973e-07  ,-1.88E+01,-5.06E+00
  1.973115326774e-07  ,-1.88E+01,-5.06E+00
  1.973128354376e-07  ,-1.88E+01,-5.06E+00
  1.973154409580e-07  ,-1.88E+01,-5.05E+00
  1.973206519989e-07  ,-1.88E+01,-5.04E+00
  1.973310740805e-07  ,-1.88E+01,-5.02E+00
  1.973519182439e-07  ,-1.88E+01,-4.99E+00
  1.973936065707e-07  ,-1.88E+01,-4.91E+00
  1.974769832242e-07  ,-1.88E+01,-4.75E+00
  1.976437365311e-07  ,-1.88E+01,-4.44E+00
  1.976854248579e-07  ,-1.88E+01,-4.36E+00
  1.977688015114e-07  ,-1.88E+01,-4.20E+00
  1.979355548184e-07  ,-1.88E+01,-3.89E+00
  1.982690614323e-07  ,-1.88E+01,-3.26E+00
  1.989360746603e-07  ,-1.88E+01,-2.01E+00
  2.002701011162e-07  ,-1.87E+01,5.091224995369e-01  
  2.026587572555e-07  ,-1.81E+01,5.005813843909e+00  
  2.055000361662e-07  ,-1.64E+01,1.031581317325e+01  
  2.084854838114e-07  ,-1.39E+01,1.580598877458e+01  
  2.115826901655e-07  ,-1.07E+01,2.135422402592e+01  
  2.147272077064e-07  ,-7.50E+00,2.678027852896e+01  
  2.174388465147e-07  ,-4.72E+00,3.125157088792e+01  
  2.198308554153e-07  ,-2.27E+00,3.500867952363e+01  
  2.220142480592e-07  ,-4.29E-02,3.826612919533e+01  
  2.237671834092e-07  ,1.730189364323e+00  ,4.075182347544e+01  
  2.251131307940e-07  ,3.083030095973e+00  ,4.257692665780e+01  
  2.264248055081e-07  ,4.392880838911e+00  ,4.428235032780e+01  
  2.276820909838e-07  ,5.638322066422e+00  ,4.584652247251e+01  
  2.285148796301e-07  ,6.455789213030e+00  ,4.684335578063e+01  
  2.292644080381e-07  ,7.181960662435e+00  ,4.771313290645e+01  
  2.301121909778e-07  ,7.972129818439e+00  ,4.866501979313e+01  
  2.309698459367e-07  ,8.727371756798e+00  ,4.959286389777e+01  
  2.323444780569e-07  ,9.832053243601e+00  ,5.100462837667e+01  
  2.337936159830e-07  ,1.086791509387e+01  ,5.238988286730e+01  
  2.351648953418e-07  ,1.173561184012e+01  ,5.360078299957e+01  
  2.376761135320e-07  ,1.309019654009e+01  ,5.555896082330e+01  
  2.413414266567e-07  ,1.462297654366e+01  ,5.779385466098e+01  
  2.486720529060e-07  ,1.660634341187e+01  ,5.994779410374e+01  
  2.586796727638e-07  ,1.802804145039e+01  ,5.778315636836e+01  
  2.680897560577e-07  ,1.859366303313e+01  ,5.056881976014e+01  
  2.750910666446e-07  ,1.875363757768e+01  ,4.230485387442e+01  
  2.812445011596e-07  ,1.880832316933e+01  ,3.334283172438e+01  
  2.868689444523e-07  ,1.881901855588e+01  ,2.405538732218e+01  
  2.877053652565e-07  ,1.882019747812e+01  ,2.260289272767e+01  
  2.893782068650e-07  ,1.882229493299e+01  ,1.965209951206e+01  
  2.897964172672e-07  ,1.882277165335e+01  ,1.890560058325e+01  
  2.906328380714e-07  ,1.882362824508e+01  ,1.740294187220e+01  
  2.908419432725e-07  ,1.882381361117e+01  ,1.702535903510e+01  
  2.912601536746e-07  ,1.882414131249e+01  ,1.626800551555e+01  
  2.920965744789e-07  ,1.882464186505e+01  ,1.474500529806e+01  
  2.934276207025e-07  ,1.882476079039e+01  ,1.230080324418e+01  
  2.936394965883e-07  ,1.882469804517e+01  ,1.190964008778e+01  
  2.940632483597e-07  ,1.882446888288e+01  ,1.112574812851e+01  
  2.941691863026e-07  ,1.882438780228e+01  ,1.092946162265e+01  
  2.943810621883e-07  ,1.882419320313e+01  ,1.053652760602e+01  
  2.948048139597e-07  ,1.882365777159e+01  ,9.749276512859e+00  
  2.949107519026e-07  ,1.882349096377e+01  ,9.552188316905e+00  
  2.951226277883e-07  ,1.882311157437e+01  ,9.157696694874e+00  
  2.955463795598e-07  ,1.882214748233e+01  ,8.367513728105e+00  
  2.963938831027e-07  ,1.881901324216e+01  ,6.782839385006e+00  
  2.965330226953e-07  ,1.881831370074e+01  ,6.522184727444e+00  
  2.968113018806e-07  ,1.881667905099e+01  ,6.000506530081e+00  
  2.968808716770e-07  ,1.881621650079e+01  ,5.870013764194e+00  
  2.970200112696e-07  ,1.881521193131e+01  ,5.608944735481e+00  
  2.970547961678e-07  ,1.881494363385e+01  ,5.543660537762e+00  
  2.971243659641e-07  ,1.881438472581e+01  ,5.413072359389e+00  
  2.971417584132e-07  ,1.881424012816e+01  ,5.380421250208e+00  
  2.971765433113e-07  ,1.881394477853e+01  ,5.315114222572e+00  
  2.971852395359e-07  ,1.881386964216e+01  ,5.298786470840e+00  
  2.971874135920e-07  ,1.881385077538e+01  ,5.294704471064e+00  
  2.971917617043e-07  ,1.881381294195e+01  ,5.286540397433e+00  
  2.972004579288e-07  ,1.881373687338e+01  ,5.270211954389e+00  
  2.972007296858e-07  ,1.881373448759e+01  ,5.269701684200e+00  
  2.972007976251e-07  ,1.881373389106e+01  ,5.269574116592e+00  
  2.972009335036e-07  ,1.881373269790e+01  ,5.269318981305e+00  
  2.972009674732e-07  ,1.881373239959e+01  ,5.269255197469e+00  
  2.972010354125e-07  ,1.881373180294e+01  ,5.269127629777e+00  
  2.972010523973e-07  ,1.881373165377e+01  ,5.269095737850e+00  
  2.972010863669e-07  ,1.881373135543e+01  ,5.269031953993e+00  
  2.972010948593e-07  ,1.881373128085e+01  ,5.269016008027e+00  
  2.972011118441e-07  ,1.881373113167e+01  ,5.268984116096e+00  
  2.972011160903e-07  ,1.881373109438e+01  ,5.268976143112e+00  
  2.972011245827e-07  ,1.881373101979e+01  ,5.268960197146e+00  
  2.972011415676e-07  ,1.881373087062e+01  ,5.268928305211e+00  
  2.972011420983e-07  ,1.881373086595e+01  ,5.268927308588e+00  
  2.972011431599e-07  ,1.881373085663e+01  ,5.268925315342e+00  
  2.972011452830e-07  ,1.881373083798e+01  ,5.268921328850e+00  
  2.972011495292e-07  ,1.881373080069e+01  ,5.268913355866e+00  
  2.972011580216e-07  ,1.881373072610e+01  ,5.268897409898e+00  
  2.972011750064e-07  ,1.881373057692e+01  ,5.268865517961e+00  
  2.972012089760e-07  ,1.881373027855e+01  ,5.268801734081e+00  
  2.972012769153e-07  ,1.881372968178e+01  ,5.268674166305e+00  
  2.972014127938e-07  ,1.881372848816e+01  ,5.268419030679e+00  
  2.972016845508e-07  ,1.881372610052e+01  ,5.267908759140e+00  
  2.972022280649e-07  ,1.881372132365e+01  ,5.266888214910e+00  
  2.972033150929e-07  ,1.881371176358e+01  ,5.264847121843e+00  
  2.972054891491e-07  ,1.881369261808e+01  ,5.260764917291e+00  
  2.972098372613e-07  ,1.881365422539e+01  ,5.252600434584e+00  
  2.972185334859e-07  ,1.881357703096e+01  ,5.236271175289e+00  
  2.972359259349e-07  ,1.881342098789e+01  ,5.203611485441e+00  
  2.972707108331e-07  ,1.881310213783e+01  ,5.138287454836e+00  
  2.973402806294e-07  ,1.881243615640e+01  ,5.007621063042e+00  
  2.974794202221e-07  ,1.881098045105e+01  ,4.746217141871e+00  
  2.977576994074e-07  ,1.880747520715e+01  ,4.223142233071e+00  
  2.978272692037e-07  ,1.880646203219e+01  ,4.092321510735e+00  
  2.979664087963e-07  ,1.880423594464e+01  ,3.830622045924e+00  
  2.982446879816e-07  ,1.879883873419e+01  ,3.307008538953e+00  
  2.988012463522e-07  ,1.878283849133e+01  ,2.259063309106e+00  
  2.999143630934e-07  ,1.871504804045e+01  ,1.614215712343e-01  
  3.020847172213e-07  ,1.831030152894e+01  ,-3.93E+00
  3.047788471651e-07  ,1.700161041923e+01  ,-8.97E+00
  3.085577816439e-07  ,1.379690390367e+01  ,-1.59E+01
  3.120006949377e-07  ,1.029174481738e+01  ,-2.21E+01
  3.158928782416e-07  ,6.299163074396e+00  ,-2.87E+01
  3.190824717951e-07  ,3.028256419509e+00  ,-3.39E+01
  3.215828866434e-07  ,4.774852000148e-01  ,-3.76E+01
  3.239465833378e-07  ,-1.92E+00,-4.10E+01
  3.253469199610e-07  ,-3.32E+00,-4.29E+01
  3.266798288298e-07  ,-4.65E+00,-4.46E+01
  3.283379555416e-07  ,-6.29E+00,-4.66E+01
  3.298331008029e-07  ,-7.72E+00,-4.84E+01
  3.305387639177e-07  ,-8.35E+00,-4.91E+01
  3.311922729683e-07  ,-8.91E+00,-4.98E+01
  3.320816860271e-07  ,-9.63E+00,-5.07E+01
  3.330193415952e-07  ,-1.03E+01,-5.17E+01
  3.338692665768e-07  ,-1.09E+01,-5.25E+01
  3.346630328071e-07  ,-1.14E+01,-5.32E+01
  3.362505652678e-07  ,-1.23E+01,-5.45E+01
  3.378109031093e-07  ,-1.31E+01,-5.57E+01
  3.409315787924e-07  ,-1.45E+01,-5.76E+01
  3.444162153376e-07  ,-1.56E+01,-5.91E+01
  3.483113788736e-07  ,-1.65E+01,-5.99E+01
  3.561017059458e-07  ,-1.77E+01,-5.89E+01
  3.644701980722e-07  ,-1.83E+01,-5.39E+01
  3.740874075067e-07  ,-1.86E+01,-4.36E+01
  3.804986321104e-07  ,-1.87E+01,-3.45E+01
  3.881742202413e-07  ,-1.88E+01,-2.18E+01
  3.895736255420e-07  ,-1.88E+01,-1.93E+01
  3.899234768671e-07  ,-1.88E+01,-1.87E+01
  3.906231795174e-07  ,-1.88E+01,-1.74E+01
  3.907981051800e-07  ,-1.88E+01,-1.71E+01
  3.911479565052e-07  ,-1.88E+01,-1.65E+01
  3.918476591555e-07  ,-1.88E+01,-1.52E+01
  3.932286242691e-07  ,-1.88E+01,-1.27E+01
  3.934459949580e-07  ,-1.88E+01,-1.23E+01
  3.938807363359e-07  ,-1.88E+01,-1.15E+01
  3.947502190915e-07  ,-1.88E+01,-9.85E+00
  3.949257966799e-07  ,-1.88E+01,-9.52E+00
  3.952769518567e-07  ,-1.88E+01,-8.87E+00
  3.959792622102e-07  ,-1.88E+01,-7.56E+00
  3.961548397985e-07  ,-1.88E+01,-7.23E+00
  3.965059949753e-07  ,-1.88E+01,-6.57E+00
  3.965937837695e-07  ,-1.88E+01,-6.41E+00
  3.967693613579e-07  ,-1.88E+01,-6.08E+00
  3.971205165346e-07  ,-1.88E+01,-5.42E+00
  3.972083053288e-07  ,-1.88E+01,-5.26E+00
  3.973838829172e-07  ,-1.88E+01,-4.93E+00
  3.973893697168e-07  ,-1.88E+01,-4.92E+00
  3.974003433161e-07  ,-1.88E+01,-4.89E+00
  3.974222905147e-07  ,-1.88E+01,-4.85E+00
  3.974229763646e-07  ,-1.88E+01,-4.85E+00
  3.974231478271e-07  ,-1.88E+01,-4.85E+00
  3.974231906927e-07  ,-1.88E+01,-4.85E+00
  3.974232764240e-07  ,-1.88E+01,-4.85E+00
  3.974232978568e-07  ,-1.88E+01,-4.85E+00
  3.974233407224e-07  ,-1.88E+01,-4.85E+00
  3.974233514388e-07  ,-1.88E+01,-4.85E+00
  3.974233728716e-07  ,-1.88E+01,-4.85E+00
  3.974233782298e-07  ,-1.88E+01,-4.85E+00
  3.974233889462e-07  ,-1.88E+01,-4.85E+00
  3.974233916253e-07  ,-1.88E+01,-4.85E+00
  3.974233969835e-07  ,-1.88E+01,-4.85E+00
  3.974234076999e-07  ,-1.88E+01,-4.85E+00
  3.974234103790e-07  ,-1.88E+01,-4.85E+00
  3.974234157372e-07  ,-1.88E+01,-4.85E+00
  3.974234264536e-07  ,-1.88E+01,-4.85E+00
  3.974234478865e-07  ,-1.88E+01,-4.85E+00
  3.974234907521e-07  ,-1.88E+01,-4.85E+00
  3.974235764833e-07  ,-1.88E+01,-4.85E+00
  3.974237479458e-07  ,-1.88E+01,-4.85E+00
  3.974240908708e-07  ,-1.88E+01,-4.85E+00
  3.974247767207e-07  ,-1.88E+01,-4.85E+00
  3.974261484207e-07  ,-1.88E+01,-4.85E+00
  3.974288918205e-07  ,-1.88E+01,-4.84E+00
  3.974343786201e-07  ,-1.88E+01,-4.83E+00
  3.974453522194e-07  ,-1.88E+01,-4.81E+00
