  Time                 , V(R3:2)              , V(U3:100)            
  0.000000000000e+00  ,2.298513390455e-02  ,0.000000000000e+00  
  2.000000000000e-10  ,2.298537849292e-02  ,5.026515172447e-03  
  2.763800926507e-10  ,2.298549594070e-02  ,6.946102070915e-03  
  4.291402779520e-10  ,2.298578830390e-02  ,1.078514483168e-02  
  7.346606485546e-10  ,2.298658699621e-02  ,1.846239675151e-02  
  8.110407412052e-10  ,2.298682656125e-02  ,2.038147159900e-02  
  9.638009265065e-10  ,2.298736006791e-02  ,2.421925818491e-02  
  1.001990972832e-09  ,2.298750536552e-02  ,2.517862112726e-02  
  1.078371065482e-09  ,2.298781249242e-02  ,2.709723690008e-02  
  1.097466088645e-09  ,2.298789277874e-02  ,2.757686689641e-02  
  1.135656134970e-09  ,2.298805799541e-02  ,2.853609694458e-02  
  1.212036227621e-09  ,2.298840872750e-02  ,3.045443243038e-02  
  1.214423105516e-09  ,2.298842014033e-02  ,3.051437764628e-02  
  1.219196861307e-09  ,2.298844305461e-02  ,3.063426756302e-02  
  1.228744372888e-09  ,2.298848924268e-02  ,3.087404532676e-02  
  1.231131250784e-09  ,2.298850086497e-02  ,3.093398933454e-02  
  1.231727970258e-09  ,2.298850377526e-02  ,3.094897530931e-02  
  1.232921409205e-09  ,2.298850960157e-02  ,3.097894722624e-02  
  1.235308287101e-09  ,2.298852127715e-02  ,3.103889092940e-02  
  1.235905006574e-09  ,2.298852420085e-02  ,3.105387682793e-02  
  1.237098445522e-09  ,2.298853005401e-02  ,3.108384859225e-02  
  1.237396805259e-09  ,2.298853151850e-02  ,3.109134152651e-02  
  1.237993524733e-09  ,2.298853444894e-02  ,3.110632738682e-02  
  1.239186963681e-09  ,2.298854031561e-02  ,3.113629907465e-02  
  1.241573841576e-09  ,2.298855207222e-02  ,3.119624231895e-02  
  1.246347597367e-09  ,2.298857567912e-02  ,3.131612828098e-02  
  1.255895108948e-09  ,2.298862327226e-02  ,3.155589808930e-02  
  1.274990132111e-09  ,2.298872001486e-02  ,3.203542916745e-02  
  1.313180178436e-09  ,2.298892005864e-02  ,3.299445656587e-02  
  1.389560271087e-09  ,2.298934943809e-02  ,3.491236749954e-02  
  1.542320456388e-09  ,2.299035724024e-02  ,3.874757526511e-02  
  1.847840826990e-09  ,2.299338130510e-02  ,4.641522526071e-02  
  1.924220919641e-09  ,2.299440845194e-02  ,4.833149722020e-02  
  1.943315942804e-09  ,2.299468859784e-02  ,4.881052215897e-02  
  1.981505989129e-09  ,2.299528059900e-02  ,4.976851916848e-02  
  1.991053500710e-09  ,2.299543545905e-02  ,5.000800728099e-02  
  2.010148523873e-09  ,2.299575384680e-02  ,5.048696998735e-02  
  2.014922279664e-09  ,2.299583527249e-02  ,5.060670783185e-02  
  2.024469791245e-09  ,2.299600037778e-02  ,5.084618010346e-02  
  2.026856669140e-09  ,2.299604213106e-02  ,5.090604745745e-02  
  2.031630424931e-09  ,2.299612621860e-02  ,5.102578130638e-02  
  2.031779604800e-09  ,2.299612885885e-02  ,5.102952297068e-02  
  2.032077964536e-09  ,2.299613414164e-02  ,5.103700629591e-02  
  2.032152554471e-09  ,2.299613546281e-02  ,5.103887712652e-02  
  2.032171201954e-09  ,2.299613579314e-02  ,5.103934483413e-02  
  2.032208496921e-09  ,2.299613645382e-02  ,5.104028024930e-02  
  2.032217820663e-09  ,2.299613661900e-02  ,5.104051410308e-02  
  2.032236468147e-09  ,2.299613694936e-02  ,5.104098181062e-02  
  2.032241130018e-09  ,2.299613703196e-02  ,5.104109873751e-02  
  2.032250453759e-09  ,2.299613719714e-02  ,5.104133259127e-02  
  2.032269101243e-09  ,2.299613752753e-02  ,5.104180029879e-02  
  2.032273763114e-09  ,2.299613761013e-02  ,5.104191722567e-02  
  2.032283086856e-09  ,2.299613777533e-02  ,5.104215107941e-02  
  2.032301734339e-09  ,2.299613810573e-02  ,5.104261878690e-02  
  2.032339029306e-09  ,2.299613876658e-02  ,5.104355420182e-02  
  2.032413619240e-09  ,2.299614008843e-02  ,5.104542503145e-02  
  2.032562799109e-09  ,2.299614273268e-02  ,5.104916668986e-02  
  2.032861158846e-09  ,2.299614802348e-02  ,5.105665000333e-02  
  2.033457878320e-09  ,2.299615861426e-02  ,5.107161661680e-02  
  2.034651317267e-09  ,2.299617983257e-02  ,5.110154978990e-02  
  2.037038195163e-09  ,2.299622241663e-02  ,5.116141592056e-02  
  2.037634914637e-09  ,2.299623309342e-02  ,5.117638240829e-02  
  2.038828353584e-09  ,2.299625448406e-02  ,5.120631532978e-02  
  2.039126713321e-09  ,2.299625983945e-02  ,5.121379854891e-02  
  2.039723432795e-09  ,2.299627055953e-02  ,5.122876497367e-02  
  2.040916871743e-09  ,2.299629203691e-02  ,5.125869776916e-02  
  2.043303749638e-09  ,2.299633514106e-02  ,5.131856314395e-02  
  2.048077505429e-09  ,2.299642195060e-02  ,5.143829302752e-02  
  2.057625017010e-09  ,2.299659800471e-02  ,5.167774932116e-02  
  2.076720040173e-09  ,2.299696009745e-02  ,5.215664793914e-02  
  2.114910086498e-09  ,2.299772624358e-02  ,5.311438869463e-02  
  2.191290179149e-09  ,2.299944366677e-02  ,5.502963945874e-02  
  2.344050364450e-09  ,2.300377592798e-02  ,5.885917940481e-02  
  2.649570735052e-09  ,2.301760475225e-02  ,6.651410431087e-02  
  3.260611476258e-09  ,2.308402458409e-02  ,8.180486667472e-02  
  4.482692958668e-09  ,2.360048920142e-02  ,1.122903349618e-01  
  6.844527007893e-09  ,2.838161153404e-02  ,1.706991684864e-01  
  9.300983430699e-09  ,4.280216029023e-02  ,2.304469775746e-01  
  1.343531060393e-08  ,9.987387733182e-02  ,3.277290286949e-01  
  2.009612965758e-08  ,2.788680944570e-01  ,4.721806410481e-01  
  2.806080031569e-08  ,5.840999395850e-01  ,6.173835031077e-01  
  3.782106089766e-08  ,9.764181438362e-01  ,7.421539036203e-01  
  4.780483889754e-08  ,1.303638361939e+00  ,7.980983945856e-01  
  6.509912657912e-08  ,1.564194770324e+00  ,7.116707279863e-01  
  6.723632562335e-08  ,1.566716607328e+00  ,6.855512143403e-01  
  6.724467405712e-08  ,1.566712537033e+00  ,6.854430463001e-01  
  6.726137092465e-08  ,1.566704070324e+00  ,6.852265687773e-01  
  6.729476465971e-08  ,1.566685831350e+00  ,6.847930481707e-01  
  6.729580821394e-08  ,1.566685233333e+00  ,6.847794885050e-01  
  6.729789532238e-08  ,1.566684032196e+00  ,6.847523669655e-01  
  6.729841709949e-08  ,1.566683730850e+00  ,6.847455861206e-01  
  6.729946065371e-08  ,1.566683126880e+00  ,6.847320238789e-01  
  6.729972154226e-08  ,1.566682975622e+00  ,6.847286332035e-01  
  6.730024331937e-08  ,1.566682672788e+00  ,6.847218517146e-01  
  6.730037376365e-08  ,1.566682597012e+00  ,6.847201563137e-01  
  6.730063465221e-08  ,1.566682445382e+00  ,6.847167654773e-01  
  6.730069987435e-08  ,1.566682407458e+00  ,6.847159177610e-01  
  6.730083031862e-08  ,1.566682331590e+00  ,6.847142223198e-01  
  6.730086292969e-08  ,1.566682312619e+00  ,6.847137984577e-01  
  6.730092815183e-08  ,1.566682274672e+00  ,6.847129507313e-01  
  6.730094445737e-08  ,1.566682265184e+00  ,6.847127387993e-01  
  6.730097706843e-08  ,1.566682246207e+00  ,6.847123149347e-01  
  6.730104229057e-08  ,1.566682208248e+00  ,6.847114672033e-01  
  6.730117273485e-08  ,1.566682132310e+00  ,6.847097717319e-01  
  6.730143362341e-08  ,1.566681980354e+00  ,6.847063807546e-01  
  6.730195540052e-08  ,1.566681676125e+00  ,6.846995986621e-01  
  6.730299895474e-08  ,1.566681066389e+00  ,6.846860339251e-01  
