  Time                 , (V(R3:2))@1          , V(U3:100)            
  2.342407455104e-09  ,2.579318276636e-02  ,7.352250052364e+00  
  2.342476701757e-09  ,2.579350431013e-02  ,7.352467008350e+00  
  2.342615195063e-09  ,2.579414751439e-02  ,7.352900920218e+00  
  2.342892181674e-09  ,2.579543438995e-02  ,7.353768743537e+00  
  2.343446154897e-09  ,2.579801001027e-02  ,7.355504388504e+00  
  2.344554101343e-09  ,2.580316873636e-02  ,7.358975671754e+00  
  2.346769994234e-09  ,2.581351619971e-02  ,7.365918211503e+00  
  2.351201780017e-09  ,2.583433172713e-02  ,7.379803183878e+00  
  2.360065351583e-09  ,2.587644966187e-02  ,7.407572699195e+00  
  2.377792494714e-09  ,2.596266931754e-02  ,7.463110004560e+00  
  2.413246780976e-09  ,2.614334118622e-02  ,7.574177653928e+00  
  2.484155353501e-09  ,2.654011297332e-02  ,7.796284624957e+00  
  2.625972498551e-09  ,2.749730333213e-02  ,8.240381398749e+00  
  2.909606788650e-09  ,3.027425998699e-02  ,9.128075424157e+00  
  3.476875368848e-09  ,4.147477470540e-02  ,1.090121877390e+01  
  4.391527269378e-09  ,8.955306678778e-02  ,1.375266460888e+01  
  5.746601615444e-09  ,2.918629257914e-01  ,1.795557213568e+01  
  5.974216852680e-09  ,3.458176722413e-01  ,1.865855990928e+01  
  6.429447327152e-09  ,4.771387349557e-01  ,2.006163735974e+01  
  7.339908276096e-09  ,8.446083768613e-01  ,2.285519656698e+01  
  9.160830173984e-09  ,2.011007841950e+00  ,2.838395318702e+01  
  1.078747818281e-08  ,3.395811102012e+00  ,3.324485609303e+01  
  1.367606828023e-08  ,6.113481602944e+00  ,4.165493264407e+01  
  1.566127548029e-08  ,8.020470550378e+00  ,4.724014925060e+01  
  1.752913603593e-08  ,9.649884762211e+00  ,5.232787975882e+01  
  1.945175835897e-08  ,1.107423477070e+01  ,5.737646405597e+01  
  2.080552885343e-08  ,1.192795014426e+01  ,6.080681999340e+01  
  2.200488606502e-08  ,1.259594344892e+01  ,6.375422562215e+01  
  2.317034313489e-08  ,1.317604759733e+01  ,6.653165866701e+01  
  2.392797404934e-08  ,1.352428830644e+01  ,6.828958723743e+01  
  2.452653506805e-08  ,1.378438115235e+01  ,6.965112018544e+01  
  2.519000927021e-08  ,1.405809020493e+01  ,7.113151028010e+01  
  2.586521813680e-08  ,1.432145660907e+01  ,7.260635253202e+01  
  2.682075509836e-08  ,1.467000524127e+01  ,7.463752536301e+01  
  2.774937683751e-08  ,1.498276114259e+01  ,7.654706162648e+01  
  2.867222437669e-08  ,1.527028492316e+01  ,7.838018981610e+01  
  2.962366351892e-08  ,1.554455962265e+01  ,8.020112526965e+01  
  3.097110101987e-08  ,1.589775011910e+01  ,8.265699245928e+01  
  3.326960513402e-08  ,1.641713408208e+01  ,8.650226285838e+01  
  3.686078498174e-08  ,1.705117286027e+01  ,9.160089001645e+01  
  4.404314467718e-08  ,1.787855317695e+01  ,9.825403305835e+01  
  5.312242219259e-08  ,1.844493726022e+01  ,9.951926612493e+01  
  6.305553624441e-08  ,1.867551311446e+01  ,9.170603162971e+01  
  6.972678611089e-08  ,1.875322599915e+01  ,8.140322495007e+01  
  7.716097543050e-08  ,1.879289086278e+01  ,6.575099689972e+01  
  8.842029282857e-08  ,1.882324511846e+01  ,3.558161547958e+01  
  8.981057116796e-08  ,1.882469631920e+01  ,3.146713045795e+01  
  9.259112784673e-08  ,1.882712975869e+01  ,2.306606464700e+01  
  9.328626701643e-08  ,1.882764763836e+01  ,2.093577833051e+01  
  9.346005180885e-08  ,1.882777196395e+01  ,2.040160692037e+01  
  9.380762139370e-08  ,1.882801439322e+01  ,1.933145569176e+01  
  9.389451378991e-08  ,1.882807367728e+01  ,1.906355276087e+01  
  9.406829858233e-08  ,1.882819049525e+01  ,1.852732272135e+01  
  9.411174478044e-08  ,1.882821930454e+01  ,1.839317829786e+01  
  9.419863717665e-08  ,1.882827625565e+01  ,1.812478690364e+01  
  9.437242196907e-08  ,1.882837885763e+01  ,1.758760092766e+01  
  9.471999155392e-08  ,1.882852701687e+01  ,1.651167228823e+01  
  9.533224301447e-08  ,1.882866707401e+01  ,1.461169143952e+01  
  9.594756783952e-08  ,1.882864812743e+01  ,1.269672789922e+01  
  9.608980407973e-08  ,1.882862029168e+01  ,1.225337067272e+01  
  9.637427656014e-08  ,1.882853179453e+01  ,1.136593107674e+01  
  9.644539468025e-08  ,1.882850233759e+01  ,1.114392656619e+01  
  9.658763092045e-08  ,1.882843319161e+01  ,1.069975176772e+01  
  9.687210340087e-08  ,1.882824735823e+01  ,9.810770108232e+00  
  9.744104836170e-08  ,1.882762264372e+01  ,8.030527129315e+00  
  9.758328460191e-08  ,1.882740341508e+01  ,7.585043289022e+00  
  9.786775708233e-08  ,1.882685697328e+01  ,6.693630147851e+00  
  9.793887520243e-08  ,1.882669554955e+01  ,6.470690547279e+00  
  9.808111144264e-08  ,1.882633625258e+01  ,6.024715557342e+00  
  9.836558392306e-08  ,1.882543881312e+01  ,5.132413592708e+00  
  9.893452888389e-08  ,1.882248268515e+01  ,3.346651203551e+00  
  9.904598491301e-08  ,1.882167648542e+01  ,2.996678100574e+00  
  9.926889697124e-08  ,1.881971785723e+01  ,2.296625964025e+00  
  9.932462498580e-08  ,1.881914856575e+01  ,2.121593990181e+00  
  9.933855698944e-08  ,1.881900052343e+01  ,2.077834959680e+00  
  9.934203999035e-08  ,1.881896315088e+01  ,2.066895139532e+00  
  9.934291074058e-08  ,1.881895378491e+01  ,2.064160180623e+00  
  9.934465224103e-08  ,1.881893502521e+01  ,2.058690258174e+00  
  9.934508761614e-08  ,1.881893032947e+01  ,2.057322776598e+00  
  9.934595836637e-08  ,1.881892093098e+01  ,2.054587812292e+00  
  9.934617605393e-08  ,1.881891857990e+01  ,2.053904070975e+00  
  9.934661142904e-08  ,1.881891387599e+01  ,2.052536588053e+00  
  9.934672027282e-08  ,1.881891269965e+01  ,2.052194717262e+00  
  9.934693796038e-08  ,1.881891034652e+01  ,2.051510975609e+00  
  9.934737333549e-08  ,1.881890563852e+01  ,2.050143492016e+00  
  9.934738694096e-08  ,1.881890549136e+01  ,2.050100758147e+00  
  9.934741415191e-08  ,1.881890519703e+01  ,2.050015290409e+00  
  9.934742095464e-08  ,1.881890512345e+01  ,2.049993923474e+00  
  9.934743456012e-08  ,1.881890497627e+01  ,2.049951189605e+00  
  9.934746177106e-08  ,1.881890468193e+01  ,2.049865721864e+00  
  9.934746262140e-08  ,1.881890467273e+01  ,2.049863050997e+00  
  9.934746432209e-08  ,1.881890465433e+01  ,2.049857709263e+00  
  9.934746772346e-08  ,1.881890461754e+01  ,2.049847025795e+00  
  9.934747452619e-08  ,1.881890454395e+01  ,2.049825658860e+00  
  9.934747622688e-08  ,1.881890452555e+01  ,2.049820317126e+00  
  9.934747962824e-08  ,1.881890448876e+01  ,2.049809633658e+00  
  9.934748643098e-08  ,1.881890441517e+01  ,2.049788266722e+00  
  9.934750003645e-08  ,1.881890426798e+01  ,2.049745532851e+00  
  9.934752724740e-08  ,1.881890397361e+01  ,2.049660065107e+00  
  9.934758166929e-08  ,1.881890338485e+01  ,2.049489129613e+00  
  9.934769051306e-08  ,1.881890220720e+01  ,2.049147258609e+00  
  9.934790820062e-08  ,1.881889985147e+01  ,2.048463516529e+00  
  9.934834357574e-08  ,1.881889513826e+01  ,2.047096032081e+00  
  9.934921432596e-08  ,1.881888570482e+01  ,2.044361062036e+00  
  9.935095582642e-08  ,1.881886680980e+01  ,2.038891117359e+00  
  9.935443882733e-08  ,1.881882890695e+01  ,2.027951209713e+00  
  9.936140482915e-08  ,1.881875264771e+01  ,2.006071321708e+00  
  9.937533683279e-08  ,1.881859829642e+01  ,1.962311258519e+00  
  9.940320084007e-08  ,1.881828211109e+01  ,1.874790012767e+00  
  9.945892885463e-08  ,1.881761855930e+01  ,1.699743278494e+00  
  9.957038488374e-08  ,1.881615610590e+01  ,1.349634716775e+00  
  9.979329694198e-08  ,1.881259439714e+01  ,6.493722446399e-01  
  1.002391210584e-07  ,1.880198575362e+01  ,-7.51E-01
  1.011307692914e-07  ,1.875662664729e+01  ,-3.55E+00
  1.026996753006e-07  ,1.852284776222e+01  ,-8.47E+00
  1.050320795564e-07  ,1.755792988260e+01  ,-1.57E+01
  1.053236300884e-07  ,1.737446467824e+01  ,-1.66E+01
  1.053965177214e-07  ,1.732607067200e+01  ,-1.69E+01
  1.055422929874e-07  ,1.722625131225e+01  ,-1.73E+01
  1.055787368039e-07  ,1.720066544484e+01  ,-1.74E+01
  1.056516244369e-07  ,1.714873848759e+01  ,-1.77E+01
  1.056698463452e-07  ,1.713559947839e+01  ,-1.77E+01
  1.057062901617e-07  ,1.710913320398e+01  ,-1.78E+01
  1.057791777947e-07  ,1.705545031327e+01  ,-1.81E+01
  1.059249530606e-07  ,1.694510362706e+01  ,-1.85E+01
  1.062165035926e-07  ,1.671262396209e+01  ,-1.94E+01
  1.066558550172e-07  ,1.633568742507e+01  ,-2.08E+01
  1.075345578664e-07  ,1.551430578990e+01  ,-2.35E+01
  1.092919635647e-07  ,1.376809799319e+01  ,-2.88E+01
  1.095785315209e-07  ,1.347790419030e+01  ,-2.96E+01
  1.096501735099e-07  ,1.340529999384e+01  ,-2.99E+01
  1.097934574880e-07  ,1.326001170810e+01  ,-3.03E+01
  1.100800254442e-07  ,1.296910478209e+01  ,-3.11E+01
  1.106531613566e-07  ,1.238596352527e+01  ,-3.28E+01
  1.117994331815e-07  ,1.121478966647e+01  ,-3.62E+01
  1.131071963408e-07  ,9.872336425284e+00  ,-4.00E+01
  1.149461858966e-07  ,7.977882612009e+00  ,-4.52E+01
  1.169746064641e-07  ,5.886657477559e+00  ,-5.08E+01
  1.185716384151e-07  ,4.243418934825e+00  ,-5.51E+01
  1.201222905018e-07  ,2.653666074582e+00  ,-5.91E+01
  1.216351308920e-07  ,1.109810375004e+00  ,-6.29E+01
  1.227339052655e-07  ,-6.60E-03,-6.55E+01
  1.236985691883e-07  ,-9.83E-01,-6.78E+01
  1.247956671812e-07  ,-2.09E+00,-7.03E+01
  1.255142756798e-07  ,-2.81E+00,-7.18E+01
  1.260612414279e-07  ,-3.36E+00,-7.30E+01
  1.266337254145e-07  ,-3.93E+00,-7.42E+01
  1.272349872686e-07  ,-4.53E+00,-7.55E+01
  1.281063326695e-07  ,-5.39E+00,-7.73E+01
  1.285080586620e-07  ,-5.79E+00,-7.81E+01
  1.291113694259e-07  ,-6.38E+00,-7.92E+01
  1.300074880071e-07  ,-7.25E+00,-8.09E+01
  1.317997251697e-07  ,-8.87E+00,-8.41E+01
  1.334194813915e-07  ,-1.01E+01,-8.67E+01
  1.366589938351e-07  ,-1.22E+01,-9.13E+01
  1.402140383669e-07  ,-1.39E+01,-9.53E+01
  1.460523133226e-07  ,-1.59E+01,-9.92E+01
  1.561821227022e-07  ,-1.78E+01,-9.81E+01
  1.664698843904e-07  ,-1.84E+01,-8.69E+01
  1.724951689192e-07  ,-1.86E+01,-7.61E+01
  1.797557597109e-07  ,-1.87E+01,-5.94E+01
  1.874045257517e-07  ,-1.88E+01,-3.85E+01
  1.946956639238e-07  ,-1.88E+01,-1.66E+01
  1.949235119917e-07  ,-1.88E+01,-1.59E+01
  1.953792081275e-07  ,-1.88E+01,-1.45E+01
  1.962906003990e-07  ,-1.88E+01,-1.16E+01
  1.973117024698e-07  ,-1.88E+01,-8.44E+00
  1.974340782561e-07  ,-1.88E+01,-8.05E+00
  1.976788298287e-07  ,-1.88E+01,-7.29E+00
  1.977400177218e-07  ,-1.88E+01,-7.09E+00
  1.978623935082e-07  ,-1.88E+01,-6.71E+00
  1.978929874547e-07  ,-1.88E+01,-6.61E+00
  1.979541753479e-07  ,-1.88E+01,-6.42E+00
  1.980765511342e-07  ,-1.88E+01,-6.04E+00
  1.983213027068e-07  ,-1.88E+01,-5.27E+00
  1.988108058520e-07  ,-1.88E+01,-3.74E+00
  1.989331816383e-07  ,-1.88E+01,-3.35E+00
  1.989637755849e-07  ,-1.88E+01,-3.25E+00
  1.990249634780e-07  ,-1.88E+01,-3.06E+00
  1.991473392644e-07  ,-1.88E+01,-2.68E+00
  1.991478172948e-07  ,-1.88E+01,-2.68E+00
  1.991487733556e-07  ,-1.88E+01,-2.67E+00
  1.991488032325e-07  ,-1.88E+01,-2.67E+00
  1.991488629863e-07  ,-1.88E+01,-2.67E+00
  1.991488779248e-07  ,-1.88E+01,-2.67E+00
  1.991489078017e-07  ,-1.88E+01,-2.67E+00
  1.991489675555e-07  ,-1.88E+01,-2.67E+00
  1.991489694228e-07  ,-1.88E+01,-2.67E+00
  1.991489731574e-07  ,-1.88E+01,-2.67E+00
  1.991489806266e-07  ,-1.88E+01,-2.67E+00
  1.991489824939e-07  ,-1.88E+01,-2.67E+00
  1.991489862285e-07  ,-1.88E+01,-2.67E+00
  1.991489871622e-07  ,-1.88E+01,-2.67E+00
  1.991489890295e-07  ,-1.88E+01,-2.67E+00
  1.991489927641e-07  ,-1.88E+01,-2.67E+00
  1.991490002333e-07  ,-1.88E+01,-2.67E+00
  1.991490151718e-07  ,-1.88E+01,-2.67E+00
  1.991490450487e-07  ,-1.88E+01,-2.67E+00
  1.991491048025e-07  ,-1.88E+01,-2.67E+00
  1.991492243101e-07  ,-1.88E+01,-2.67E+00
  1.991494633253e-07  ,-1.88E+01,-2.67E+00
  1.991499413557e-07  ,-1.88E+01,-2.67E+00
  1.991508974165e-07  ,-1.88E+01,-2.67E+00
  1.991528095382e-07  ,-1.88E+01,-2.66E+00
  1.991566337815e-07  ,-1.88E+01,-2.65E+00
  1.991642822682e-07  ,-1.88E+01,-2.63E+00
  1.991795792414e-07  ,-1.88E+01,-2.58E+00
  1.992101731880e-07  ,-1.88E+01,-2.48E+00
  1.992713610812e-07  ,-1.88E+01,-2.29E+00
  1.993937368675e-07  ,-1.88E+01,-1.90E+00
  1.996384884401e-07  ,-1.88E+01,-1.14E+00
  2.001279915853e-07  ,-1.88E+01,4.020963405633e-01  
  2.011069978757e-07  ,-1.87E+01,3.477035402908e+00  
  2.027342046781e-07  ,-1.85E+01,8.579198125356e+00  
  2.050587858243e-07  ,-1.75E+01,1.582582710562e+01  
  2.053546670063e-07  ,-1.73E+01,1.674295406183e+01  
  2.059464293702e-07  ,-1.69E+01,1.857278890704e+01  
  2.071299540980e-07  ,-1.58E+01,2.221257178260e+01  
  2.081920343621e-07  ,-1.48E+01,2.545287276223e+01  
  2.095724406822e-07  ,-1.35E+01,2.962147471895e+01  
  2.119491758926e-07  ,-1.11E+01,3.666395225742e+01  
  2.143739673479e-07  ,-8.57E+00,4.363800510597e+01  
  2.164772662504e-07  ,-6.40E+00,4.948381639253e+01  
  2.184889230116e-07  ,-4.33E+00,5.487319289356e+01  
  2.203567835672e-07  ,-2.42E+00,5.968161574386e+01  
  2.221290904267e-07  ,-6.11E-01,6.405435522033e+01  
  2.231433007105e-07  ,4.179065825554e-01  ,6.646820958887e+01  
  2.240502226336e-07  ,1.334791830115e+00  ,6.856964132134e+01  
  2.251681822522e-07  ,2.460574951859e+00  ,7.108329641680e+01  
  2.261956173165e-07  ,3.490509112920e+00  ,7.331617191695e+01  
  2.267186480744e-07  ,4.012894576812e+00  ,7.442365538509e+01  
  2.273980478926e-07  ,4.689326691129e+00  ,7.583219386849e+01  
  2.280244554563e-07  ,5.310514782051e+00  ,7.710027423207e+01  
  2.285888369365e-07  ,5.867743428191e+00  ,7.821723520503e+01  
  2.291153135879e-07  ,6.384906674169e+00  ,7.923701906844e+01  
  2.296129192396e-07  ,6.870482906471e+00  ,8.018095904674e+01  
  2.303610506638e-07  ,7.586748218284e+00  ,8.156319047636e+01  
  2.312593112870e-07  ,8.404131735866e+00  ,8.316320936347e+01  
  2.321711692198e-07  ,9.173744597607e+00  ,8.471970802339e+01  
  2.336812156423e-07  ,1.032772242828e+01  ,8.714380972656e+01  
  2.351363140328e-07  ,1.130759420047e+01  ,8.929425313567e+01  
  2.380465108140e-07  ,1.294722661929e+01  ,9.303133894884e+01  
  2.408497917636e-07  ,1.419938517935e+01  ,9.589664587679e+01  
  2.464563536628e-07  ,1.596664130703e+01  ,9.938095544949e+01  
  2.551839637740e-07  ,1.758015986184e+01  ,9.867677544391e+01  
  2.650246906264e-07  ,1.831491066288e+01  ,8.906541053201e+01  
  2.716095137580e-07  ,1.856343424915e+01  ,7.782746601945e+01  
  2.796099472030e-07  ,1.872066978214e+01  ,5.976544637051e+01  
  2.891228485091e-07  ,1.878677830498e+01  ,3.351041715253e+01  
  2.902951973660e-07  ,1.879143331199e+01  ,3.001838305113e+01  
  2.926398950799e-07  ,1.879948081517e+01  ,2.291696218781e+01  
  2.932260695084e-07  ,1.880124788863e+01  ,2.112066585053e+01  
  2.943984183653e-07  ,1.880447205550e+01  ,1.750719803039e+01  
  2.946915055795e-07  ,1.880518517937e+01  ,1.659992863748e+01  
  2.947647773831e-07  ,1.880535110850e+01  ,1.637288838632e+01  
  2.947830953340e-07  ,1.880539214516e+01  ,1.631611472093e+01  
  2.948197312357e-07  ,1.880547394595e+01  ,1.620255119863e+01  
  2.948930030393e-07  ,1.880563594298e+01  ,1.597535991454e+01  
  2.950395466464e-07  ,1.880595187269e+01  ,1.552072460240e+01  
  2.953326338606e-07  ,1.880654931497e+01  ,1.461047673737e+01  
  2.959188082891e-07  ,1.880759738154e+01  ,1.278634227951e+01  
  2.960423482286e-07  ,1.880779243237e+01  ,1.240132048660e+01  
  2.962894281077e-07  ,1.880815153750e+01  ,1.163072229672e+01  
  2.963511980774e-07  ,1.880823474627e+01  ,1.143796143842e+01  
  2.964747380170e-07  ,1.880839244493e+01  ,1.105231122951e+01  
  2.967218178960e-07  ,1.880866955462e+01  ,1.028051717753e+01  
  2.972159776541e-07  ,1.880903392289e+01  ,8.735117344275e+00  
  2.973395175936e-07  ,1.880908030098e+01  ,8.348423886963e+00  
  2.975865974727e-07  ,1.880910359415e+01  ,7.574665539939e+00  
  2.980807572308e-07  ,1.880877646707e+01  ,6.025826325022e+00  
  2.989644892218e-07  ,1.880497456797e+01  ,3.252579281595e+00  
  2.990718474316e-07  ,1.880420937963e+01  ,2.915464111509e+00  
  2.992865638512e-07  ,1.880232098448e+01  ,2.241138112123e+00  
  2.993402429561e-07  ,1.880176755755e+01  ,2.072539479884e+00  
  2.993419204281e-07  ,1.880174967658e+01  ,2.067270675159e+00  
  2.993452753722e-07  ,1.880171380537e+01  ,2.056733048501e+00  
  2.993519852603e-07  ,1.880164162194e+01  ,2.035657726757e+00  
  2.993521949443e-07  ,1.880163935673e+01  ,2.034999121490e+00  
  2.993526143123e-07  ,1.880163482458e+01  ,2.033681910691e+00  
  2.993527191543e-07  ,1.880163369118e+01  ,2.033352607936e+00  
  2.993529288383e-07  ,1.880163142395e+01  ,2.032694002361e+00  
  2.993529812593e-07  ,1.880163085705e+01  ,2.032529350953e+00  
  2.993530861013e-07  ,1.880162972314e+01  ,2.032200048121e+00  
  2.993531123118e-07  ,1.880162943965e+01  ,2.032117722409e+00  
  2.993531647328e-07  ,1.880162887262e+01  ,2.031953070982e+00  
  2.993531778380e-07  ,1.880162873086e+01  ,2.031911908125e+00  
  2.993532040485e-07  ,1.880162844733e+01  ,2.031829582408e+00  
  2.993532106012e-07  ,1.880162837644e+01  ,2.031809000979e+00  
  2.993532237064e-07  ,1.880162823467e+01  ,2.031767838120e+00  
  2.993532269827e-07  ,1.880162819923e+01  ,2.031757547405e+00  
  2.993532335354e-07  ,1.880162812835e+01  ,2.031736965976e+00  
  2.993532351735e-07  ,1.880162811062e+01  ,2.031731820619e+00  
  2.993532384498e-07  ,1.880162807518e+01  ,2.031721529904e+00  
  2.993532450024e-07  ,1.880162800429e+01  ,2.031700948474e+00  
  2.993532466406e-07  ,1.880162798657e+01  ,2.031695803117e+00  
  2.993532499169e-07  ,1.880162795113e+01  ,2.031685512402e+00  
  2.993532507360e-07  ,1.880162794227e+01  ,2.031682939723e+00  
  2.993532523741e-07  ,1.880162792455e+01  ,2.031677794365e+00  
  2.993532556505e-07  ,1.880162788910e+01  ,2.031667503651e+00  
  2.993532622031e-07  ,1.880162781821e+01  ,2.031646922221e+00  
  2.993532753083e-07  ,1.880162767643e+01  ,2.031605759360e+00  
  2.993533015188e-07  ,1.880162739287e+01  ,2.031523433639e+00  
  2.993533539398e-07  ,1.880162682572e+01  ,2.031358782192e+00  
  2.993534587818e-07  ,1.880162569130e+01  ,2.031029479282e+00  
  2.993536684658e-07  ,1.880162342202e+01  ,2.030370873395e+00  
  2.993540878338e-07  ,1.880161888174e+01  ,2.029053661357e+00  
  2.993549265699e-07  ,1.880160979423e+01  ,2.026419236224e+00  
  2.993566040419e-07  ,1.880159159139e+01  ,2.021150381741e+00  
  2.993599589859e-07  ,1.880155507414e+01  ,2.010612655948e+00  
  2.993666688741e-07  ,1.880148159138e+01  ,1.989537137473e+00  
  2.993800886503e-07  ,1.880133281656e+01  ,1.947385836242e+00  
  2.994069282027e-07  ,1.880102789758e+01  ,1.863082202874e+00  
  2.994606073076e-07  ,1.880038749416e+01  ,1.694471022298e+00  
  2.995679655174e-07  ,1.879897520800e+01  ,1.357234684089e+00  
  2.997826819370e-07  ,1.879554236955e+01  ,6.827195264714e-01  
  3.002121147761e-07  ,1.878543808172e+01  ,-6.66E-01
  3.010709804545e-07  ,1.874350075934e+01  ,-3.36E+00
  3.026154858122e-07  ,1.852500144200e+01  ,-8.21E+00
  3.048547578106e-07  ,1.762774107627e+01  ,-1.52E+01
  3.071011078606e-07  ,1.597468552557e+01  ,-2.21E+01
  3.075647202382e-07  ,1.553836634567e+01  ,-2.35E+01
  3.084919449935e-07  ,1.463024519025e+01  ,-2.64E+01
  3.103463945041e-07  ,1.275592700709e+01  ,-3.19E+01
  3.121531602988e-07  ,1.091054958066e+01  ,-3.73E+01
  3.146636334310e-07  ,8.329649502212e+00  ,-4.45E+01
  3.177988377462e-07  ,5.101783257983e+00  ,-5.30E+01
  3.199971315513e-07  ,2.845527723398e+00  ,-5.88E+01
  3.220713731895e-07  ,7.282654876154e-01  ,-6.39E+01
  3.239399788032e-07  ,-1.17E+00,-6.83E+01
  3.253183362136e-07  ,-2.55E+00,-7.14E+01
  3.266301971922e-07  ,-3.87E+00,-7.42E+01
  3.278526512036e-07  ,-5.08E+00,-7.68E+01
  3.285729360829e-07  ,-5.80E+00,-7.82E+01
  3.292185288916e-07  ,-6.43E+00,-7.94E+01
  3.300701302538e-07  ,-7.26E+00,-8.10E+01
  3.308369812617e-07  ,-7.97E+00,-8.24E+01
  3.316178952406e-07  ,-8.66E+00,-8.38E+01
  3.323702176163e-07  ,-9.28E+00,-8.51E+01
  3.333766047905e-07  ,-1.01E+01,-8.67E+01
  3.343200345585e-07  ,-1.07E+01,-8.81E+01
  3.358082880328e-07  ,-1.17E+01,-9.02E+01
  3.380587359021e-07  ,-1.29E+01,-9.30E+01
  3.415452350924e-07  ,-1.44E+01,-9.65E+01
  3.485182334731e-07  ,-1.64E+01,-9.99E+01
  3.560209681342e-07  ,-1.77E+01,-9.82E+01
  3.665158559630e-07  ,-1.84E+01,-8.68E+01
  3.734791685889e-07  ,-1.86E+01,-7.40E+01
  3.813991357634e-07  ,-1.87E+01,-5.52E+01
  3.906974603484e-07  ,-1.88E+01,-2.88E+01
  3.918908570955e-07  ,-1.88E+01,-2.52E+01
  3.942776505897e-07  ,-1.88E+01,-1.79E+01
  3.948743489633e-07  ,-1.88E+01,-1.60E+01
  3.950235235567e-07  ,-1.88E+01,-1.56E+01
  3.953218727434e-07  ,-1.88E+01,-1.46E+01
  3.959185711170e-07  ,-1.88E+01,-1.28E+01
  3.960404812420e-07  ,-1.88E+01,-1.24E+01
  3.962843014920e-07  ,-1.88E+01,-1.16E+01
  3.963452565546e-07  ,-1.88E+01,-1.15E+01
  3.964671666796e-07  ,-1.88E+01,-1.11E+01
  3.967109869296e-07  ,-1.88E+01,-1.03E+01
  3.971986274297e-07  ,-1.88E+01,-8.79E+00
  3.973205375547e-07  ,-1.88E+01,-8.41E+00
  3.975643578047e-07  ,-1.88E+01,-7.64E+00
  3.980519983048e-07  ,-1.88E+01,-6.12E+00
  3.990272793049e-07  ,-1.88E+01,-3.06E+00
  3.991387819002e-07  ,-1.88E+01,-2.71E+00
  3.993617870907e-07  ,-1.88E+01,-2.00E+00
  3.993687560029e-07  ,-1.88E+01,-1.98E+00
  3.993704982309e-07  ,-1.88E+01,-1.98E+00
  3.993739826870e-07  ,-1.88E+01,-1.97E+00
  3.993748538011e-07  ,-1.88E+01,-1.96E+00
  3.993750715796e-07  ,-1.88E+01,-1.96E+00
  3.993755071366e-07  ,-1.88E+01,-1.96E+00
  3.993756160258e-07  ,-1.88E+01,-1.96E+00
  3.993756432481e-07  ,-1.88E+01,-1.96E+00
  3.993756976928e-07  ,-1.88E+01,-1.96E+00
  3.993757113039e-07  ,-1.88E+01,-1.96E+00
