  Time                 , V(R3:2)              , V(U3:100)            
  0.000000000000e+00  ,2.298513390455e-02  ,0.000000000000e+00  
  2.000000000000e-10  ,2.298666258188e-02  ,3.141571982779e-02  
  2.250000000000e-10  ,2.298687698454e-02  ,3.534262303623e-02  
  2.312500475906e-10  ,2.298693202155e-02  ,3.632435300185e-02  
  2.437501427718e-10  ,2.298704544892e-02  ,3.828780869392e-02  
  2.468751665670e-10  ,2.298707453481e-02  ,3.877867170619e-02  
  2.476564225159e-10  ,2.298708185935e-02  ,3.890138740103e-02  
  2.492189344135e-10  ,2.298709657134e-02  ,3.914681872036e-02  
  2.496095623879e-10  ,2.298710026242e-02  ,3.920817653547e-02  
  2.503908183367e-10  ,2.298710766018e-02  ,3.933089214798e-02  
  2.519533302344e-10  ,2.298712251777e-02  ,3.957632330183e-02  
  2.523439582088e-10  ,2.298712624505e-02  ,3.963768107542e-02  
  2.524416152024e-10  ,2.298712717767e-02  ,3.965302051789e-02  
  2.526369291896e-10  ,2.298712904388e-02  ,3.968369940169e-02  
  2.530275571640e-10  ,2.298713278012e-02  ,3.974505716483e-02  
  2.538088131128e-10  ,2.298714026793e-02  ,3.986777267313e-02  
  2.553713250105e-10  ,2.298715530444e-02  ,4.011320361762e-02  
  2.584963488058e-10  ,2.298718561838e-02  ,4.060406521602e-02  
  2.647463963964e-10  ,2.298724718852e-02  ,4.158578723401e-02  
  2.772464915775e-10  ,2.298737393206e-02  ,4.354922642230e-02  
  3.022466819399e-10  ,2.298764065177e-02  ,4.747608434825e-02  
  3.522470626645e-10  ,2.298821996603e-02  ,5.532970991961e-02  
  4.522478241139e-10  ,2.298953071486e-02  ,7.103653211642e-02  
  6.522493470125e-10  ,2.299267723596e-02  ,1.024479181569e-01  
  1.052252392810e-09  ,2.300131903819e-02  ,1.652573167209e-01  
  1.852258484405e-09  ,2.305290888529e-02  ,2.907879101565e-01  
  1.973679665070e-09  ,2.306683575158e-02  ,3.098262605165e-01  
  2.216522026401e-09  ,2.310544395711e-02  ,3.478891595792e-01  
  2.224110850193e-09  ,2.310690862835e-02  ,3.490783104334e-01  
  2.239288497776e-09  ,2.310989597544e-02  ,3.514565525501e-01  
  2.269643792942e-09  ,2.311611091457e-02  ,3.562127965244e-01  
  2.270592395916e-09  ,2.311631030369e-02  ,3.563614239512e-01  
  2.272489601864e-09  ,2.311671004474e-02  ,3.566586778552e-01  
  2.272963903351e-09  ,2.311681018307e-02  ,3.567329911332e-01  
  2.273082478723e-09  ,2.311683523035e-02  ,3.567515694404e-01  
  2.273319629466e-09  ,2.311688534016e-02  ,3.567887260398e-01  
  2.273793930953e-09  ,2.311698562087e-02  ,3.568630391793e-01  
  2.273912506325e-09  ,2.311701070377e-02  ,3.568816174518e-01  
  2.273942150168e-09  ,2.311701697529e-02  ,3.568862620191e-01  
  2.274001437854e-09  ,2.311702951929e-02  ,3.568955511529e-01  
  2.274120013226e-09  ,2.311705461111e-02  ,3.569141294167e-01  
  2.274357163969e-09  ,2.311710481003e-02  ,3.569512859295e-01  
  2.274831465456e-09  ,2.311720526906e-02  ,3.570255988956e-01  
  2.275780068430e-09  ,2.311740643210e-02  ,3.571742245900e-01  
  2.277677274378e-09  ,2.311780974003e-02  ,3.574714750270e-01  
  2.281471686274e-09  ,2.311862029924e-02  ,3.580659720902e-01  
  2.289060510065e-09  ,2.312025731858e-02  ,3.592549509441e-01  
  2.304238157648e-09  ,2.312359599332e-02  ,3.616328473249e-01  
  2.334593452815e-09  ,2.313054033455e-02  ,3.663883928865e-01  
  2.395304043148e-09  ,2.314556763515e-02  ,3.758984800727e-01  
  2.516725223813e-09  ,2.318079258537e-02  ,3.949145176220e-01  
  2.759567585144e-09  ,2.327769972667e-02  ,4.329290770887e-01  
  3.245252307806e-09  ,2.363776726938e-02  ,5.088803914057e-01  
  4.216621753130e-09  ,2.572499060515e-02  ,6.604099492885e-01  
  5.618075963411e-09  ,3.541418021468e-02  ,8.779106918166e-01  
  8.101354476366e-09  ,9.275546573605e-02  ,1.258863651343e+00  
  1.093108498708e-08  ,2.540807132743e-01  ,1.683500469054e+00  
  1.652125560895e-08  ,9.463120826953e-01  ,2.480192996715e+00  
  2.311799966947e-08  ,2.305945176041e+00  ,3.320440142101e+00  
  3.107223951474e-08  ,4.253886923559e+00  ,4.141770376644e+00  
  3.987137519971e-08  ,6.436121974662e+00  ,4.749000291644e+00  
  5.314979993955e-08  ,8.762854999063e+00  ,4.975540290984e+00  
  5.497053557292e-08  ,8.986609518054e+00  ,4.939163606758e+00  
  5.861200683967e-08  ,9.340078996015e+00  ,4.818114663506e+00  
  6.589494937316e-08  ,9.665781623974e+00  ,4.389459093149e+00  
  6.612254132733e-08  ,9.667765774802e+00  ,4.372227800316e+00  
  6.657772523567e-08  ,9.670223290315e+00  ,4.337095549922e+00  
  6.748809305236e-08  ,9.669089174508e+00  ,4.264177772903e+00  
  6.930882868573e-08  ,9.642620634871e+00  ,4.107941608667e+00  
  7.295029995248e-08  ,9.493529218624e+00  ,3.755713546936e+00  
  8.023324248597e-08  ,8.824526332675e+00  ,2.909207151002e+00  
  9.479912755296e-08  ,6.198249375410e+00  ,8.133210447226e-01  
  1.147994661073e-07  ,7.464756960054e-01  ,-2.241841119319e+00  
  1.347998046617e-07  ,-5.029241067010e+00  ,-4.440668142390e+00  
  1.548001432161e-07  ,-8.898691064835e+00  ,-4.943255344115e+00  
  1.573001855354e-07  ,-9.166440171273e+00  ,-4.869080862000e+00  
  1.623002701740e-07  ,-9.518470437460e+00  ,-4.631312760963e+00  
  1.635502913336e-07  ,-9.567907997721e+00  ,-4.553759838657e+00  
  1.660503336529e-07  ,-9.620361106260e+00  ,-4.377718990666e+00  
