  Time                 , V(R3:2)              , V(U3:100)            
  0.000000000000e+00  ,2.298513390455e-02  ,0.000000000000e+00  
  2.000000000000e-10  ,2.298819125922e-02  ,6.283143965559e-02  
  2.217230990529e-10  ,2.298855599430e-02  ,6.965580262405e-02  
  2.651692971587e-10  ,2.298935786958e-02  ,8.330442805818e-02  
  3.520616933703e-10  ,2.299127842453e-02  ,1.106011879218e-01  
  5.258464857936e-10  ,2.299607742289e-02  ,1.651920317000e-01  
  8.734160706401e-10  ,2.300890339087e-02  ,2.743573204286e-01  
  1.568555240333e-09  ,2.307646579006e-02  ,4.925767528235e-01  
  1.659824852645e-09  ,2.308992521075e-02  ,5.212130767941e-01  
  1.842364077270e-09  ,2.312350026729e-02  ,5.784726338530e-01  
  2.207442526519e-09  ,2.323347854945e-02  ,6.929327946182e-01  
  2.217678343691e-09  ,2.323752754957e-02  ,6.961407061195e-01  
  2.238149978034e-09  ,2.324583855369e-02  ,7.025563128355e-01  
  2.243267886620e-09  ,2.324796108024e-02  ,7.041601692130e-01  
  2.253503703792e-09  ,2.325226120008e-02  ,7.073678273157e-01  
  2.256062658085e-09  ,2.325334774094e-02  ,7.081697304253e-01  
  2.261180566670e-09  ,2.325553488156e-02  ,7.097735229089e-01  
  2.271416383842e-09  ,2.325996600489e-02  ,7.129810527886e-01  
  2.271736253129e-09  ,2.326010570426e-02  ,7.130812869111e-01  
  2.271816220450e-09  ,2.326014064082e-02  ,7.131063454304e-01  
  2.271976155094e-09  ,2.326021052801e-02  ,7.131564624557e-01  
  2.272016138754e-09  ,2.326022800273e-02  ,7.131689917092e-01  
  2.272096106076e-09  ,2.326026295571e-02  ,7.131940502128e-01  
  2.272116097906e-09  ,2.326027169468e-02  ,7.132003148380e-01  
  2.272156081567e-09  ,2.326028917351e-02  ,7.132128440876e-01  
  2.272236048889e-09  ,2.326032413469e-02  ,7.132379025833e-01  
  2.272256040719e-09  ,2.326033287572e-02  ,7.132441672065e-01  
  2.272296024380e-09  ,2.326035035866e-02  ,7.132566964522e-01  
  2.272375991702e-09  ,2.326038532805e-02  ,7.132817549400e-01  
  2.272535926345e-09  ,2.326045528091e-02  ,7.133318719022e-01  
  2.272855795632e-09  ,2.326059524297e-02  ,7.134321057727e-01  
  2.273495534205e-09  ,2.326087539258e-02  ,7.136325732974e-01  
  2.274775011351e-09  ,2.326143659499e-02  ,7.140335074819e-01  
  2.277333965644e-09  ,2.326256262215e-02  ,7.148353723893e-01  
  2.282451874230e-09  ,2.326482924324e-02  ,7.164390883393e-01  
  2.292687691402e-09  ,2.326942137652e-02  ,7.196464646349e-01  
  2.313159325745e-09  ,2.327884627553e-02  ,7.260609936476e-01  
  2.354102594432e-09  ,2.329870038975e-02  ,7.388891480732e-01  
  2.435989131805e-09  ,2.334278051176e-02  ,7.645417682434e-01  
  2.599762206551e-09  ,2.345160397786e-02  ,8.158316597154e-01  
  2.927308356043e-09  ,2.378302616554e-02  ,9.183452958490e-01  
  3.582400655028e-09  ,2.524435005383e-02  ,1.123070002274e+00  
  4.676704680201e-09  ,3.258291600608e-02  ,1.463949917819e+00  
  6.289755379435e-09  ,6.641171303622e-02  ,1.963151233545e+00  
  8.674313699480e-09  ,2.079664983238e-01  ,2.691512016997e+00  
  1.204085854220e-08  ,6.809693767887e-01  ,3.693177185146e+00  
  1.810488609004e-08  ,2.431441601849e+00  ,5.386060206666e+00  
  2.529693154025e-08  ,5.645606683904e+00  ,7.136720803716e+00  
  2.635267881083e-08  ,6.183581854539e+00  ,7.365083266487e+00  
  2.846417335200e-08  ,7.283348633388e+00  ,7.797261854529e+00  
  3.268716243434e-08  ,9.474539871786e+00  ,8.556976370614e+00  
  3.374290970492e-08  ,1.001323833415e+01  ,8.723871459317e+00  
  3.400684652257e-08  ,1.014676988915e+01  ,8.764102800980e+00  
  3.453472015786e-08  ,1.041226791415e+01  ,8.842755061468e+00  
  3.559046742844e-08  ,1.093644684856e+01  ,8.992743061815e+00  
  3.770196196961e-08  ,1.195365316910e+01  ,9.262889784931e+00  
  4.192495105195e-08  ,1.380201334452e+01  ,9.679941253796e+00  
  4.579329249787e-08  ,1.516917497262e+01  ,9.912798855040e+00  
  4.867294189858e-08  ,1.596278809978e+01  ,9.991310661429e+00  
  5.143114683556e-08  ,1.654920162317e+01  ,9.989894333121e+00  
  5.339213964867e-08  ,1.688187661543e+01  ,9.943270866626e+00  
  5.511452761817e-08  ,1.712826634739e+01  ,9.871190989019e+00  
  5.681325999426e-08  ,1.733582263241e+01  ,9.771797219127e+00  
  5.846263227391e-08  ,1.751177333757e+01  ,9.648665253263e+00  
  6.006562468934e-08  ,1.766009720981e+01  ,9.504174074350e+00  
  6.201991197991e-08  ,1.781408211240e+01  ,9.295460224566e+00  
  6.428377089429e-08  ,1.795861100803e+01  ,9.009953563191e+00  
  6.649920103478e-08  ,1.806451276703e+01  ,8.686439502924e+00  
  6.705305856990e-08  ,1.808531819227e+01  ,8.598923185505e+00  
  6.816077364015e-08  ,1.811892396700e+01  ,8.416107848546e+00  
  6.843770240771e-08  ,1.812555586214e+01  ,8.368802725932e+00  
  6.899155994284e-08  ,1.813640813857e+01  ,8.272295828517e+00  
  7.009927501309e-08  ,1.814727947384e+01  ,8.071798683354e+00  
  7.037620378065e-08  ,1.814758729432e+01  ,8.020137428149e+00  
  7.044543597254e-08  ,1.814749968368e+01  ,8.007127111107e+00  
  7.058390035632e-08  ,1.814712049840e+01  ,7.980992903330e+00  
  7.061851645226e-08  ,1.814698299226e+01  ,7.974435735257e+00  
  7.068774864415e-08  ,1.814665600948e+01  ,7.961293114001e+00  
  7.070505669213e-08  ,1.814656341604e+01  ,7.958001571622e+00  
  7.073967278807e-08  ,1.814636508187e+01  ,7.951411429194e+00  
  7.074832681206e-08  ,1.814631275443e+01  ,7.949762423950e+00  
  7.076563486003e-08  ,1.814620479516e+01  ,7.946462650750e+00  
  7.076996187202e-08  ,1.814617711631e+01  ,7.945637340307e+00  
  7.077861589601e-08  ,1.814612093024e+01  ,7.943986278958e+00  
  7.078077940201e-08  ,1.814610671109e+01  ,7.943573421868e+00  
  7.078510641400e-08  ,1.814607806545e+01  ,7.942747597599e+00  
  7.078618816700e-08  ,1.814607086084e+01  ,7.942541118598e+00  
  7.078835167300e-08  ,1.814605639976e+01  ,7.942128133076e+00  
  7.078889254949e-08  ,1.814605277368e+01  ,7.942024880963e+00  
  7.078997430249e-08  ,1.814604550854e+01  ,7.941818369857e+00  
  7.079024474074e-08  ,1.814604368956e+01  ,7.941766740647e+00  
  7.079031235030e-08  ,1.814604323464e+01  ,7.941753833255e+00  
  7.079044756943e-08  ,1.814604232461e+01  ,7.941728018364e+00  
  7.079048137421e-08  ,1.814604209706e+01  ,7.941721564619e+00  
  7.079054898377e-08  ,1.814604164191e+01  ,7.941708657101e+00  
