  Time                 , V(R3:2)              , V(U3:100)            
  0.000000000000e+00  ,2.298513390455e-02  ,0.000000000000e+00  
  2.000000000000e-10  ,2.298519505164e-02  ,1.256628793112e-03  
  4.000000000000e-10  ,2.298529652854e-02  ,2.513207976671e-03  
  6.037268131971e-10  ,2.298542282811e-02  ,3.793100015271e-03  
  1.011180439591e-09  ,2.298577626599e-02  ,6.352365536900e-03  
  1.826087692380e-09  ,2.298800835758e-02  ,1.146735487923e-02  
  3.455902197957e-09  ,2.304617747610e-02  ,2.167143984980e-02  
  6.715531209111e-09  ,2.442992219474e-02  ,4.188260479175e-02  
  1.110392318070e-08  ,3.300386790237e-02  ,6.836158749081e-02  
  1.650633917153e-08  ,5.961593735737e-02  ,9.912632947896e-02  
  2.421769008934e-08  ,1.242045548417e-01  ,1.379032856642e-01  
  3.313305483162e-08  ,2.151784158927e-01  ,1.725724629903e-01  
  5.023660764992e-08  ,3.568244064730e-01  ,1.999944747070e-01  
  5.254740522206e-08  ,3.701684695674e-01  ,1.993598761475e-01  
  5.716900036633e-08  ,3.911183204856e-01  ,1.949489647828e-01  
  6.641219065487e-08  ,4.089630381435e-01  ,1.739989971573e-01  
  6.670104035139e-08  ,4.090032649469e-01  ,1.730969916715e-01  
  6.727873974442e-08  ,4.089860436823e-01  ,1.712502948035e-01  
  6.729679285046e-08  ,4.089834069999e-01  ,1.711916734313e-01  
  6.730130612697e-08  ,4.089827279552e-01  ,1.711770094834e-01  
  6.731033267998e-08  ,4.089813460132e-01  ,1.711476712638e-01  
  6.731258931824e-08  ,4.089809955584e-01  ,1.711403345584e-01  
  6.731315347780e-08  ,4.089809076341e-01  ,1.711385002476e-01  
  6.731428179693e-08  ,4.089807314128e-01  ,1.711348314648e-01  
  6.731431705690e-08  ,4.089807258979e-01  ,1.711347168119e-01  
  6.731438757684e-08  ,4.089807148666e-01  ,1.711344875054e-01  
  6.731452861673e-08  ,4.089806927982e-01  ,1.711340288899e-01  
  6.731456387671e-08  ,4.089806872799e-01  ,1.711339142355e-01  
  6.731457269170e-08  ,4.089806859002e-01  ,1.711338855719e-01  
  6.731459032169e-08  ,4.089806831408e-01  ,1.711338282446e-01  
  6.731462558166e-08  ,4.089806776216e-01  ,1.711337135898e-01  
  6.731462668353e-08  ,4.089806774492e-01  ,1.711337100068e-01  
  6.731462888728e-08  ,4.089806771042e-01  ,1.711337028409e-01  
  6.731463329478e-08  ,4.089806764143e-01  ,1.711336885090e-01  
