  Time                 , V(R5:1)              , V(D14:2)             
  2.152058032617e-07  ,3.182181289186e-02  ,1.838967093760e-01  
  2.188945857152e-07  ,3.072030667792e-02  ,2.237365073049e-01  
  2.232323137388e-07  ,2.907226347591e-02  ,2.667075112968e-01  
  2.300376740560e-07  ,2.605327718085e-02  ,3.238848439356e-01  
  2.412388769254e-07  ,1.940620305663e-02  ,3.849441300330e-01  
  2.432143983707e-07  ,1.786469626591e-02  ,3.909455689963e-01  
  2.471654412612e-07  ,1.427132304279e-02  ,3.984150569948e-01  
  2.550675270423e-07  ,5.132152028272e-03  ,3.949417017620e-01  
  2.708716986045e-07  ,-1.723477593670e-02  ,3.170476143647e-01  
  2.886279222831e-07  ,-3.094704888983e-02  ,1.398850559016e-01  
  3.053053018913e-07  ,-3.339770861701e-02  ,-6.636015231993e-02  
  3.141655323371e-07  ,-3.250181698415e-02  ,-1.721915727975e-01  
  3.181620237693e-07  ,-3.128525470050e-02  ,-2.160470284771e-01  
  3.231390116081e-07  ,-2.935007767096e-02  ,-2.658325669918e-01  
  3.290510473117e-07  ,-2.664986856805e-02  ,-3.164547656222e-01  
  3.385788497791e-07  ,-2.117509698734e-02  ,-3.745267064664e-01  
  3.406963047847e-07  ,-1.966958106677e-02  ,-3.830352810410e-01  
  3.449312147960e-07  ,-1.627599410312e-02  ,-3.949391950201e-01  
  3.534010348186e-07  ,-7.250232677162e-03  ,-3.977189295864e-01  
  3.703406748638e-07  ,1.658263431692e-02  ,-3.210719759798e-01  
  3.868153986797e-07  ,3.148543196370e-02  ,-1.609854512190e-01  
  4.050037560329e-07  ,3.319172149666e-02  ,6.262040417497e-02  
  4.144004282817e-07  ,3.235782969791e-02  ,1.748511471958e-01  
  4.211640653476e-07  ,3.030354126620e-02  ,2.467886250036e-01  
  4.249295887813e-07  ,2.867902162859e-02  ,2.822163633928e-01  
  4.298626181945e-07  ,2.626545272155e-02  ,3.225890399038e-01  
  4.397286770210e-07  ,2.061677436568e-02  ,3.793551919405e-01  
  4.416192618474e-07  ,1.920248931456e-02  ,3.862157219100e-01  
  4.454004315004e-07  ,1.595844734996e-02  ,3.958312282878e-01  
  4.529627708063e-07  ,7.806044024698e-03  ,3.982685406998e-01  
  4.680874494180e-07  ,-1.358763078663e-02  ,3.371410646543e-01  
  4.839124826059e-07  ,-2.965487690529e-02  ,1.936644811351e-01  
  5.012961772546e-07  ,-3.317033261505e-02  ,-1.628374269577e-02  
  5.108165291414e-07  ,-3.308544405033e-02  ,-1.333236696570e-01  
  5.170705464944e-07  ,-3.164179835679e-02  ,-2.043791249384e-01  
  5.197698918447e-07  ,-3.066960531188e-02  ,-2.327686046183e-01  
  5.234720853433e-07  ,-2.915111020839e-02  ,-2.689454497435e-01  
  5.308764723405e-07  ,-2.570179448411e-02  ,-3.299572218662e-01  
  5.456852463350e-07  ,-1.607097831287e-02  ,-3.963307554125e-01  
  5.605029610261e-07  ,2.493103156693e-03  ,-3.784220891365e-01  
  5.787479427919e-07  ,2.551344590578e-02  ,-2.476578809371e-01  
  5.976485756502e-07  ,3.550333617329e-02  ,-2.952200200318e-02  
  6.099450138673e-07  ,3.485005602634e-02  ,1.229494563091e-01  
  6.167272773847e-07  ,3.254396591294e-02  ,2.006592511169e-01  
  6.196233180627e-07  ,3.122856158125e-02  ,2.312682258752e-01  
  6.237151769266e-07  ,2.929253433918e-02  ,2.711987965241e-01  
  6.317200807199e-07  ,2.531080251317e-02  ,3.358333277339e-01  
  6.474169639215e-07  ,1.451597120689e-02  ,3.986837076702e-01  
  6.491844279036e-07  ,1.254119968865e-02  ,3.998687102869e-01  
  6.527193558678e-07  ,8.248016529294e-03  ,3.985411935501e-01  
  6.597892117962e-07  ,-1.580169801944e-03  ,3.812327967700e-01  
  6.739289236531e-07  ,-2.081281344617e-02  ,2.921981416515e-01  
  6.886453104481e-07  ,-3.052204282321e-02  ,1.396803260435e-01  
  7.014275265202e-07  ,-3.401143989283e-02  ,-1.793281464634e-02  
  7.089183402523e-07  ,-3.363466824139e-02  ,-1.106106549108e-01  
  7.135518563256e-07  ,-3.260323514282e-02  ,-1.651994368690e-01  
  7.173680437073e-07  ,-3.142455241806e-02  ,-2.075837761895e-01  
  7.214479816422e-07  ,-2.992764118248e-02  ,-2.495865755229e-01  
  7.274911475644e-07  ,-2.733858129528e-02  ,-3.040901279375e-01  
  7.368237448201e-07  ,-2.248338836274e-02  ,-3.662165889013e-01  
  7.526189756855e-07  ,-8.710947601292e-03  ,-3.986468446456e-01  
  7.688433599934e-07  ,1.468744059578e-02  ,-3.319346223947e-01  
  7.849306536183e-07  ,3.044908068660e-02  ,-1.823722202291e-01  
  8.026928377613e-07  ,3.319559203144e-02  ,3.379884824464e-02  
  8.125469756588e-07  ,3.279097242272e-02  ,1.536185846522e-01  
  8.193880987629e-07  ,3.095454156369e-02  ,2.288502060069e-01  
  8.225665164456e-07  ,2.966743403192e-02  ,2.604142524429e-01  
  8.268230331406e-07  ,2.772347499578e-02  ,2.985691524972e-01  
  8.353360665306e-07  ,2.330263379603e-02  ,3.582999743795e-01  
  8.507885706887e-07  ,1.089130068663e-02  ,3.998772592452e-01  
  8.668937457070e-07  ,-1.198109962919e-02  ,3.449745791228e-01  
  8.830972683892e-07  ,-2.929080261861e-02  ,2.025635231489e-01  
  9.008266699776e-07  ,-3.314290820850e-02  ,-1.038707359034e-02  
  9.112828147873e-07  ,-3.310956470397e-02  ,-1.388336243807e-01  
  9.180233550534e-07  ,-3.144421079097e-02  ,-2.145784606079e-01  
  9.208780450091e-07  ,-3.034015970995e-02  ,-2.439500875068e-01  
  9.248067361578e-07  ,-2.862876056511e-02  ,-2.811202124489e-01  
  9.326641184554e-07  ,-2.478021844603e-02  ,-3.421291148273e-01  
  9.483788830504e-07  ,-1.355249838940e-02  ,-3.994813617285e-01  
  9.502579194769e-07  ,-1.135994688714e-02  ,-3.999868690652e-01  
  9.540159923300e-07  ,-6.591482346054e-03  ,-3.968206427793e-01  
  9.615321380362e-07  ,4.149135684589e-03  ,-3.740346678298e-01  
  9.765644294485e-07  ,2.357948634356e-02  ,-2.686056162217e-01  
  9.913553220496e-07  ,3.140520448960e-02  ,-1.073017631032e-01  
  1.000000000000e-06  ,3.290518558516e-02  ,2.352312223381e-15  
