  Time                 , V(R5:1)              , V(Vsin1:+)           
  0.000000000000e+00  ,5.111189249618e-14  ,0.000000000000e+00  
  2.000000000000e-10  ,2.375689483351e-03  ,5.026515172447e-03  
  4.000000000000e-10  ,4.690804322681e-03  ,1.005283190668e-02  
  6.002809196711e-10  ,6.925692446144e-03  ,1.508581079890e-02  
  1.000842759013e-09  ,1.123123661885e-02  ,2.514977764642e-02  
  1.801966437697e-09  ,1.893431746799e-02  ,4.526417047056e-02  
  3.404213795066e-09  ,3.128523476745e-02  ,8.539422332320e-02  
  4.945180127025e-09  ,4.018023233426e-02  ,1.237865761077e-01  
  6.400092253089e-09  ,4.633007471733e-02  ,1.597702562763e-01  
  7.816820153594e-09  ,5.091186956516e-02  ,1.944894655086e-01  
  1.014698923528e-08  ,5.615450677243e-02  ,2.507243805339e-01  
  1.480732739866e-08  ,6.266623932724e-02  ,3.588711710708e-01  
  1.945723474920e-08  ,6.950016843859e-02  ,4.591244328943e-01  
  2.875704945028e-08  ,1.188981688655e-01  ,6.283632154160e-01  
  3.825504959524e-08  ,1.881915304069e-01  ,7.461569996895e-01  
  4.043173671663e-08  ,1.993868107651e-01  ,7.641281855519e-01  
  4.478511095941e-08  ,2.141690561237e-01  ,7.892878097983e-01  
  5.349185944498e-08  ,2.104555220432e-01  ,7.951911893925e-01  
  7.090535641611e-08  ,6.925607652841e-02  ,6.335791065943e-01  
  8.175787211359e-08  ,-6.761661735054e-02  ,4.337870054053e-01  
  8.917045474946e-08  ,-1.018370100409e-01  ,2.669557414029e-01  
  9.866845489442e-08  ,-7.340512797896e-02  ,3.345561928775e-02  
  1.023143965095e-07  ,-6.891899206821e-02  ,-5.811589120170e-02  
  1.064345675796e-07  ,-6.663826649223e-02  ,-1.606191665798e-01  
  1.096390622944e-07  ,-6.589523013540e-02  ,-2.385705172323e-01  
  1.122225511163e-07  ,-6.573588313353e-02  ,-2.996929388286e-01  
  1.149055051893e-07  ,-6.616591787097e-02  ,-3.610747389894e-01  
  1.179017561764e-07  ,-6.820622331546e-02  ,-4.265746366010e-01  
  1.223616737217e-07  ,-7.898211460795e-02  ,-5.169099756992e-01  
  1.275986868232e-07  ,-1.102845676149e-01  ,-6.099326530289e-01  
  1.380727130264e-07  ,-1.869519660932e-01  ,-7.444919868092e-01  
  1.495123344749e-07  ,-2.180895408983e-01  ,-7.999061151857e-01  
  1.633167702049e-07  ,-1.503319130961e-01  ,-7.310055822025e-01  
  1.784831720680e-07  ,2.944126126860e-02  ,-5.005241241945e-01  
  1.875952321380e-07  ,1.046791720487e-01  ,-3.039341244932e-01  
  1.962647277206e-07  ,8.651435897686e-02  ,-9.366232562009e-02  
  2.004556793064e-07  ,7.676616110821e-02  ,1.145207892407e-02  
  2.072744506687e-07  ,6.825367313087e-02  ,1.812396017007e-01  
  2.110608357280e-07  ,6.645330337551e-02  ,2.724284175558e-01  
  2.130371022314e-07  ,6.620774920047e-02  ,3.185738850335e-01  
  2.166521239370e-07  ,6.728426059447e-02  ,3.996834271387e-01  
  2.199706125349e-07  ,7.173025980343e-02  ,4.696304716318e-01  
  2.230741518825e-07  ,8.224890599570e-02  ,5.304459925216e-01  
  2.292812305778e-07  ,1.231735154050e-01  ,6.364313676013e-01  
  2.398118811935e-07  ,1.966707828896e-01  ,7.593709202658e-01  
  2.509981829017e-07  ,2.164860511478e-01  ,7.996066814770e-01  
  2.656162220329e-07  ,1.283563935490e-01  ,7.056409815468e-01  
  2.781123358101e-07  ,-2.461168123378e-02  ,5.077606254142e-01  
  2.865910965294e-07  ,-1.016328030192e-01  ,3.271234787379e-01  
  2.945855695099e-07  ,-8.936349831611e-02  ,1.354242132663e-01  
  2.988025981277e-07  ,-7.862471377569e-02  ,3.008689435991e-02  
  3.041245478481e-07  ,-7.053558927400e-02  ,-1.033713574404e-01  
  3.076062041610e-07  ,-6.788987586222e-02  ,-1.893506982033e-01  
  3.107026654571e-07  ,-6.666020619590e-02  ,-2.639475718602e-01  
  3.129858958811e-07  ,-6.633311616599e-02  ,-3.173929601008e-01  
  3.153007912725e-07  ,-6.665889691438e-02  ,-3.699118341526e-01  
  3.192808914274e-07  ,-7.026569957054e-02  ,-4.554879530778e-01  
  3.232080924600e-07  ,-8.273314936080e-02  ,-5.329611904920e-01  
  3.310624945253e-07  ,-1.371941187193e-01  ,-6.625460247802e-01  
  3.412742602915e-07  ,-2.034429594877e-01  ,-7.701294702572e-01  
  3.532622444719e-07  ,-2.113363875221e-01  ,-7.958022885886e-01  
  3.679875719637e-07  ,-1.029941842674e-01  ,-6.756296547452e-01  
  3.780235040277e-07  ,2.342558047365e-02  ,-5.094838947408e-01  
  3.857929694742e-07  ,9.810898660923e-02  ,-3.453242319343e-01  
  3.931846904844e-07  ,9.176686389956e-02  ,-1.699816918537e-01  
  3.975186932176e-07  ,8.014199447481e-02  ,-6.229890225705e-02  
  4.024271357149e-07  ,7.181545461103e-02  ,6.094147972743e-02  
  4.069980669111e-07  ,6.828178743705e-02  ,1.744671790282e-01  
  4.100516873688e-07  ,6.696276847711e-02  ,2.484487345001e-01  
  4.124291676372e-07  ,6.647090407849e-02  ,3.045012883441e-01  
  4.149754035562e-07  ,6.663624442948e-02  ,3.626414925166e-01  
  4.182026225418e-07  ,6.873368772894e-02  ,4.329524282890e-01  
  4.222915011734e-07  ,7.875042830487e-02  ,5.155626823118e-01  
  4.290923911422e-07  ,1.216707528097e-01  ,6.335445414712e-01  
  4.397303301185e-07  ,1.962841293978e-01  ,7.587235578842e-01  
  4.514113503784e-07  ,2.158151256925e-01  ,7.992137543168e-01  
  4.655436116546e-07  ,1.290797603773e-01  ,7.064989519259e-01  
  4.780784684509e-07  ,-2.420249783622e-02  ,5.084180937073e-01  
  4.865333873123e-07  ,-1.014993880024e-01  ,3.284465340598e-01  
  4.944742161125e-07  ,-8.962943213989e-02  ,1.381816053514e-01  
  4.986986953110e-07  ,-7.878626860634e-02  ,3.269624462484e-02  
  5.039774316639e-07  ,-7.066029340389e-02  ,-9.970383011942e-02  
  5.075961786598e-07  ,-6.787331612151e-02  ,-1.891058800111e-01  
  5.107738512844e-07  ,-6.662016622502e-02  ,-2.656358229323e-01  
  5.131151962370e-07  ,-6.631165928396e-02  ,-3.203733067458e-01  
  5.154867160410e-07  ,-6.670698106402e-02  ,-3.740487627885e-01  
  5.194876778215e-07  ,-7.063585685605e-02  ,-4.597507942869e-01  
  5.235281276792e-07  ,-8.428034370475e-02  ,-5.389326647484e-01  
