  Time                 , V(R5:1)              , V(Vsin1:+)           
  0.000000000000e+00  ,5.111189249618e-14  ,0.000000000000e+00  
  2.000000000000e-10  ,1.484815449201e-02  ,3.141571982779e-02  
  3.717358827591e-10  ,2.745997163517e-02  ,5.839080861829e-02  
  7.152076482773e-10  ,5.165797761190e-02  ,1.123351020248e-01  
  1.402151179314e-09  ,9.574638516836e-02  ,2.201781707658e-01  
  2.776038241386e-09  ,1.706293308813e-01  ,4.355065071328e-01  
  4.156630825996e-09  ,2.419219283456e-01  ,6.510679890671e-01  
  5.435150456429e-09  ,3.418876024217e-01  ,8.496088663041e-01  
  6.668035280704e-09  ,4.719411716494e-01  ,1.039768736659e+00  
  8.265253496170e-09  ,6.089937560332e-01  ,1.283762705410e+00  
  9.759281170368e-09  ,6.747039345883e-01  ,1.509079760082e+00  
  1.065009121299e-08  ,6.722391835872e-01  ,1.641874170051e+00  
  1.155906204581e-08  ,6.701207138535e-01  ,1.776049701568e+00  
  1.179622333944e-08  ,6.714115508315e-01  ,1.810823882213e+00  
  1.227054592669e-08  ,6.717874144058e-01  ,1.880068752394e+00  
  1.321919110119e-08  ,6.719381394318e-01  ,2.017290835267e+00  
  1.453105207980e-08  ,6.721159530892e-01  ,2.204075065471e+00  
  1.715477403700e-08  ,6.720055672097e-01  ,2.566103138731e+00  
  2.240221795142e-08  ,6.709492775142e-01  ,3.235545431147e+00  
  3.189723786414e-08  ,6.682148075779e-01  ,4.212968413216e+00  
  4.835408028662e-08  ,6.629375881617e-01  ,4.993317172051e+00  
  6.835441884100e-08  ,6.562812420301e-01  ,4.191548018817e+00  
  8.835475739539e-08  ,6.467751985632e-01  ,1.788697579024e+00  
  9.007472392619e-08  ,6.404309715776e-01  ,1.533917597252e+00  
  9.351465698779e-08  ,3.299987630317e-01  ,1.011681890733e+00  
  9.506922062933e-08  ,9.018417058701e-02  ,7.714311997158e-01  
  9.543076005280e-08  ,4.000386668851e-02  ,7.152721653804e-01  
  9.585134532750e-08  ,-2.037863906600e-02  ,6.498257445391e-01  
  9.634662267268e-08  ,-9.154690047441e-02  ,5.726120521464e-01  
  9.733717736304e-08  ,-2.330910721160e-01  ,4.177875125156e-01  
  9.931828674376e-08  ,-5.017522890965e-01  ,1.070750820358e-01  
  1.011392086416e-07  ,-5.924305650936e-01  ,-1.789082761182e-01  
  1.021360963255e-07  ,-5.842648755561e-01  ,-3.352854393096e-01  
  1.024739801556e-07  ,-5.827386245651e-01  ,-3.882207598589e-01  
  1.030205733746e-07  ,-5.792728326256e-01  ,-4.737587840020e-01  
  1.039876587361e-07  ,-5.726582555658e-01  ,-6.247428457046e-01  
  1.059218294591e-07  ,-5.601795526946e-01  ,-9.248422548241e-01  
  1.077507607311e-07  ,-5.956759013198e-01  ,-1.205491274843e+00  
  1.095806233257e-07  ,-6.757005051027e-01  ,-1.482301329927e+00  
  1.107919014663e-07  ,-6.765943280999e-01  ,-1.662898076640e+00  
  1.119461826652e-07  ,-6.726655490496e-01  ,-1.832760171248e+00  
  1.122720524341e-07  ,-6.743202640468e-01  ,-1.880288025753e+00  
  1.127516835600e-07  ,-6.745256485110e-01  ,-1.949881956553e+00  
  1.137109458119e-07  ,-6.744444289745e-01  ,-2.087726002490e+00  
  1.147503018051e-07  ,-6.743040096026e-01  ,-2.234935511327e+00  
  1.168290137917e-07  ,-6.738523177958e-01  ,-2.522052271594e+00  
  1.209864377648e-07  ,-6.725698586683e-01  ,-3.062851682690e+00  
  1.291314124733e-07  ,-6.696846695035e-01  ,-3.963393121477e+00  
  1.426825284630e-07  ,-6.649085314086e-01  ,-4.868462861023e+00  
  1.444123670131e-07  ,-6.643583533864e-01  ,-4.923161301913e+00  
  1.478720441133e-07  ,-6.632080124432e-01  ,-4.988831284062e+00  
  1.547913983136e-07  ,-6.609343647888e-01  ,-4.943461520463e+00  
  1.686301067144e-07  ,-6.561877909067e-01  ,-4.167781486078e+00  
  1.886304452688e-07  ,-6.461541072229e-01  ,-1.748191907794e+00  
  1.911304875880e-07  ,-6.076434490501e-01  ,-1.375260779875e+00  
  1.955628379852e-07  ,-2.428127316782e-02  ,-6.947326977958e-01  
  1.985322668821e-07  ,4.016798155172e-01  ,-2.304692900551e-01  
  1.994116216570e-07  ,5.115533589996e-01  ,-9.241699102167e-02  
  2.007238551646e-07  ,5.901477358495e-01  ,1.136931036896e-01  
  2.014080047280e-07  ,5.879413589227e-01  ,2.210967483840e-01  
  2.021227016717e-07  ,5.843902571825e-01  ,3.331861182578e-01  
  2.026863380939e-07  ,5.807445576825e-01  ,4.214682801339e-01  
  2.032903007835e-07  ,5.767365382824e-01  ,5.159193331144e-01  
  2.044982261628e-07  ,5.683652279052e-01  ,7.042303046421e-01  
  2.061742342681e-07  ,5.587695067249e-01  ,9.637762837524e-01  
  2.078569478959e-07  ,6.007972765320e-01  ,1.221672334465e+00  
  2.095284856528e-07  ,6.742636549546e-01  ,1.474477747906e+00  
  2.106559447616e-07  ,6.771633656320e-01  ,1.642742628458e+00  
  2.116358823746e-07  ,6.726003701286e-01  ,1.787324502692e+00  
  2.119228694260e-07  ,6.742642795474e-01  ,1.829352531537e+00  
  2.124094854712e-07  ,6.745405942269e-01  ,1.900273734577e+00  
  2.133445333362e-07  ,6.744867467947e-01  ,2.035290282974e+00  
  2.145613994122e-07  ,6.743476645556e-01  ,2.208352865833e+00  
  2.169951315641e-07  ,6.738244689517e-01  ,2.544548811913e+00  
  2.218625958681e-07  ,6.722848573537e-01  ,3.170460018248e+00  
  2.292476113558e-07  ,6.696599975869e-01  ,3.974494124065e+00  
  2.440176423311e-07  ,6.644838466536e-01  ,4.911954779872e+00  
  2.573795135736e-07  ,6.600867874724e-01  ,4.866232940415e+00  
