  Time                 , V(R5:1)              , V(Vsin1:+)           
  0.000000000000e+00  ,5.111189249618e-14  ,0.000000000000e+00  
  2.000000000000e-10  ,1.187849543495e-02  ,2.513257586224e-02  
  3.778826117516e-10  ,2.232233068056e-02  ,4.748501409178e-02  
  7.336478352547e-10  ,4.233364878696e-02  ,9.218474373510e-02  
  1.445178282261e-09  ,7.862519691681e-02  ,1.815440743178e-01  
  2.868239176273e-09  ,1.392621842450e-01  ,3.599460049227e-01  
  4.237283360958e-09  ,1.892010238423e-01  ,5.309015144448e-01  
  5.457874727249e-09  ,2.407799955211e-01  ,6.825010080482e-01  
  6.608430635929e-09  ,3.156799085103e-01  ,8.244871392169e-01  
  8.909542453289e-09  ,5.112038711582e-01  ,1.105044052922e+00  
  1.116669584513e-08  ,6.419137190945e-01  ,1.374642221694e+00  
  1.338585127592e-08  ,6.723048610202e-01  ,1.632973389123e+00  
  1.433282006979e-08  ,6.691282787291e-01  ,1.740866327963e+00  
  1.475554738641e-08  ,6.702273668821e-01  ,1.788538047192e+00  
  1.538130302429e-08  ,6.704968596042e-01  ,1.858524112819e+00  
  1.663281430006e-08  ,6.705946524047e-01  ,1.996314785593e+00  
  1.913583685160e-08  ,6.704753460620e-01  ,2.262431065058e+00  
  2.256533910036e-08  ,6.698690456725e-01  ,2.604030221950e+00  
  2.942434359789e-08  ,6.681307260451e-01  ,3.193021250561e+00  
  4.214993525743e-08  ,6.644213607165e-01  ,3.878975317143e+00  
  6.215027381182e-08  ,6.584584539061e-01  ,3.712112873341e+00  
  8.215061236620e-08  ,6.512736832665e-01  ,2.127303067748e+00  
  8.465065468550e-08  ,6.495680696830e-01  ,1.854967058224e+00  
  8.965073932409e-08  ,5.621822750081e-01  ,1.277734025345e+00  
  9.214146841764e-08  ,2.968467125777e-01  ,9.775308464252e-01  
  9.451261569262e-08  ,2.454663289436e-02  ,6.861546191573e-01  
  9.505203772783e-08  ,-3.505274016259e-02  ,6.192782821859e-01  
  9.558475424051e-08  ,-9.523758100881e-02  ,5.530586637181e-01  
  9.665018726587e-08  ,-2.149680225419e-01  ,4.201733151221e-01  
  9.878105331659e-08  ,-4.446931277012e-01  ,1.531399225863e-01  
  9.913500246108e-08  ,-4.776895721296e-01  ,1.086854186773e-01  
  9.984290075004e-08  ,-5.316761882424e-01  ,1.974159383653e-02  
  1.000198753223e-07  ,-5.411177940045e-01  ,-2.497606496504e-03  
