  Time                 , V(R5:1)              , V(Vsin1:+)           
  0.000000000000e+00  ,5.111189249618e-14  ,0.000000000000e+00  
  2.000000000000e-10  ,1.783722352544e-01  ,3.769886379335e-01  
  2.338477548212e-10  ,2.087072496388e-01  ,4.407886681184e-01  
  3.015432644635e-10  ,2.694935123917e-01  ,5.683871611072e-01  
  4.369342837483e-10  ,3.928772634325e-01  ,8.235758576621e-01  
  6.173081833869e-10  ,5.598082816048e-01  ,1.163525575415e+00  
  7.981943104416e-10  ,6.914457007949e-01  ,1.504403154453e+00  
  1.046484908834e-09  ,7.501926984551e-01  ,1.972222256590e+00  
  1.159640601650e-09  ,6.807488222572e-01  ,2.185387543028e+00  
  1.236870526150e-09  ,6.814060930262e-01  ,2.330859350883e+00  
  1.322866524383e-09  ,6.890287081361e-01  ,2.492826924308e+00  
  1.430085035786e-09  ,6.879224359404e-01  ,2.694740027506e+00  
  1.644522058591e-09  ,6.873850106152e-01  ,3.098472220626e+00  
  2.013325798139e-09  ,6.904519400333e-01  ,3.792499812910e+00  
  2.750933277234e-09  ,6.925133979960e-01  ,5.178934570690e+00  
  4.217393803224e-09  ,6.962271630362e-01  ,7.926361919265e+00  
  5.348950731382e-09  ,6.982540907803e-01  ,1.003514944915e+01  
  6.446421253309e-09  ,6.996543659059e-01  ,1.206832533577e+01  
  8.641362297162e-09  ,7.010434252993e-01  ,1.608924358817e+01  
  1.088324199878e-08  ,7.016948010499e-01  ,2.011706647967e+01  
  1.536700140201e-08  ,7.012002515419e-01  ,2.785398752042e+01  
  2.112182985507e-08  ,6.987405632526e-01  ,3.695560767497e+01  
  3.217104088031e-08  ,6.910608162907e-01  ,5.083169628975e+01  
  5.217137943469e-08  ,6.711893709560e-01  ,5.986045186984e+01  
  7.217171798907e-08  ,6.379476389074e-01  ,4.602380095487e+01  
  9.217205654345e-08  ,5.072831759230e-01  ,1.460704690990e+01  
  9.388066093884e-08  ,3.876369311420e-01  ,1.146376371050e+01  
  9.729786972962e-08  ,-1.949770660387e-01  ,5.087280345338e+00  
  9.778597589098e-08  ,-2.978119231751e-01  ,4.169972849604e+00  
