  Time                 , V(R5:1)              , V(Vsin1:+)           
  0.000000000000e+00  ,5.111189249618e-14  ,0.000000000000e+00  
  2.000000000000e-10  ,5.939856172672e-02  ,1.256628793112e-01  
  3.087901182473e-10  ,9.157922495869e-02  ,1.940155102954e-01  
  5.263703547418e-10  ,1.545200022393e-01  ,3.307131750093e-01  
  9.615308277309e-10  ,2.755764623933e-01  ,6.040557617432e-01  
  1.561023169011e-09  ,4.642221756112e-01  ,9.804266829359e-01  
  2.157814674824e-09  ,6.400848411869e-01  ,1.354756770009e+00  
  2.722103022784e-09  ,7.102958058778e-01  ,1.708263841239e+00  
  3.023758404702e-09  ,6.743294414121e-01  ,1.897027336337e+00  
  3.108834721893e-09  ,6.768414115088e-01  ,1.950234518903e+00  
  3.221454904228e-09  ,6.785031322295e-01  ,2.020646291071e+00  
  3.343737558275e-09  ,6.788671294182e-01  ,2.097070509605e+00  
  3.588302866369e-09  ,6.793674947839e-01  ,2.249824973256e+00  
  4.077433482558e-09  ,6.803293937390e-01  ,2.554926456166e+00  
  4.633060530573e-09  ,6.812439092242e-01  ,2.900770107298e+00  
  5.196696952730e-09  ,6.820408798495e-01  ,3.250695552118e+00  
  5.992512092739e-09  ,6.828178167300e-01  ,3.743004731958e+00  
  6.989958570153e-09  ,6.835873915393e-01  ,4.356707340860e+00  
  8.984851524979e-09  ,6.844574772392e-01  ,5.570681349074e+00  
  1.297463743463e-08  ,6.847341322465e-01  ,7.928330166408e+00  
  1.735930411592e-08  ,6.838105511205e-01  ,1.037449450643e+01  
  2.612863747850e-08  ,6.801902188915e-01  ,1.463458207715e+01  
  3.859792916551e-08  ,6.736822486608e-01  ,1.873054159981e+01  
  4.109797148481e-08  ,6.722150380328e-01  ,1.922295665449e+01  
  4.609805612341e-08  ,6.691005659003e-01  ,1.984992170676e+01  
  5.609822540060e-08  ,6.623882028499e-01  ,1.963408691298e+01  
  7.609856395498e-08  ,6.457821606694e-01  ,1.364573184929e+01  
  9.609890250936e-08  ,6.124569196375e-01  ,2.445000401696e+00  
  9.641140779927e-08  ,6.094236728685e-01  ,2.250005613402e+00  
  9.703641837910e-08  ,6.025808591585e-01  ,1.859384249659e+00  
  9.771246543601e-08  ,5.630995584199e-01  ,1.436063500014e+00  
  9.839456608966e-08  ,2.123254006057e-01  ,1.008296263181e+00  
  9.872634975687e-08  ,3.342480055744e-03  ,8.000445266682e-01  
  9.892851660475e-08  ,-1.149388549599e-01  ,6.731057390649e-01  
  9.912637608573e-08  ,-2.318782639467e-01  ,5.488451836920e-01  
  9.952209504768e-08  ,-4.614650515770e-01  ,3.002652564510e-01  
  9.993294800147e-08  ,-6.314624280478e-01  ,4.212998203793e-02  
  1.003226599328e-07  ,-7.220301161466e-01  ,-2.027297430599e-01  
  1.006345132969e-07  ,-7.371303313915e-01  ,-3.986500601398e-01  
  1.008150501780e-07  ,-6.844660061262e-01  ,-5.120551716737e-01  
  1.008587524898e-07  ,-6.876013156469e-01  ,-5.395046516183e-01  
  1.009267041132e-07  ,-6.901246193796e-01  ,-5.821831173138e-01  
  1.010003018796e-07  ,-6.901166335481e-01  ,-6.284047645150e-01  
  1.011474974126e-07  ,-6.896789636566e-01  ,-7.208377334819e-01  
  1.013184649542e-07  ,-6.892983591660e-01  ,-8.281791000135e-01  
  1.016604000375e-07  ,-6.889404560880e-01  ,-1.042787061472e+00  
  1.020008450046e-07  ,-6.928021441538e-01  ,-1.256340274531e+00  
  1.024081589326e-07  ,-7.308634278886e-01  ,-1.511647904935e+00  
  1.028060665026e-07  ,-7.403501171175e-01  ,-1.760820857595e+00  
  1.030170576319e-07  ,-7.103443154146e-01  ,-1.892836056624e+00  
  1.030751314152e-07  ,-7.125205350477e-01  ,-1.929157936312e+00  
  1.031830600601e-07  ,-7.140507025292e-01  ,-1.996644074862e+00  
  1.032828745570e-07  ,-7.138518006142e-01  ,-2.059036146508e+00  
  1.034825035509e-07  ,-7.135332744350e-01  ,-2.183758936907e+00  
  1.037327964928e-07  ,-7.131771565966e-01  ,-2.340013248990e+00  
  1.042333823767e-07  ,-7.124790926390e-01  ,-2.652078176470e+00  
  1.052345541444e-07  ,-7.111479796855e-01  ,-3.274163330773e+00  
  1.072368976798e-07  ,-7.082740726029e-01  ,-4.508005140244e+00  
  1.097179410186e-07  ,-7.048187094617e-01  ,-6.011550475638e+00  
  1.115984675612e-07  ,-7.022798843098e-01  ,-7.127337938341e+00  
  1.134266537752e-07  ,-6.998821079556e-01  ,-8.188263529228e+00  
  1.165607405033e-07  ,-6.960134854933e-01  ,-9.942306093882e+00  
  1.197980177727e-07  ,-6.923333571412e-01  ,-1.165279738444e+01  
  1.245187056389e-07  ,-6.875150626500e-01  ,-1.392669373796e+01  
  1.339600813713e-07  ,-6.792338911929e-01  ,-1.751403666245e+01  
  1.495347750511e-07  ,-6.675295459446e-01  ,-1.999786391757e+01  
  1.652316582527e-07  ,-6.555900494058e-01  ,-1.775357847500e+01  
  1.852319968071e-07  ,-6.353879173319e-01  ,-8.949689839184e+00  
  1.877320391264e-07  ,-6.314948688061e-01  ,-7.518769944131e+00  
  1.927321237650e-07  ,-6.210332117900e-01  ,-4.526966510635e+00  
  1.939821449246e-07  ,-6.169567163019e-01  ,-3.758645662700e+00  
  1.964821872439e-07  ,-6.033381331818e-01  ,-2.205810372828e+00  
  1.971071978237e-07  ,-5.957381517840e-01  ,-1.815100261814e+00  
  1.982275788810e-07  ,-3.109981624004e-01  ,-1.113069643993e+00  
  1.987263021197e-07  ,-2.886104306257e-03  ,-8.000744340139e-01  
  1.990803909626e-07  ,2.056486514272e-01  ,-5.777270244183e-01  
  1.994321980651e-07  ,4.115308240988e-01  ,-3.567415578411e-01  
  1.998255887207e-07  ,5.969461451431e-01  ,-1.095852904309e-01  
  2.002174426939e-07  ,7.008036505442e-01  ,1.366222113874e-01  
  2.006330919590e-07  ,7.388784717071e-01  ,3.977571841967e-01  
